Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Speed_[knots],Course_[degrees_true],Heading_[degree],Roll_[degree],Pitch_[degree],Heave,Atmos_Pressure_[hPa],Air_Temperature_[C],Relative_Humidity_[%],Wind_Dir_[degrees_true],Wind_Speed_[knots],Longwave_Downwelling_[W/m2],Shortwave_Downwelling_[W/m2],PAR_[uE/m2/s]
SKQ201810S,TSG,2018-04-18T17:21:00Z,-149.3943,60.0734,236.2,5.9,161.88,161.44,0.24,0.64,0.0,1002.5,2.7,90.9,151.3,4.5,519.54,68.11,291.1
SKQ201810S,TSG,2018-04-18T17:22:00Z,-149.3933,60.0719,247.29,6.1,161.97,161.56,0.24,0.65,0.01,1002.47,2.7,90.8,152.8,4.7,514.58,67.49,291.15
SKQ201810S,TSG,2018-04-18T17:23:00Z,-149.3922,60.0702,257.73,6.9,162.01,161.73,0.24,0.66,0.0,1002.46,2.6,89.5,150.0,4.5,518.04,68.37,294.32
SKQ201810S,TSG,2018-04-18T17:24:00Z,-149.391,60.0682,269.22,7.6,161.86,161.78,0.25,0.66,0.0,1002.4,2.7,89.5,162.6,4.7,521.27,68.85,296.5
SKQ201810S,TSG,2018-04-18T17:25:00Z,-149.3896,60.0662,280.68,7.9,162.04,161.99,0.24,0.65,0.0,1002.4,2.7,89.5,167.6,5.8,525.98,68.43,297.96
SKQ201810S,TSG,2018-04-18T17:26:00Z,-149.3882,60.0641,286.31,8.0,161.76,161.88,0.25,0.65,-0.0,1002.49,2.6,89.6,166.9,5.5,516.47,70.68,304.87
SKQ201810S,TSG,2018-04-18T17:27:00Z,-149.3869,60.062,286.07,8.0,161.83,162.01,0.22,0.65,-0.0,1002.42,2.6,90.2,163.9,5.3,514.75,75.77,315.55
SKQ201810S,TSG,2018-04-18T17:28:00Z,-149.3855,60.0599,274.12,8.0,161.89,161.96,0.22,0.65,-0.0,1002.4,2.6,90.5,177.7,4.9,517.47,77.38,318.28
SKQ201810S,TSG,2018-04-18T17:29:00Z,-149.3841,60.0578,281.9,8.0,161.78,161.82,0.21,0.65,-0.0,1002.4,2.6,90.7,176.7,4.6,519.54,74.96,312.33
SKQ201810S,TSG,2018-04-18T17:30:00Z,-149.3827,60.0557,288.71,8.0,162.43,161.94,0.22,0.65,-0.0,1002.38,2.6,91.0,169.3,4.5,526.42,73.12,308.54
SKQ201810S,TSG,2018-04-18T17:31:00Z,-149.3814,60.0536,285.49,8.0,162.19,161.73,0.23,0.65,-0.0,1002.4,2.6,90.8,154.1,5.2,521.27,74.54,310.95
SKQ201810S,TSG,2018-04-18T17:32:00Z,-149.3801,60.0515,286.84,7.9,162.59,161.78,0.27,0.66,0.0,1002.37,2.6,91.2,133.5,5.8,520.17,75.18,310.73
SKQ201810S,TSG,2018-04-18T17:33:00Z,-149.3787,60.0494,289.17,7.9,162.48,161.85,0.28,0.66,-0.0,1002.3,2.4,92.4,128.1,5.5,518.88,72.95,304.15
SKQ201810S,TSG,2018-04-18T17:34:00Z,-149.3774,60.0473,290.44,8.0,162.55,161.92,0.29,0.66,0.01,1002.3,2.4,92.9,123.2,4.7,519.41,69.73,297.06
SKQ201810S,TSG,2018-04-18T17:35:00Z,-149.3761,60.0452,290.34,8.0,162.52,161.94,0.27,0.66,-0.0,1002.3,2.4,92.8,126.3,4.1,523.49,67.91,292.44
SKQ201810S,TSG,2018-04-18T17:36:00Z,-149.3748,60.0431,290.68,8.0,162.7,161.98,0.27,0.65,-0.0,1002.32,2.5,92.6,116.0,5.1,523.5,64.97,285.39
SKQ201810S,TSG,2018-04-18T17:37:00Z,-149.3735,60.041,290.74,8.0,162.54,161.73,0.29,0.66,-0.0,1002.3,2.5,91.8,117.2,5.0,520.84,61.7,277.68
SKQ201810S,TSG,2018-04-18T17:38:00Z,-149.3721,60.0388,290.36,8.0,162.66,161.86,0.29,0.65,-0.0,1002.3,2.6,91.7,112.0,3.3,518.94,59.63,273.3
SKQ201810S,TSG,2018-04-18T17:39:00Z,-149.3707,60.0367,290.71,8.1,160.87,160.15,0.3,0.66,-0.0,1002.3,2.6,91.8,88.3,2.0,518.39,60.06,274.76
SKQ201810S,TSG,2018-04-18T17:40:00Z,-149.3693,60.0346,290.62,8.1,160.45,160.0,0.3,0.66,-0.0,1002.3,2.6,92.1,86.5,3.0,524.1,61.61,279.17
SKQ201810S,TSG,2018-04-18T17:41:00Z,-149.3678,60.0325,290.48,8.1,160.36,159.7,0.33,0.66,-0.0,1002.38,2.5,92.1,95.8,4.6,525.17,61.71,279.19
SKQ201810S,TSG,2018-04-18T17:42:00Z,-149.3663,60.0304,290.44,8.1,160.56,160.01,0.32,0.66,-0.0,1002.38,2.5,91.6,95.4,5.3,522.62,59.98,273.35
SKQ201810S,TSG,2018-04-18T17:43:00Z,-149.3648,60.0283,290.71,8.1,160.69,160.08,0.33,0.66,0.0,1002.34,2.6,92.1,96.7,4.9,526.64,57.06,265.34
SKQ201810S,TSG,2018-04-18T17:44:00Z,-149.3633,60.0262,290.78,7.5,159.45,156.92,0.4,0.65,0.0,1002.32,2.6,91.5,87.7,3.6,520.12,55.75,261.04
SKQ201810S,TSG,2018-04-18T17:45:00Z,-149.3618,60.0245,290.78,6.4,154.79,156.7,0.2,0.66,0.01,1002.3,2.7,91.5,71.7,3.7,520.97,56.06,261.47
SKQ201810S,TSG,2018-04-18T17:46:00Z,-149.3607,60.023,291.22,4.9,164.08,162.91,0.27,0.66,-0.0,1002.3,2.7,91.5,69.1,4.4,524.98,57.91,265.55
SKQ201810S,TSG,2018-04-18T17:47:00Z,-149.36,60.0219,291.24,3.6,159.15,157.17,0.47,0.66,-0.0,1002.3,2.7,91.3,72.9,4.5,525.86,58.97,267.68
SKQ201810S,TSG,2018-04-18T17:48:00Z,-149.3594,60.0211,291.55,2.9,165.12,164.24,0.27,0.66,0.01,1002.33,2.7,90.4,78.2,5.4,525.85,58.55,265.93
SKQ201810S,TSG,2018-04-18T17:49:00Z,-149.359,60.0203,290.79,2.4,164.84,165.94,0.22,0.65,-0.0,1002.4,2.7,90.1,85.9,4.1,522.34,57.2,261.65
SKQ201810S,TSG,2018-04-18T17:50:00Z,-149.3588,60.0198,291.3,1.6,171.41,163.21,0.25,0.64,0.0,1002.4,2.8,90.2,91.0,3.1,525.89,55.28,255.35
SKQ201810S,TSG,2018-04-18T17:51:00Z,-149.3587,60.0195,291.93,0.5,156.67,156.96,0.52,0.67,-0.0,1002.32,2.8,90.0,70.5,1.8,526.89,52.75,248.5
SKQ201810S,TSG,2018-04-18T17:52:00Z,-149.3586,60.0194,292.03,0.7,174.56,183.51,0.17,0.64,0.0,1002.31,2.8,90.9,91.5,1.5,523.29,51.31,244.98
SKQ201810S,TSG,2018-04-18T17:53:00Z,-149.3586,60.0193,290.37,0.0,135.68,184.18,0.27,0.64,-0.0,1002.37,2.8,90.7,126.6,1.9,521.91,50.54,243.75
SKQ201810S,TSG,2018-04-18T17:54:00Z,-149.3585,60.0193,290.35,0.0,8.8,183.25,0.26,0.64,0.0,1002.34,2.8,90.4,94.4,1.8,521.33,50.76,245.18
SKQ201810S,TSG,2018-04-18T17:55:00Z,-149.3586,60.0193,290.52,0.0,207.69,183.63,0.29,0.64,-0.0,1002.3,2.8,90.0,74.5,2.3,525.94,51.54,247.49
SKQ201810S,TSG,2018-04-18T17:56:00Z,-149.3586,60.0193,290.54,0.0,178.71,183.61,0.29,0.64,-0.0,1002.3,2.8,89.6,64.8,3.4,526.71,52.54,249.46
SKQ201810S,TSG,2018-04-18T17:57:00Z,-149.3585,60.0193,290.44,0.0,268.12,183.51,0.29,0.64,0.01,1002.3,2.8,89.4,68.0,2.6,525.23,51.92,248.28
SKQ201810S,TSG,2018-04-18T17:58:00Z,-149.3585,60.0193,290.4,0.0,189.16,183.71,0.28,0.64,-0.0,1002.28,2.8,89.6,85.8,2.3,519.94,50.9,246.62
SKQ201810S,TSG,2018-04-18T17:59:00Z,-149.3585,60.0193,290.37,0.0,194.13,183.93,0.32,0.63,0.0,1002.3,2.8,90.1,95.0,4.1,519.83,50.5,247.09
SKQ201810S,TSG,2018-04-18T18:00:00Z,-149.3586,60.0193,290.36,0.0,214.61,183.97,0.33,0.64,0.0,1002.3,2.8,89.5,86.2,5.4,522.18,51.91,250.46
SKQ201810S,TSG,2018-04-18T18:01:00Z,-149.3586,60.0193,290.38,0.0,90.0,183.63,0.58,0.65,-0.0,1002.3,2.8,89.1,87.9,5.5,524.84,53.58,253.57
SKQ201810S,TSG,2018-04-18T18:02:00Z,-149.3585,60.0193,290.46,0.0,28.43,183.54,0.66,0.65,0.01,1002.3,2.8,89.5,85.1,4.7,525.34,53.82,253.9
SKQ201810S,TSG,2018-04-18T18:03:00Z,-149.3585,60.0193,290.49,0.0,90.0,183.62,0.67,0.65,-0.0,1002.3,2.8,89.9,77.6,4.3,524.44,53.16,251.73
SKQ201810S,TSG,2018-04-18T18:04:00Z,-149.3585,60.0193,290.64,0.0,150.29,183.74,0.67,0.66,0.0,1002.29,2.8,89.9,77.2,4.1,524.76,52.24,249.98
SKQ201810S,TSG,2018-04-18T18:05:00Z,-149.3585,60.0193,290.49,0.0,205.13,183.73,0.67,0.65,-0.0,1002.27,2.8,89.5,74.9,4.3,523.48,52.96,252.15
SKQ201810S,TSG,2018-04-18T18:06:00Z,-149.3585,60.0193,290.43,0.0,204.17,183.71,0.69,0.66,0.0,1002.3,2.9,89.9,81.0,4.4,520.71,53.91,256.32
SKQ201810S,TSG,2018-04-18T18:07:00Z,-149.3585,60.0193,290.76,0.0,203.47,183.79,0.69,0.65,0.0,1002.3,2.9,90.4,79.1,4.8,522.46,56.16,264.05
SKQ201810S,TSG,2018-04-18T18:08:00Z,-149.3585,60.0193,290.41,0.0,209.65,183.84,0.69,0.65,-0.0,1002.3,2.9,90.0,90.5,4.6,521.25,59.24,273.53
SKQ201810S,TSG,2018-04-18T18:09:00Z,-149.3585,60.0193,291.02,0.0,90.0,183.52,0.7,0.66,0.0,1002.3,2.9,90.3,80.3,4.4,524.6,62.11,281.54
SKQ201810S,TSG,2018-04-18T18:10:00Z,-149.3586,60.0193,290.6,0.0,90.0,183.49,0.72,0.66,0.0,1002.22,2.9,89.2,72.3,4.8,520.72,63.81,287.16
SKQ201810S,TSG,2018-04-18T18:11:00Z,-149.3585,60.0193,290.48,0.0,20.12,183.61,0.73,0.65,-0.0,1002.2,2.9,88.8,65.0,4.7,523.88,65.17,291.85
SKQ201810S,TSG,2018-04-18T18:12:00Z,-149.3585,60.0193,290.53,0.0,210.53,183.69,0.68,0.65,0.01,1002.2,2.9,88.6,61.2,3.8,524.48,67.08,298.48
SKQ201810S,TSG,2018-04-18T18:13:00Z,-149.3585,60.0193,290.64,0.0,195.21,183.76,0.68,0.65,0.0,1002.2,2.9,89.2,62.8,3.9,521.05,69.67,306.77
SKQ201810S,TSG,2018-04-18T18:14:00Z,-149.3585,60.0193,290.56,0.0,195.72,183.77,0.68,0.66,-0.0,1002.2,2.9,89.1,75.4,3.8,524.75,71.55,312.79
SKQ201810S,TSG,2018-04-18T18:15:00Z,-149.3585,60.0193,290.78,0.0,90.0,183.75,0.69,0.66,-0.0,1002.2,2.9,89.6,77.1,4.6,523.63,71.38,311.81
SKQ201810S,TSG,2018-04-18T18:16:00Z,-149.3585,60.0193,290.67,0.0,183.14,183.7,0.67,0.65,-0.0,1002.2,2.9,89.2,57.5,3.9,523.73,68.37,303.79
SKQ201810S,TSG,2018-04-18T18:17:00Z,-149.3585,60.0193,290.68,0.0,190.66,183.63,0.67,0.65,0.0,1002.2,2.9,89.2,63.4,3.3,523.41,65.64,296.71
SKQ201810S,TSG,2018-04-18T18:18:00Z,-149.3585,60.0193,325.53,0.0,225.63,183.72,0.67,0.66,-0.0,1002.16,2.9,89.3,73.6,2.8,524.23,64.85,294.38
SKQ201810S,TSG,2018-04-18T18:19:00Z,-149.3585,60.0193,307.26,0.0,90.0,183.71,0.67,0.65,-0.0,1002.18,2.9,89.5,77.7,2.5,525.35,65.32,295.78
SKQ201810S,TSG,2018-04-18T18:20:00Z,-149.3585,60.0193,318.17,0.0,290.22,183.74,0.65,0.65,0.0,1002.1,2.9,89.4,55.4,2.7,518.29,66.88,301.15
SKQ201810S,TSG,2018-04-18T18:21:00Z,-149.3585,60.0193,327.84,0.0,353.77,183.78,0.68,0.66,-0.0,1002.11,3.0,89.7,38.8,2.6,522.81,70.03,310.19
SKQ201810S,TSG,2018-04-18T18:22:00Z,-149.3585,60.0193,293.09,0.0,90.0,183.72,0.69,0.65,-0.0,1002.1,3.0,89.4,55.6,2.9,520.5,73.31,320.03
SKQ201810S,TSG,2018-04-18T18:23:00Z,-149.3586,60.0193,290.68,0.0,205.52,183.76,0.65,0.65,0.0,1002.18,3.0,89.2,73.2,3.7,522.3,76.35,327.72
SKQ201810S,TSG,2018-04-18T18:24:00Z,-149.3585,60.0193,290.87,0.0,90.0,183.76,0.65,0.65,-0.0,1002.2,2.9,89.1,71.1,4.2,519.05,76.4,327.93
SKQ201810S,TSG,2018-04-18T18:25:00Z,-149.3585,60.0193,304.63,0.0,90.0,183.67,0.62,0.65,-0.0,1002.2,2.9,88.9,59.7,4.6,523.8,74.19,322.7
SKQ201810S,TSG,2018-04-18T18:26:00Z,-149.3585,60.0193,315.5,0.0,109.28,183.66,0.61,0.65,0.0,1002.14,3.0,88.8,45.5,3.3,522.09,72.31,316.96
SKQ201810S,TSG,2018-04-18T18:27:00Z,-149.3585,60.0193,324.62,0.0,169.07,183.68,0.59,0.64,0.0,1002.1,3.0,89.2,358.2,1.7,521.24,68.91,307.66
SKQ201810S,TSG,2018-04-18T18:28:00Z,-149.3585,60.0193,297.31,0.0,226.8,183.77,0.58,0.65,0.0,1002.1,3.1,89.5,44.4,1.5,521.03,65.27,298.7
SKQ201810S,TSG,2018-04-18T18:29:00Z,-149.3585,60.0193,290.62,0.0,90.0,183.84,0.59,0.65,-0.0,1002.1,3.0,89.3,37.3,1.1,529.43,63.43,293.7
SKQ201810S,TSG,2018-04-18T18:30:00Z,-149.3585,60.0193,290.8,0.0,90.0,183.79,0.58,0.65,-0.0,1002.1,3.0,89.3,59.5,2.5,525.67,62.64,291.3
SKQ201810S,TSG,2018-04-18T18:31:00Z,-149.3585,60.0193,290.58,0.0,258.16,183.75,0.59,0.65,-0.0,1002.1,3.0,87.8,70.0,2.8,523.21,62.35,289.78
SKQ201810S,TSG,2018-04-18T18:32:00Z,-149.3585,60.0193,290.63,0.0,90.0,183.72,0.61,0.65,-0.0,1002.1,3.0,87.7,71.6,2.9,523.93,62.29,289.25
SKQ201810S,TSG,2018-04-18T18:33:00Z,-149.3585,60.0193,290.59,0.0,12.75,183.7,0.59,0.65,0.01,1002.1,3.0,87.8,63.2,2.9,522.58,61.55,285.84
SKQ201810S,TSG,2018-04-18T18:34:00Z,-149.3585,60.0193,290.6,0.0,90.0,183.68,0.61,0.65,-0.0,1002.11,3.1,87.8,71.2,2.5,528.02,58.9,279.33
SKQ201810S,TSG,2018-04-18T18:35:00Z,-149.3586,60.0193,290.57,0.0,90.0,183.73,0.65,0.65,-0.0,1002.18,3.1,88.1,48.5,3.6,523.98,57.95,277.44
SKQ201810S,TSG,2018-04-18T18:36:00Z,-149.3586,60.0193,290.57,0.0,176.57,183.77,0.66,0.65,-0.0,1002.2,3.1,88.3,52.3,3.4,518.35,59.67,280.71
SKQ201810S,TSG,2018-04-18T18:37:00Z,-149.3585,60.0193,290.75,0.0,184.26,183.8,0.67,0.65,-0.0,1002.2,3.1,88.8,70.7,3.2,522.42,60.48,283.6
SKQ201810S,TSG,2018-04-18T18:38:00Z,-149.3585,60.0193,290.82,0.0,303.22,183.73,0.64,0.65,0.01,1002.13,3.0,88.5,90.1,2.6,523.13,62.7,289.94
SKQ201810S,TSG,2018-04-18T18:39:00Z,-149.3585,60.0193,291.0,0.0,193.79,183.6,0.64,0.65,-0.0,1002.1,3.1,89.2,100.5,1.1,528.82,64.04,293.43
SKQ201810S,TSG,2018-04-18T18:40:00Z,-149.3585,60.0193,290.74,0.0,90.0,183.7,0.64,0.65,0.0,1002.18,3.0,89.7,109.3,0.9,520.59,63.5,292.83
SKQ201810S,TSG,2018-04-18T18:41:00Z,-149.3586,60.0193,290.69,0.0,90.0,183.78,0.62,0.65,-0.0,1002.2,3.0,88.6,101.7,3.0,522.91,62.93,290.79
SKQ201810S,TSG,2018-04-18T18:42:00Z,-149.3585,60.0193,290.6,0.0,184.5,183.88,0.61,0.65,-0.0,1002.2,3.0,87.8,97.2,4.1,526.46,61.98,287.14
SKQ201810S,TSG,2018-04-18T18:43:00Z,-149.3585,60.0193,291.08,0.0,7.97,183.68,0.58,0.65,0.0,1002.2,3.0,87.8,79.4,2.7,524.5,62.56,287.97
SKQ201810S,TSG,2018-04-18T18:44:00Z,-149.3585,60.0193,290.86,0.0,90.0,183.56,0.58,0.64,0.0,1002.2,3.0,87.7,65.3,2.8,523.88,64.48,292.04
SKQ201810S,TSG,2018-04-18T18:45:00Z,-149.3585,60.0193,290.72,0.0,18.57,183.61,0.59,0.65,-0.0,1002.17,3.1,88.4,53.0,1.6,522.46,63.17,288.78
SKQ201810S,TSG,2018-04-18T18:46:00Z,-149.3585,60.0193,290.77,0.0,90.0,183.73,0.6,0.65,0.0,1002.19,3.1,89.2,33.6,0.6,521.27,60.34,282.13
SKQ201810S,TSG,2018-04-18T18:47:00Z,-149.3585,60.0193,290.65,0.0,24.89,183.77,0.34,0.64,0.0,1002.19,3.1,89.9,72.0,0.4,520.44,59.34,281.03
SKQ201810S,TSG,2018-04-18T18:48:00Z,-149.3585,60.0193,291.01,0.0,13.71,183.71,0.34,0.64,0.0,1002.2,3.1,89.6,97.1,2.0,522.34,62.39,291.56
SKQ201810S,TSG,2018-04-18T18:49:00Z,-149.3585,60.0193,290.76,0.0,239.37,183.74,0.35,0.63,-0.0,1002.14,3.1,88.0,81.3,3.0,519.55,69.05,311.19
SKQ201810S,TSG,2018-04-18T18:50:00Z,-149.3585,60.0193,290.88,0.0,90.0,183.68,0.36,0.64,-0.0,1002.18,3.1,87.8,80.4,3.8,523.87,75.67,330.68
SKQ201810S,TSG,2018-04-18T18:51:00Z,-149.3585,60.0193,296.07,0.0,90.0,183.75,0.37,0.64,0.0,1002.2,3.1,88.1,84.0,4.6,519.56,79.99,344.1
SKQ201810S,TSG,2018-04-18T18:52:00Z,-149.3585,60.0193,330.29,0.0,90.0,183.87,0.36,0.64,-0.0,1002.2,3.0,88.2,93.5,5.3,523.08,81.91,351.04
SKQ201810S,TSG,2018-04-18T18:53:00Z,-149.3585,60.0193,322.31,0.0,176.34,183.67,0.35,0.64,0.01,1002.2,3.1,88.7,88.5,4.4,522.24,84.41,360.17
SKQ201810S,TSG,2018-04-18T18:54:00Z,-149.3585,60.0193,319.65,0.0,211.19,183.6,0.35,0.64,-0.0,1002.18,3.1,88.5,64.3,3.2,516.95,88.01,371.86
SKQ201810S,TSG,2018-04-18T18:55:00Z,-149.3585,60.0193,313.87,0.0,170.33,183.63,0.31,0.64,0.0,1002.1,3.0,88.5,70.0,3.4,519.37,90.83,380.14
SKQ201810S,TSG,2018-04-18T18:56:00Z,-149.3585,60.0193,298.61,0.0,209.22,183.71,0.31,0.63,0.0,1002.19,3.0,88.1,66.7,3.1,523.55,92.75,386.53
SKQ201810S,TSG,2018-04-18T18:57:00Z,-149.3585,60.0193,310.86,0.0,201.04,183.71,0.31,0.64,0.0,1002.2,3.0,88.3,84.5,3.4,526.1,95.76,395.73
SKQ201810S,TSG,2018-04-18T18:58:00Z,-149.3585,60.0193,315.76,0.0,190.41,183.78,0.32,0.64,0.0,1002.19,3.0,88.5,72.2,4.4,522.89,99.72,408.4
SKQ201810S,TSG,2018-04-18T18:59:00Z,-149.3585,60.0193,302.08,0.0,31.22,183.73,0.31,0.64,-0.0,1002.13,3.0,88.1,77.0,3.2,519.19,103.76,421.54
SKQ201810S,TSG,2018-04-18T19:00:00Z,-149.3585,60.0193,304.81,0.0,174.57,183.66,0.29,0.64,-0.0,1002.1,3.0,88.9,87.8,2.6,521.46,107.17,433.62
SKQ201810S,TSG,2018-04-18T19:01:00Z,-149.3585,60.0193,308.81,0.0,211.09,183.69,0.31,0.64,0.0,1002.06,3.0,89.3,80.4,2.9,517.59,110.1,444.99
SKQ201810S,TSG,2018-04-18T19:02:00Z,-149.3585,60.0193,315.6,0.0,30.9,183.79,0.31,0.64,0.01,1002.04,3.0,88.7,85.5,3.3,523.02,114.69,460.28
SKQ201810S,TSG,2018-04-18T19:03:00Z,-149.3585,60.0193,317.19,0.0,288.84,183.75,0.32,0.64,0.0,1002.1,3.0,88.4,74.7,3.3,521.34,119.05,473.16
SKQ201810S,TSG,2018-04-18T19:04:00Z,-149.3585,60.0193,313.88,0.0,90.0,183.72,0.33,0.64,-0.0,1002.1,3.0,88.7,81.3,4.2,524.2,122.99,484.88
SKQ201810S,TSG,2018-04-18T19:05:00Z,-149.3585,60.0193,312.91,0.0,15.8,183.61,0.32,0.65,0.0,1002.1,3.0,89.2,76.2,3.2,523.76,127.37,497.13
SKQ201810S,TSG,2018-04-18T19:06:00Z,-149.3585,60.0193,297.08,0.0,90.0,183.62,0.28,0.65,0.0,1002.08,3.0,89.6,76.1,2.5,520.84,129.2,502.65
SKQ201810S,TSG,2018-04-18T19:07:00Z,-149.3585,60.0193,290.91,0.0,90.0,183.69,0.29,0.65,0.0,1002.0,3.0,89.5,83.3,1.9,523.26,128.59,504.31
SKQ201810S,TSG,2018-04-18T19:08:00Z,-149.3585,60.0193,291.17,0.0,358.86,183.73,0.31,0.66,0.0,1002.08,3.1,90.4,75.4,2.7,523.25,130.71,512.97
SKQ201810S,TSG,2018-04-18T19:09:00Z,-149.3585,60.0193,290.88,0.0,204.12,183.73,0.33,0.66,0.0,1002.1,3.1,90.0,61.6,4.6,526.99,134.87,522.28
SKQ201810S,TSG,2018-04-18T19:10:00Z,-149.3586,60.0193,290.85,0.0,211.24,183.65,0.34,0.66,0.0,1002.1,3.1,88.8,64.9,3.9,518.56,136.71,527.31
SKQ201810S,TSG,2018-04-18T19:11:00Z,-149.3585,60.0193,291.15,0.0,17.59,183.66,0.34,0.65,-0.0,1002.1,3.1,88.3,66.7,3.6,520.11,135.2,523.76
SKQ201810S,TSG,2018-04-18T19:12:00Z,-149.3585,60.0193,291.05,0.0,358.49,183.75,0.34,0.65,0.0,1002.08,3.1,88.4,67.6,4.3,521.55,132.39,515.87
SKQ201810S,TSG,2018-04-18T19:13:00Z,-149.3585,60.0193,290.99,0.0,21.25,183.67,0.35,0.65,0.0,1002.0,3.1,88.7,50.0,3.7,518.2,131.32,510.54
SKQ201810S,TSG,2018-04-18T19:14:00Z,-149.3585,60.0193,291.04,0.0,289.42,183.54,0.31,0.65,0.0,1002.0,3.1,89.0,35.4,2.5,519.8,129.88,503.77
SKQ201810S,TSG,2018-04-18T19:15:00Z,-149.3585,60.0193,291.03,0.0,90.0,183.6,0.28,0.65,0.01,1001.9,3.2,89.8,6.1,0.8,524.44,126.07,492.5
SKQ201810S,TSG,2018-04-18T19:16:00Z,-149.3585,60.0193,291.02,0.0,9.09,183.72,0.3,0.65,-0.0,1001.92,3.2,90.0,33.3,2.0,523.72,122.44,481.56
SKQ201810S,TSG,2018-04-18T19:17:00Z,-149.3585,60.0193,291.0,0.0,188.47,183.71,0.29,0.65,-0.0,1002.0,3.2,89.1,54.5,3.0,518.31,119.76,474.19
SKQ201810S,TSG,2018-04-18T19:18:00Z,-149.3585,60.0193,290.96,0.0,214.63,183.78,0.28,0.65,0.0,1001.93,3.2,88.4,43.7,3.5,522.32,118.85,470.51
SKQ201810S,TSG,2018-04-18T19:19:00Z,-149.3585,60.0193,291.16,0.0,90.0,183.69,0.27,0.64,0.0,1001.9,3.2,88.3,39.3,3.8,516.98,118.21,465.68
SKQ201810S,TSG,2018-04-18T19:20:00Z,-149.3585,60.0193,291.13,0.0,90.0,183.69,0.29,0.65,0.0,1001.9,3.2,88.0,50.1,3.2,516.73,114.83,455.84
SKQ201810S,TSG,2018-04-18T19:21:00Z,-149.3585,60.0193,290.97,0.0,90.0,183.73,0.28,0.65,0.0,1001.9,3.2,88.3,49.3,3.1,521.72,110.35,443.67
SKQ201810S,TSG,2018-04-18T19:22:00Z,-149.3585,60.0193,291.05,0.0,90.0,183.57,0.26,0.65,0.01,1001.86,3.3,88.7,339.1,2.0,517.3,105.99,432.29
SKQ201810S,TSG,2018-04-18T19:23:00Z,-149.3585,60.0193,291.05,0.0,90.0,183.57,0.25,0.65,0.0,1001.8,3.4,88.5,355.1,1.4,518.34,103.85,427.62
SKQ201810S,TSG,2018-04-18T19:24:00Z,-149.3585,60.0193,291.07,0.0,90.0,183.71,0.26,0.64,-0.0,1001.87,3.4,88.6,41.5,2.8,519.01,104.72,430.8
SKQ201810S,TSG,2018-04-18T19:25:00Z,-149.3586,60.0193,291.03,0.0,90.0,183.7,0.26,0.65,0.0,1001.9,3.3,87.8,59.7,3.5,517.27,106.59,436.79
SKQ201810S,TSG,2018-04-18T19:26:00Z,-149.3586,60.0193,291.05,0.0,90.0,183.67,0.28,0.65,-0.0,1001.9,3.2,87.2,79.0,4.7,517.26,108.59,443.43
