Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,<20_Chl_A_[ug/L],>20_Chl_A _[ug/L],Total_Chl_A _[ug/L],Total_Phaeo _[ug/L],Fraction_Chl_>20,Quality_flag
SKQ202006S,GAK14,B,2020-05-06T20:52:00,-147.6525,57.9432,3045,14,3.67,16,0.56,1.53,2.08,0.63,0.73,1.00
SKQ202006S,GAK14,B,2020-05-06T20:50:21,-147.6525,57.9432,3045,14,10.21,15,0.57,1.31,1.88,0.72,0.70,1.00
SKQ202006S,GAK14,B,2020-05-06T20:48:14,-147.6525,57.9432,3045,14,19.74,14,0.48,1.57,2.04,0.73,0.77,1.00
SKQ202006S,GAK14,B,2020-05-06T20:46:34,-147.6525,57.9432,3045,14,29.95,13,0.47,1.74,2.21,0.64,0.79,1.00
SKQ202006S,GAK14,B,2020-05-06T20:44:38,-147.6525,57.9432,3045,14,40.78,12,0.33,0.19,0.52,0.18,0.36,1.00
SKQ202006S,GAK14,B,2020-05-06T20:42:53,-147.6525,57.9432,3045,14,49.87,11,0.24,0.11,0.34,0.16,0.31,1.00
SKQ202006S,GAK14,B,2020-05-06T20:40:36,-147.6525,57.9432,3045,14,74.75,10,0.11,0.05,0.16,0.10,0.33,1.00
SKQ202006S,GAK13,B,2020-05-06T23:56:57,-147.797,58.0993,2058,16,4.58,24,0.26,0.91,1.17,0.18,0.78,1.00
SKQ202006S,GAK13,B,2020-05-06T23:55:31,-147.797,58.0993,2058,16,9.76,23,0.21,0.98,1.19,0.21,0.82,1.00
SKQ202006S,GAK13,B,2020-05-06T23:53:50,-147.797,58.0993,2058,16,20.45,22,0.36,0.96,1.33,0.12,0.73,1.00
SKQ202006S,GAK13,B,2020-05-06T23:52:13,-147.797,58.0993,2058,16,29.96,21,0.24,0.72,0.96,0.28,0.75,1.00
SKQ202006S,GAK13,B,2020-05-06T23:50:39,-147.797,58.0993,2058,16,39.86,20,0.12,0.31,0.43,0.24,0.71,1.00
SKQ202006S,GAK13,B,2020-05-06T23:49:11,-147.797,58.0993,2058,16,49.94,19,0.07,0.15,0.22,0.07,0.68,1.00
SKQ202006S,GAK13,B,2020-05-06T23:47:00,-147.797,58.0993,2058,16,77.05,18,0.01,0.03,0.05,0.06,0.69,1.00
SKQ202006S,GAK12,B,2020-05-07T02:47:40,-147.9363,58.2448,2139,18,5.34,16,0.21,0.61,0.82,0.08,0.74,1.00
SKQ202006S,GAK12,B,2020-05-07T02:44:50,-147.9363,58.2448,2139,18,10.1,15,0.22,0.63,0.85,0.10,0.75,1.00
SKQ202006S,GAK12,B,2020-05-07T02:43:01,-147.9363,58.2448,2139,18,20.97,14,0.25,0.41,0.66,0.13,0.62,1.00
SKQ202006S,GAK12,B,2020-05-07T02:41:33,-147.9363,58.2448,2139,18,29.91,13,0.35,0.49,0.84,0.21,0.58,1.00
SKQ202006S,GAK12,B,2020-05-07T02:40:01,-147.9363,58.2448,2139,18,41.14,12,0.15,0.15,0.30,0.24,0.50,1.00
SKQ202006S,GAK12,B,2020-05-07T02:38:22,-147.9363,58.2448,2139,18,50.3,11,0.08,0.04,0.12,0.12,0.35,1.00
SKQ202006S,GAK12,B,2020-05-07T02:36:07,-147.9363,58.2448,2139,18,75.43,10,0.03,0.06,0.09,0.12,0.67,1.00
SKQ202006S,KIP2,B,2020-05-07T17:43:54,-147.9875,60.2788,586,19,2.99,14,0.55,0.42,0.97,0.15,0.43,1.00
SKQ202006S,KIP2,B,2020-05-07T17:42:10,-147.9875,60.2788,586,19,10.34,13,0.30,0.07,0.37,0.18,0.19,1.00
SKQ202006S,KIP2,B,2020-05-07T17:40:08,-147.9875,60.2788,586,19,20.26,12,0.08,0.02,0.10,0.09,0.18,1.00
SKQ202006S,KIP2,B,2020-05-07T17:38:04,-147.9875,60.2788,586,19,30.83,11,0.07,0.01,0.08,0.08,0.17,1.00
SKQ202006S,KIP2,B,2020-05-07T17:36:09,-147.9875,60.2788,586,19,40.58,10,0.04,0.01,0.06,0.08,0.22,1.00
SKQ202006S,KIP2,B,2020-05-07T17:33:53,-147.9875,60.2788,586,19,50.75,9,0.04,0.01,0.05,0.08,0.21,1.00
SKQ202006S,KIP2,B,2020-05-07T17:31:28,-147.9875,60.2788,586,19,75.75,8,0.02,0.01,0.03,0.07,0.28,1.00
SKQ202006S,PWS1,B,2020-05-07T19:41:26,-147.9367,60.3802,347,20,3.44,13,0.86,0.06,0.92,0.17,0.07,1.00
SKQ202006S,PWS1,B,2020-05-07T19:39:31,-147.9367,60.3802,347,20,10.3,12,0.15,0.15,0.30,0.22,0.49,1.00
SKQ202006S,PWS1,B,2020-05-07T19:37:42,-147.9367,60.3802,347,20,19.97,11,0.11,0.07,0.19,0.17,0.39,1.00
SKQ202006S,PWS1,B,2020-05-07T19:36:04,-147.9367,60.3802,347,20,30.41,10,0.07,0.06,0.13,0.17,0.44,1.00
SKQ202006S,PWS1,B,2020-05-07T19:34:11,-147.9367,60.3802,347,20,40.47,9,0.06,0.03,0.08,0.13,0.31,1.00
SKQ202006S,PWS1,B,2020-05-07T19:32:21,-147.9367,60.3802,347,20,50.97,8,0.04,0.03,0.08,0.13,0.44,1.00
SKQ202006S,PWS1,B,2020-05-07T19:30:06,-147.9367,60.3802,347,20,75.38,7,0.02,0.01,0.03,0.08,0.32,1.00
SKQ202006S,PWS2,B,2020-05-07T22:14:20,-147.8023,60.5348,730,21,3.49,14,0.46,0.04,0.50,0.05,0.08,1.00
SKQ202006S,PWS2,B,2020-05-07T22:12:18,-147.8023,60.5348,730,21,10.24,13,0.33,0.16,0.49,0.11,0.33,1.00
SKQ202006S,PWS2,B,2020-05-07T22:10:24,-147.8023,60.5348,730,21,19.93,12,0.16,0.16,0.32,0.12,0.49,1.00
SKQ202006S,PWS2,B,2020-05-07T22:08:47,-147.8023,60.5348,730,21,30.07,11,0.07,0.04,0.11,0.08,0.37,1.00
SKQ202006S,PWS2,B,2020-05-07T22:07:23,-147.8023,60.5348,730,21,40.05,10,0.04,0.02,0.05,0.11,0.31,1.00
SKQ202006S,PWS2,B,2020-05-07T22:05:34,-147.8023,60.5348,730,21,50.44,9,0.03,0.01,0.04,0.08,0.26,1.00
SKQ202006S,PWS2,B,2020-05-07T22:03:08,-147.8023,60.5348,730,21,75.39,8,0.01,0.00,0.02,0.07,0.22,1.00
SKQ202006S,PWS3,B,2020-05-08T01:39:34,-147.6682,60.6675,740,22,2.96,14,1.19,0.06,1.24,0.25,0.05,1.00
SKQ202006S,PWS3,B,2020-05-08T01:37:48,-147.6682,60.6675,740,22,10.24,13,1.07,0.35,1.42,0.39,0.25,1.00
SKQ202006S,PWS3,B,2020-05-08T01:36:13,-147.6682,60.6675,740,22,20.17,12,0.69,0.65,1.34,0.35,0.48,1.00
SKQ202006S,PWS3,B,2020-05-08T01:34:30,-147.6682,60.6675,740,22,30.42,11,0.09,0.07,0.16,0.10,0.45,1.00
SKQ202006S,PWS3,B,2020-05-08T01:32:49,-147.6682,60.6675,740,22,40.41,10,0.06,0.03,0.09,0.07,0.35,1.00
SKQ202006S,PWS3,B,2020-05-08T01:31:09,-147.6682,60.6675,740,22,50.56,9,0.04,0.02,0.06,0.09,0.38,1.00
SKQ202006S,PWS3,B,2020-05-08T01:28:55,-147.6682,60.6675,740,22,75.55,8,0.03,0.01,0.04,0.12,0.29,1.00
SKQ202006S,MS2,B,2020-05-08T21:18:58,-147.8918,59.9428,196,27,3.5,11,0.27,0.05,0.31,0.26,0.14,1.00
SKQ202006S,MS2,B,2020-05-08T21:17:01,-147.8918,59.9428,196,27,10.36,10,0.25,0.05,0.30,0.24,0.16,1.00
SKQ202006S,MS2,B,2020-05-08T21:15:08,-147.8918,59.9428,196,27,20.23,9,0.22,0.04,0.26,0.25,0.16,1.00
SKQ202006S,MS2,B,2020-05-08T21:08:59,-147.8918,59.9428,196,27,50.6,6,0.23,0.03,0.26,0.24,0.11,1.00
SKQ202006S,MS2,B,2020-05-08T21:06:24,-147.8918,59.9428,196,27,75.23,5,0.23,0.02,0.25,0.24,0.09,1.00
SKQ202006S,GAK5,B,2020-05-09T16:32:23,-148.906,59.2623,165,29,3.81,11,1.47,0.62,2.09,1.05,0.30,1.00
SKQ202006S,GAK5,B,2020-05-09T16:30:45,-148.906,59.2623,165,29,9.9,10,1.57,0.63,2.21,0.86,0.29,1.00
SKQ202006S,GAK5,B,2020-05-09T16:28:47,-148.906,59.2623,165,29,21.39,9,1.48,0.60,2.08,0.75,0.29,1.00
SKQ202006S,GAK5,B,2020-05-09T16:26:58,-148.906,59.2623,165,29,28.29,8,1.49,0.56,2.05,0.90,0.27,1.00
SKQ202006S,GAK5,B,2020-05-09T16:25:13,-148.906,59.2623,165,29,39.33,7,1.38,0.68,2.06,0.64,0.33,1.00
SKQ202006S,GAK5,B,2020-05-09T16:22:59,-148.906,59.2623,165,29,50.85,6,0.85,0.47,1.32,0.51,0.36,1.00
SKQ202006S,GAK5,B,2020-05-09T16:20:33,-148.906,59.2623,165,29,76.75,5,0.03,0.06,0.10,0.17,0.66,1.00
SKQ202006S,GAK6,B,2020-05-09T19:42:21,-148.773,59.1165,148,31,4.4,10,0.47,0.06,0.53,0.22,0.12,1.00
SKQ202006S,GAK6,B,2020-05-09T19:40:11,-148.773,59.1165,148,31,10.12,9,0.51,0.06,0.57,0.31,0.11,1.00
SKQ202006S,GAK6,B,2020-05-09T19:38:00,-148.773,59.1165,148,31,19.94,8,0.55,0.10,0.64,0.35,0.15,1.00
SKQ202006S,GAK6,B,2020-05-09T19:36:12,-148.773,59.1165,148,31,30.6,7,0.54,0.12,0.67,0.34,0.18,1.00
SKQ202006S,GAK6,B,2020-05-09T19:34:14,-148.773,59.1165,148,31,39.52,6,0.55,0.08,0.63,0.37,0.13,1.00
SKQ202006S,GAK6,B,2020-05-09T19:32:13,-148.773,59.1165,148,31,51.15,5,0.40,0.07,0.47,0.31,0.14,1.00
SKQ202006S,GAK6,B,2020-05-09T19:29:45,-148.773,59.1165,148,31,76.17,4,0.18,0.03,0.21,0.25,0.12,1.00
SKQ202006S,GAK7,B,2020-05-09T22:32:28,-148.6287,58.9723,241,33,3.2,12,0.76,0.09,0.85,0.21,0.10,1.00
SKQ202006S,GAK7,B,2020-05-09T22:30:30,-148.6287,58.9723,241,33,10.79,11,0.74,0.10,0.83,0.32,0.12,1.00
SKQ202006S,GAK7,B,2020-05-09T22:28:28,-148.6287,58.9723,241,33,20.55,10,0.80,0.10,0.89,0.32,0.11,1.00
SKQ202006S,GAK7,B,2020-05-09T22:26:35,-148.6287,58.9723,241,33,31.32,9,0.72,0.08,0.80,0.38,0.10,1.00
SKQ202006S,GAK7,B,2020-05-09T22:24:53,-148.6287,58.9723,241,33,40.02,8,0.80,0.08,0.89,0.32,0.09,1.00
SKQ202006S,GAK7,B,2020-05-09T22:23:16,-148.6287,58.9723,241,33,49.89,7,0.66,0.07,0.74,0.29,0.10,1.00
SKQ202006S,GAK7,B,2020-05-09T22:21:02,-148.6287,58.9723,241,33,75.72,6,0.54,0.05,0.59,0.32,0.09,1.00
SKQ202006S,GAK7,B,2020-05-09T22:18:41,-148.6287,58.9723,241,33,100.8,5,0.07,0.02,0.09,0.18,0.19,1.00
SKQ202006S,GEO1,B,2020-05-10T02:13:04,-148.6892,59.0127,232,35,3,12,0.52,0.08,0.60,0.16,0.13,1.00
SKQ202006S,GEO1,B,2020-05-10T02:08:24,-148.6892,59.0127,232,35,20.33,10,0.57,0.09,0.66,0.23,0.13,1.00
SKQ202006S,GEO1,B,2020-05-10T02:06:53,-148.6892,59.0127,232,35,30.8,9,0.75,0.09,0.84,0.30,0.10,1.00
SKQ202006S,GEO1,B,2020-05-10T02:05:25,-148.6892,59.0127,232,35,40.35,8,0.76,0.09,0.85,0.28,0.11,1.00
SKQ202006S,GEO1,B,2020-05-10T02:03:57,-148.6892,59.0127,232,35,51.35,7,0.68,0.08,0.77,0.27,0.11,1.00
SKQ202006S,GEO1,B,2020-05-10T02:01:52,-148.6892,59.0127,232,35,76.01,6,0.62,0.09,0.70,0.33,0.12,1.00
SKQ202006S,GAK4,B,2020-05-10T05:44:37,-149.0505,59.41,198,36,3.2,11,1.10,0.13,1.24,0.28,0.11,1.00
SKQ202006S,GAK4,B,2020-05-10T05:42:28,-149.0505,59.41,198,36,10.63,10,0.84,0.43,1.28,0.28,0.34,1.00
SKQ202006S,GAK4,B,2020-05-10T05:40:33,-149.0505,59.41,198,36,20.24,9,1.22,0.53,1.76,0.36,0.30,1.00
SKQ202006S,GAK4,B,2020-05-10T05:38:45,-149.0505,59.41,198,36,31.52,8,1.97,0.26,2.23,0.53,0.12,1.00
SKQ202006S,GAK4,B,2020-05-10T05:36:00,-149.0505,59.41,198,36,40.75,7,1.74,0.34,2.08,0.65,0.16,1.00
SKQ202006S,GAK4,B,2020-05-10T05:33:15,-149.0505,59.41,198,36,50.52,6,1.25,0.27,1.52,0.54,0.18,1.00
SKQ202006S,GAK4,B,2020-05-10T05:31:05,-149.0505,59.41,198,36,75.36,5,0.04,0.02,0.06,0.20,0.37,1.00
SKQ202006S,GAK3,B,2020-05-10T16:51:03,-149.1853,59.5542,210,38,2.86,11,0.32,0.15,0.48,0.20,0.32,1.00
SKQ202006S,GAK3,B,2020-05-10T16:48:42,-149.1853,59.5542,210,38,10.57,10,0.29,0.19,0.48,0.17,0.40,1.00
SKQ202006S,GAK3,B,2020-05-10T16:46:38,-149.1853,59.5542,210,38,20.14,9,0.22,0.37,0.59,0.22,0.62,1.00
SKQ202006S,GAK3,B,2020-05-10T16:45:01,-149.1853,59.5542,210,38,30.41,8,0.48,0.30,0.78,0.34,0.39,1.00
SKQ202006S,GAK3,B,2020-05-10T16:43:27,-149.1853,59.5542,210,38,40.31,7,0.46,0.37,0.83,0.39,0.45,1.00
SKQ202006S,GAK3,B,2020-05-10T16:41:34,-149.1853,59.5542,210,38,50.63,6,0.55,0.46,1.01,0.40,0.45,1.00
SKQ202006S,GAK3,B,2020-05-10T16:39:03,-149.1853,59.5542,210,38,76.27,5,0.04,0.03,0.07,0.15,0.47,1.00
SKQ202006S,GAK2,B,2020-05-10T19:58:42,-149.3287,59.6935,225,40,3.19,12,0.23,0.02,0.25,0.07,0.07,1.00
SKQ202006S,GAK2,B,2020-05-10T19:56:33,-149.3287,59.6935,225,40,10.06,11,0.49,0.18,0.66,0.21,0.27,1.00
SKQ202006S,GAK2,B,2020-05-10T19:54:29,-149.3287,59.6935,225,40,19.89,10,0.87,0.09,0.96,0.41,0.10,1.00
SKQ202006S,GAK2,B,2020-05-10T19:52:43,-149.3287,59.6935,225,40,29.99,9,1.65,0.24,1.89,0.63,0.13,1.00
SKQ202006S,GAK2,B,2020-05-10T19:50:50,-149.3287,59.6935,225,40,40.61,8,1.54,0.25,1.78,0.66,0.14,1.00
SKQ202006S,GAK2,B,2020-05-10T19:49:14,-149.3287,59.6935,225,40,50.68,7,1.95,0.31,2.26,0.76,0.14,1.00
SKQ202006S,GAK2,B,2020-05-10T19:46:56,-149.3287,59.6935,225,40,76.08,6,1.63,0.64,2.26,0.90,0.28,1.00
SKQ202006S,GAK1,B,2020-05-10T22:39:24,-149.4678,59.8445,270,42,2.85,13,0.07,0.03,0.10,0.02,0.29,1.00
SKQ202006S,GAK1,B,2020-05-10T22:37:23,-149.4678,59.8445,270,42,10.02,12,0.13,0.12,0.25,0.09,0.47,1.00
SKQ202006S,GAK1,B,2020-05-10T22:35:05,-149.4678,59.8445,270,42,20.11,11,0.05,0.02,0.06,0.02,0.24,1.00
SKQ202006S,GAK1,B,2020-05-10T22:33:14,-149.4678,59.8445,270,42,30.58,10,0.05,0.01,0.06,0.03,0.19,1.00
SKQ202006S,GAK1,B,2020-05-10T22:31:22,-149.4678,59.8445,270,42,39.59,9,0.11,0.01,0.12,0.08,0.10,1.00
SKQ202006S,GAK1,B,2020-05-10T22:28:55,-149.4678,59.8445,270,42,51,8,0.03,0.01,0.04,0.13,0.27,1.00
SKQ202006S,GAK1,B,2020-05-10T22:26:27,-149.4678,59.8445,270,42,75.5,7,0.02,0.00,0.02,0.10,0.13,1.00
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
