Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
TGX201909,MID2,B,2019-09-14T19:55:13,-145.6488,60.1017,118,18,35.7,2,0.01,E,1.03,0.68,114.10,9.64,1.43,4.72,1
TGX201909,MID2,B,2019-09-14T20:00:33,-145.6488,60.1017,118,18,4.73,10,0.5,U,0.37,0.15,109.17,0.00,1.08,26.03,1
TGX201909,MID5,B,2019-09-15T18:06:26,-146.1008,59.652,92,28,2.01,6,1,E,0.37,0.11,140.94,11.17,2.06,14.55,1
TGX201909,MID5,B,2019-09-15T18:05:02,-146.1008,59.652,92,28,5.24,5,0.5,E,0.41,0.08,132.78,11.12,1.84,10.63,1
TGX201909,MID5,B,2019-09-15T18:03:36,-146.1008,59.652,92,28,8.11,4,0.3,E,0.88,0.16,146.09,10.71,1.66,9.30,1
TGX201909,MID5,B,2019-09-15T18:02:36,-146.1008,59.652,92,28,14.86,3,0.1,E,3.11,0.44,263.51,10.13,1.97,27.50,1
TGX201909,MID5,B,2019-09-15T18:01:43,-146.1008,59.652,92,28,19.63,2,0.05,E,2.91,0.75,176.37,9.78,1.48,8.51,1
TGX201909,MID5,B,2019-09-15T18:00:38,-146.1008,59.652,92,28,31.01,1,0.01,E,0.35,0.21,47.73,9.54,1.13,0.28,1
TGX201909,MID5,B,2019-09-15T18:05:02,-146.1008,59.652,92,28,5.24,5,0.5,U,0.41,0.08,137.05,0.00,1.08,1.93,1
TGX201909,GAK1,B,2019-09-16T18:44:49,-149.4802,59.848,268,36,2.52,12,1,E,0.74,0.31,193.97,11.55,3.89,55.76,1
TGX201909,GAK1,B,2019-09-16T18:43:14,-149.4802,59.848,268,36,3.68,11,0.5,E,0.69,0.41,174.71,11.55,3.96,51.34,1
TGX201909,GAK1,B,2019-09-16T18:42:08,-149.4802,59.848,268,36,8.29,10,0.3,E,0.63,0.40,161.46,11.45,3.37,38.09,1
TGX201909,GAK1,B,2019-09-16T18:40:23,-149.4802,59.848,268,36,14.54,7,0.1,E,0.49,0.28,130.21,11.30,2.93,25.21,1
TGX201909,GAK1,B,2019-09-16T18:39:27,-149.4802,59.848,268,36,18.94,6,0.05,E,0.41,0.26,77.78,10.92,1.79,5.99,1
TGX201909,GAK1,B,2019-09-16T18:37:24,-149.4802,59.848,268,36,30.97,2,0.01,E,0.19,0.12,42.02,10.01,1.16,0.39,1
TGX201909,GAK1,B,2019-09-16T18:43:14,-149.4802,59.848,268,36,3.68,11,0.5,U,0.69,0.41,123.71,0.00,1.08,0.71,1
TGX201909,GAK5,B,2019-09-17T18:52:32,-148.9342,59.2437,168,46,2.62,14,1,E,1.96,0.44,321.09,9.87,3.71,97.26,1
TGX201909,GAK5,B,2019-09-17T18:51:02,-148.9342,59.2437,168,46,4.04,11,0.5,E,1.99,0.48,330.55,9.87,3.89,106.88,1
TGX201909,GAK5,B,2019-09-17T18:50:15,-148.9342,59.2437,168,46,6.93,10,0.3,E,2.01,0.52,325.67,9.87,3.21,80.06,1
TGX201909,GAK5,B,2019-09-17T18:48:31,-148.9342,59.2437,168,46,13.85,7,0.1,E,2.13,0.63,245.05,9.85,2.66,44.74,1
TGX201909,GAK5,B,2019-09-17T18:47:47,-148.9342,59.2437,168,46,17.7,6,0.05,E,2.10,0.36,171.89,9.84,1.81,14.47,1
TGX201909,GAK5,B,2019-09-17T18:45:59,-148.9342,59.2437,168,46,27.5,3,0.01,E,1.35,0.43,119.64,9.77,1.21,1.84,1
TGX201909,GAK5,B,2019-09-17T18:51:02,-148.9342,59.2437,168,46,4.04,11,0.5,U,1.99,0.48,211.74,0.00,1.08,1.89,1
TGX201909,GAK9,B,2019-09-19T18:04:58,-148.349,58.6778,280,57,2.77,13,1,E,1.01,0.36,205.71,9.57,3.26,54.13,1
TGX201909,GAK9,B,2019-09-19T18:03:34,-148.349,58.6778,280,57,4.02,12,0.5,E,1.03,0.37,184.65,9.56,3.08,44.54,1
TGX201909,GAK9,B,2019-09-19T18:02:46,-148.349,58.6778,280,57,8.25,11,0.3,E,0.99,0.43,209.78,9.56,2.45,34.66,1
TGX201909,GAK9,B,2019-09-19T18:01:00,-148.349,58.6778,280,57,14.7,8,0.1,E,0.97,0.45,170.14,9.57,2.32,25.53,1
TGX201909,GAK9,B,2019-09-19T17:59:06,-148.349,58.6778,280,57,21.42,5,0.05,E,0.96,0.47,136.07,9.57,1.43,5.83,1
TGX201909,GAK9,B,2019-09-19T17:56:41,-148.349,58.6778,280,57,30.74,3,0.01,E,0.65,0.32,70.13,9.50,1.19,0.92,1
TGX201909,GAK9,B,2019-09-19T18:03:34,-148.349,58.6778,280,57,4.02,12,0.5,U,1.03,0.37,161.00,0.00,1.08,1.71,1
TGX201909,KOD5,B,2019-09-22T17:23:46,-150.7582,57.7832,87,65,2.21,14,1,E,1.28,0.72,200.48,9.80,3.62,59.40,1
TGX201909,KOD5,B,2019-09-22T17:22:17,-150.7582,57.7832,87,65,5.7,12,0.5,E,1.53,0.57,212.37,9.80,3.26,54.05,1
TGX201909,KOD5,B,2019-09-22T17:21:14,-150.7582,57.7832,87,65,8.03,10,0.3,E,1.43,0.61,214.64,9.80,2.85,44.21,1
TGX201909,KOD5,B,2019-09-22T17:19:32,-150.7582,57.7832,87,65,14.3,8,0.1,E,1.09,0.60,167.60,9.79,2.62,30.06,1
TGX201909,KOD5,B,2019-09-22T17:18:45,-150.7582,57.7832,87,65,20.32,6,0.05,E,0.82,0.59,117.80,9.75,1.68,8.24,1
TGX201909,KOD5,B,2019-09-22T17:17:08,-150.7582,57.7832,87,65,30.01,4,0.01,E,0.43,0.32,77.12,9.65,1.18,0.92,1
TGX201909,KOD5,B,2019-09-22T17:22:17,-150.7582,57.7832,87,65,5.7,12,0.5,U,1.53,0.57,206.11,0.00,1.08,1.55,1
