Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202010S,TSG,2020-09-01T16:55:00Z,-149.3589,60.0251,293.22,14.1635,3.2473,26.228,1493.739,10.522,13.9259,0.33,3.48,2.49
SKQ202010S,TSG,2020-09-01T16:56:00Z,-149.3589,60.0251,294.04,14.1658,3.2457,26.2121,1493.728,10.518,13.9223,0.33,3.49,2.5
SKQ202010S,TSG,2020-09-01T16:57:00Z,-149.3589,60.0251,292.92,14.1634,3.2478,26.2322,1493.744,10.515,13.9228,0.33,3.47,2.49
SKQ202010S,TSG,2020-09-01T16:58:00Z,-149.3589,60.0251,293.28,14.1633,3.2418,26.1789,1493.681,10.514,13.9245,0.33,3.48,2.51
SKQ202010S,TSG,2020-09-01T16:59:00Z,-149.3589,60.0251,292.26,14.1644,3.2398,26.1605,1493.664,10.513,13.9167,0.33,3.49,2.5
SKQ202010S,TSG,2020-09-01T17:00:00Z,-149.3589,60.0251,291.43,14.1593,3.2273,26.0523,1493.52,10.514,13.9243,0.33,3.49,2.5
SKQ202010S,TSG,2020-09-01T17:01:00Z,-149.3589,60.0251,291.23,14.163,3.2535,26.2837,1493.803,10.523,13.92,0.33,3.47,2.47
SKQ202010S,TSG,2020-09-01T17:02:00Z,-149.3589,60.0251,291.45,14.1627,3.2565,26.311,1493.834,10.532,13.9109,0.33,3.49,2.47
SKQ202010S,TSG,2020-09-01T17:03:00Z,-149.3589,60.0251,291.78,14.1525,3.2475,26.2373,1493.714,10.54,13.9102,0.33,3.51,2.47
SKQ202010S,TSG,2020-09-01T17:04:00Z,-149.3589,60.0251,291.77,14.1535,3.2499,26.2577,1493.741,10.546,13.9143,0.33,3.48,2.48
SKQ202010S,TSG,2020-09-01T17:05:00Z,-149.3589,60.0251,291.4,14.1535,3.2454,26.2182,1493.695,10.552,13.9176,0.33,3.48,2.49
SKQ202010S,TSG,2020-09-01T17:06:00Z,-149.3589,60.0251,292.08,14.1592,3.2492,26.2482,1493.749,10.551,13.9151,0.33,3.49,2.49
SKQ202010S,TSG,2020-09-01T17:07:00Z,-149.3589,60.0251,291.99,14.1557,3.2332,26.1072,1493.572,10.552,13.9193,0.33,3.47,2.5
SKQ202010S,TSG,2020-09-01T17:08:00Z,-149.3589,60.0251,291.66,14.1599,3.2328,26.1008,1493.579,10.553,13.9184,0.33,3.48,2.51
SKQ202010S,TSG,2020-09-01T17:09:00Z,-149.3589,60.0251,291.33,14.159,3.2316,26.0913,1493.565,10.556,13.9194,0.33,3.49,2.51
SKQ202010S,TSG,2020-09-01T17:10:00Z,-149.3589,60.0251,292.05,14.1603,3.2308,26.083,1493.56,10.559,13.9197,0.33,3.49,2.5
SKQ202010S,TSG,2020-09-01T17:11:00Z,-149.3589,60.0251,292.92,14.1603,3.2324,26.0976,1493.576,10.563,13.9203,0.33,3.47,2.49
SKQ202010S,TSG,2020-09-01T17:12:00Z,-149.3589,60.0251,292.58,14.1612,3.2355,26.124,1493.61,10.567,13.9245,0.33,3.48,2.5
SKQ202010S,TSG,2020-09-01T17:13:00Z,-149.3589,60.0251,292.04,14.1647,3.2411,26.172,1493.678,10.571,13.9248,0.33,3.5,2.5
SKQ202010S,TSG,2020-09-01T17:14:00Z,-149.3589,60.0251,291.25,14.1657,3.2461,26.2157,1493.732,10.575,13.9301,0.33,3.48,2.49
SKQ202010S,TSG,2020-09-01T17:15:00Z,-149.3589,60.0251,291.41,14.1703,3.251,26.2562,1493.795,10.579,13.927,0.33,3.51,2.49
SKQ202010S,TSG,2020-09-01T17:16:00Z,-149.3589,60.0251,291.55,14.1667,3.247,26.2232,1493.744,10.572,13.9263,0.32,3.37,2.5
SKQ202010S,TSG,2020-09-01T17:17:00Z,-149.3589,60.0251,291.32,14.1663,3.2352,26.1178,1493.62,10.568,13.9351,0.32,3.41,2.5
SKQ202010S,TSG,2020-09-01T17:18:00Z,-149.3589,60.0251,292.67,14.175,3.2512,26.2548,1493.809,10.566,13.935,0.32,3.44,2.52
SKQ202010S,TSG,2020-09-01T17:19:00Z,-149.3587,60.025,292.01,14.1761,3.2522,26.2636,1493.823,10.566,13.9363,0.33,3.48,2.51
SKQ202010S,TSG,2020-09-01T17:20:00Z,-149.3585,60.0249,291.6,14.1776,3.2444,26.1922,1493.745,10.568,13.9364,0.32,3.42,2.53
SKQ202010S,TSG,2020-09-01T17:21:00Z,-149.3582,60.0246,292.89,14.1777,3.2204,25.9787,1493.496,10.562,13.933,0.32,3.41,2.54
SKQ202010S,TSG,2020-09-01T17:22:00Z,-149.3579,60.0244,292.81,14.1751,3.2169,25.949,1493.452,10.556,13.9333,0.32,3.43,2.55
SKQ202010S,TSG,2020-09-01T17:23:00Z,-149.3577,60.0239,292.77,14.1739,3.2171,25.9518,1493.452,10.552,13.9412,0.32,3.42,2.56
SKQ202010S,TSG,2020-09-01T17:24:00Z,-149.3572,60.023,292.85,14.1815,3.2171,25.9464,1493.471,10.548,13.9512,0.33,3.47,2.56
SKQ202010S,TSG,2020-09-01T17:25:00Z,-149.3569,60.0214,293.07,14.196,3.2176,25.9411,1493.512,10.546,13.955,0.33,3.45,2.57
SKQ202010S,TSG,2020-09-01T17:26:00Z,-149.3565,60.0194,291.81,14.203,3.218,25.9397,1493.534,10.553,13.9482,0.33,3.44,2.59
SKQ202010S,TSG,2020-09-01T17:27:00Z,-149.3562,60.0171,291.64,14.1976,3.2172,25.9368,1493.513,10.558,13.9603,0.33,3.44,2.6
SKQ202010S,TSG,2020-09-01T17:28:00Z,-149.3558,60.0147,291.47,14.2063,3.2178,25.9356,1493.54,10.562,13.9382,0.33,3.46,2.61
SKQ202010S,TSG,2020-09-01T17:29:00Z,-149.3554,60.0122,291.27,14.1904,3.2151,25.9223,1493.472,10.563,13.9248,0.32,3.4,2.59
SKQ202010S,TSG,2020-09-01T17:30:00Z,-149.355,60.0096,290.86,14.1709,3.212,25.9081,1493.391,10.563,13.9155,0.32,3.46,2.61
SKQ202010S,TSG,2020-09-01T17:31:00Z,-149.3547,60.0071,290.83,14.1612,3.2071,25.8705,1493.315,10.561,13.9183,0.32,3.46,2.64
SKQ202010S,TSG,2020-09-01T17:32:00Z,-149.3543,60.0045,292.05,14.1614,3.2034,25.8382,1493.277,10.56,13.9278,0.32,3.4,2.66
SKQ202010S,TSG,2020-09-01T17:33:00Z,-149.354,60.0019,292.39,14.1691,3.198,25.7842,1493.24,10.559,13.9319,0.33,3.5,2.65
SKQ202010S,TSG,2020-09-01T17:34:00Z,-149.3537,59.9994,292.21,14.1682,3.1955,25.7624,1493.212,10.559,13.9257,0.39,4.05,2.66
SKQ202010S,TSG,2020-09-01T17:35:00Z,-149.3533,59.9968,293.75,14.1595,3.1892,25.7125,1493.124,10.559,13.9231,0.38,4.08,2.66
SKQ202010S,TSG,2020-09-01T17:36:00Z,-149.353,59.9941,293.22,14.1546,3.1838,25.6677,1493.056,10.558,13.9442,0.38,4.08,2.68
SKQ202010S,TSG,2020-09-01T17:37:00Z,-149.3527,59.9915,294.43,14.1735,3.1916,25.7245,1493.185,10.557,13.9393,0.38,4.08,2.7
SKQ202010S,TSG,2020-09-01T17:38:00Z,-149.3523,59.9889,295.75,14.171,3.1883,25.6972,1493.145,10.553,13.9272,0.38,4.07,2.69
SKQ202010S,TSG,2020-09-01T17:39:00Z,-149.3519,59.9862,296.11,14.1609,3.1806,25.635,1493.039,10.549,13.933,0.38,4.02,2.7
SKQ202010S,TSG,2020-09-01T17:40:00Z,-149.3515,59.9836,296.0,14.1638,3.1772,25.6028,1493.011,10.543,13.9181,0.38,4.05,2.72
SKQ202010S,TSG,2020-09-01T17:41:00Z,-149.3511,59.9809,293.96,14.1531,3.168,25.5281,1492.888,10.541,13.9207,0.38,4.06,2.73
SKQ202010S,TSG,2020-09-01T17:42:00Z,-149.3507,59.9783,288.96,14.1518,3.2042,25.8518,1493.261,10.54,13.9239,0.38,4.04,2.68
SKQ202010S,TSG,2020-09-01T17:43:00Z,-149.3503,59.9757,276.94,14.1568,3.1972,25.7856,1493.201,10.54,13.9201,0.38,4.07,2.73
SKQ202010S,TSG,2020-09-01T17:44:00Z,-149.35,59.9731,263.19,14.1533,3.1749,25.5897,1492.96,10.541,13.8891,0.38,4.07,2.74
SKQ202010S,TSG,2020-09-01T17:45:00Z,-149.3508,59.9705,248.02,14.1261,3.168,25.5453,1492.819,10.543,13.8555,0.38,4.07,2.66
SKQ202010S,TSG,2020-09-01T17:46:00Z,-149.3526,59.9681,222.85,14.0944,3.1636,25.5271,1492.692,10.546,13.874,0.38,4.1,2.65
SKQ202010S,TSG,2020-09-01T17:47:00Z,-149.3547,59.9657,200.08,14.1069,3.1734,25.6064,1492.826,10.546,13.867,0.39,4.03,2.58
SKQ202010S,TSG,2020-09-01T17:48:00Z,-149.3568,59.9633,194.76,14.1003,3.1734,25.6108,1492.809,10.542,13.8983,0.38,4.06,2.59
SKQ202010S,TSG,2020-09-01T17:49:00Z,-149.359,59.9609,199.85,14.1271,3.1908,25.7481,1493.059,10.535,13.9116,0.38,4.05,2.76
SKQ202010S,TSG,2020-09-01T17:50:00Z,-149.3611,59.9585,209.03,14.1422,3.1925,25.7534,1493.115,10.525,13.8739,0.38,4.05,2.91
SKQ202010S,TSG,2020-09-01T17:51:00Z,-149.3633,59.956,217.34,14.1134,3.1765,25.6303,1492.875,10.535,13.8202,0.39,4.08,2.87
SKQ202010S,TSG,2020-09-01T17:52:00Z,-149.3654,59.9536,223.46,14.0607,3.1553,25.4754,1492.519,10.542,13.8183,0.38,4.09,2.89
SKQ202010S,TSG,2020-09-01T17:53:00Z,-149.3675,59.9513,227.86,14.0561,3.1585,25.5073,1492.541,10.547,13.8347,0.38,4.06,2.82
SKQ202010S,TSG,2020-09-01T17:54:00Z,-149.3696,59.949,230.17,14.0661,3.1622,25.5338,1492.605,10.549,13.9169,0.39,4.07,2.71
SKQ202010S,TSG,2020-09-01T17:55:00Z,-149.3717,59.9467,231.36,14.1371,3.1963,25.7903,1493.141,10.548,13.953,0.39,4.08,2.72
SKQ202010S,TSG,2020-09-01T17:56:00Z,-149.3737,59.9444,233.64,14.1773,3.2144,25.9249,1493.431,10.546,13.9514,0.38,4.05,2.8
SKQ202010S,TSG,2020-09-01T17:57:00Z,-149.3755,59.9422,236.3,14.1808,3.2216,25.9866,1493.515,10.544,13.9376,0.38,4.01,2.85
SKQ202010S,TSG,2020-09-01T17:58:00Z,-149.377,59.9402,238.21,14.169,3.2065,25.8601,1493.328,10.543,13.9223,0.38,4.04,2.78
SKQ202010S,TSG,2020-09-01T17:59:00Z,-149.3787,59.9385,238.14,14.1539,3.2051,25.8578,1493.275,10.541,13.8903,0.38,4.06,2.64
SKQ202010S,TSG,2020-09-01T18:00:00Z,-149.3801,59.937,234.29,14.1265,3.2019,25.8481,1493.173,10.54,13.7812,0.38,4.01,2.52
SKQ202010S,TSG,2020-09-01T18:01:00Z,-149.3813,59.9353,230.51,14.0296,3.1935,25.8372,1492.838,10.539,13.7551,0.38,4.05,2.43
SKQ202010S,TSG,2020-09-01T18:02:00Z,-149.3831,59.9335,226.73,13.996,3.1853,25.7869,1492.667,10.537,13.7414,0.38,4.03,2.42
SKQ202010S,TSG,2020-09-01T18:03:00Z,-149.385,59.9315,222.11,13.9804,3.183,25.7768,1492.603,10.535,13.7556,0.38,4.02,2.41
SKQ202010S,TSG,2020-09-01T18:04:00Z,-149.3869,59.9294,218.03,13.9886,3.1983,25.9082,1492.784,10.532,13.8075,0.38,4.02,2.42
SKQ202010S,TSG,2020-09-01T18:05:00Z,-149.3888,59.9274,218.26,14.0332,3.2316,26.1764,1493.246,10.529,13.8325,0.38,4.03,2.44
SKQ202010S,TSG,2020-09-01T18:06:00Z,-149.3907,59.9254,219.67,14.061,3.2402,26.2339,1493.406,10.524,13.8487,0.38,4.05,2.45
SKQ202010S,TSG,2020-09-01T18:07:00Z,-149.3926,59.9234,223.35,14.0747,3.2601,26.4031,1493.649,10.518,13.9099,0.38,4.06,2.46
SKQ202010S,TSG,2020-09-01T18:08:00Z,-149.3946,59.9214,229.82,14.1304,3.2878,26.6128,1494.079,10.513,14.002,0.38,4.04,2.48
SKQ202010S,TSG,2020-09-01T18:09:00Z,-149.3966,59.9192,234.09,14.2171,3.3334,26.9612,1494.773,10.509,14.0015,0.39,4.08,2.61
SKQ202010S,TSG,2020-09-01T18:10:00Z,-149.3986,59.917,239.56,14.2268,3.3392,27.0061,1494.857,10.505,14.0114,0.38,4.06,2.64
