Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201909,MID5,B,2019-09-15T02:47:59,-146.1018,59.6493,92,25,10.18,7,14.2119,14.2095,3.5343,3.5337,2.5216,0,0.0569,0.7088,4.3754,1.1428,4.937,2.6783,0.0597,0.3005,92.7642,256.121,43.1,98.74,5.1706,1.1428,28.7669,28.7635,21.3336,21.3315
TGX201909,MID5,B,2019-09-15T02:49:41,-146.1018,59.6493,92,25,2.54,8,14.7097,14.7073,3.4122,3.4127,2.5342,0,0.055,0.6613,4.3905,1.1422,4.9369,3.313,0.0551,0.2867,93.0839,257.103,209.0,98.74,4.7848,1.1422,27.318,27.324,20.118,20.1231
TGX201909,MID6,B,2019-09-15T04:36:39,-146.2568,59.5053,37,27,37.67,1,7.8462,7.8455,3.3478,3.3482,2.2187,0,0.0614,2.039,4.4961,1.0768,0.129,0.0098,0.0709,0.1915,95.3249,247.204,0.0,2.58,15.9587,1.0768,32.2009,32.2061,25.0982,25.1024
TGX201909,MID6,B,2019-09-15T04:37:39,-146.2568,59.5053,37,27,30.34,2,8.5031,8.4666,3.3815,3.3804,2.2693,0,0.0611,1.8947,4.5008,1.0756,0.5004,0.0098,0.0704,0.1874,95.4226,249.988,0.0,10.01,14.7878,1.0757,31.9603,31.9825,24.8139,24.8367
TGX201909,MID6,B,2019-09-15T04:38:28,-146.2568,59.5053,37,27,18.99,3,10.0731,10.0867,3.4595,3.4606,2.4212,0,0.1231,1.408,4.3204,1.0743,1.0458,0.0098,0.2253,0.3511,91.5969,263.018,0.0,20.92,10.841,1.0743,31.3755,31.3752,24.1112,24.1087
TGX201909,MID6,B,2019-09-15T04:39:19,-146.2568,59.5053,37,27,10.0,4,14.1828,14.2187,3.563,3.5532,2.5643,0,0.0595,0.6972,4.3583,1.0749,1.4605,0.1999,0.0662,0.3161,92.4012,261.168,0.0509,29.21,5.076,1.0749,29.0482,28.9332,21.5562,21.4604
TGX201909,MID6,B,2019-09-15T04:40:46,-146.2568,59.5053,37,27,2.38,5,14.3876,14.3875,3.3347,3.3363,2.4854,0,0.0506,0.6399,4.379,1.1433,1.7796,1.0341,0.0439,0.2972,92.8397,253.038,0.891,35.59,4.6112,1.1433,26.8531,26.8681,19.8251,19.8366
TGX201909,MID5,B,2019-09-15T18:00:38,-146.1008,59.652,92,28,31.01,1,7.8922,7.9007,3.3365,3.3374,2.1484,0,0.0474,2.1847,4.4593,1.1432,4.9182,1.1894,0.0361,0.2244,94.5439,236.689,1.31,98.36,17.1401,1.1432,32.0416,32.0433,24.9666,24.9667
TGX201909,MID5,B,2019-09-15T18:01:43,-146.1008,59.652,92,28,19.63,2,10.2804,10.2866,3.4618,3.4641,2.4349,0,0.1554,1.3564,4.2787,1.0761,4.9204,1.8073,0.306,0.3899,90.7129,263.592,5.72,98.41,10.4221,1.0761,31.2198,31.237,23.9556,23.968
TGX201909,MID5,B,2019-09-15T18:02:36,-146.1008,59.652,92,28,14.86,3,12.3362,12.208,3.5148,3.5123,2.6168,0,0.2094,0.8842,4.1076,1.344,4.9181,2.2523,0.4409,0.5532,87.0842,276.532,16.1,98.36,6.5929,1.344,30.0323,30.1115,22.6725,22.7575
TGX201909,MID5,B,2019-09-15T18:03:36,-146.1008,59.652,92,28,8.11,4,13.8794,13.893,3.4523,3.4499,2.6468,0,0.0885,0.6811,4.322,1.0763,4.9191,2.6598,0.1389,0.3496,91.6317,275.113,41.3,98.38,4.9455,1.0763,28.2716,28.2396,21.018,20.9906
TGX201909,MID5,B,2019-09-15T18:05:02,-146.1008,59.652,92,28,5.24,5,14.2825,14.284,3.3572,3.3566,2.5243,0,0.0598,0.6559,4.3684,1.076,4.9215,2.8691,0.0669,0.3068,92.6157,258.777,66.9,98.43,4.741,1.0761,27.1262,27.1198,20.0561,20.0509
TGX201909,MID5,B,2019-09-15T18:06:26,-146.1008,59.652,92,28,2.01,6,14.3101,14.3094,3.344,3.3444,2.5158,0,0.0531,0.6153,4.3757,1.0751,4.9215,3.41,0.0503,0.3002,92.77,257.582,250.0,98.43,4.4126,1.0752,26.9907,26.9947,19.9463,19.9496
TGX201909,MID5,B,2019-09-15T18:41:03,-146.1133,59.6578,92,29,88.93,1,6.9655,6.9648,3.2895,3.2899,2.0549,0,0.0389,2.4939,4.215,1.0755,0.2373,0.0098,0.0146,0.4499,89.3622,229.939,0.0,4.75,19.6476,1.0755,32.3689,32.3738,25.3512,25.3552
TGX201909,MID5,B,2019-09-15T18:42:40,-146.1133,59.6578,92,29,75.84,2,7.0466,7.0459,3.2927,3.293,2.0684,0,0.0389,2.5463,4.3161,1.0752,0.9088,0.0646,0.0147,0.3551,91.506,231.037,0.0125,18.18,20.0728,1.0752,32.3332,32.3378,25.3123,25.316
TGX201909,MID5,B,2019-09-15T18:43:57,-146.1133,59.6578,92,29,49.59,3,7.3276,7.3314,3.3063,3.3069,2.1079,0,0.0398,2.3727,4.3269,1.0745,2.1869,0.773,0.0169,0.3451,91.7348,234.498,0.444,43.74,18.6642,1.0745,32.231,32.2342,25.1941,25.196
TGX201909,MID5,B,2019-09-15T18:44:53,-146.1133,59.6578,92,29,40.2,4,7.7659,7.7655,3.3304,3.3307,2.1413,0,0.0424,2.2234,4.4726,1.0744,3.2775,1.1238,0.0236,0.2126,94.8239,236.737,1.11,65.55,17.4541,1.0744,32.088,32.0924,25.0209,25.0244
TGX201909,MID5,B,2019-09-15T18:45:00,-146.1133,59.6578,92,29,39.99,5,7.7671,7.7663,3.3304,3.3308,2.1432,0,0.044,2.2616,4.4701,1.1403,4.5997,1.1358,0.0274,0.2148,94.7727,237.181,1.14,92.0,17.7637,1.1403,32.0877,32.0923,25.0204,25.0242
TGX201909,MID5,B,2019-09-15T18:45:54,-146.1133,59.6578,92,29,29.99,6,8.0536,8.0543,3.3456,3.346,2.172,0,0.0551,2.1477,4.4694,1.0763,4.3822,1.527,0.0553,0.2154,94.7574,239.494,2.95,87.64,16.84,1.0763,31.9906,31.9946,24.9035,24.9065
TGX201909,MID5,B,2019-09-15T18:45:57,-146.1133,59.6578,92,29,30.39,7,8.0521,8.0524,3.3455,3.3459,2.1721,0,0.0504,2.1421,4.4737,1.0763,4.931,1.5029,0.0434,0.2116,94.8477,239.339,2.79,98.62,16.7943,1.0763,31.9913,31.9954,24.9043,24.9074
TGX201909,MID5,B,2019-09-15T18:47:03,-146.1133,59.6578,92,29,20.1,8,9.7662,9.8349,3.4529,3.4586,2.3699,0,0.0907,1.583,4.4423,1.1126,4.9314,1.9855,0.1442,0.2397,94.1824,256.572,8.66,98.63,12.2599,1.1127,31.5756,31.5736,24.3172,24.3046
TGX201909,MID5,B,2019-09-15T18:47:04,-146.1133,59.6578,92,29,20.0,9,9.7964,9.887,3.4551,3.4629,2.3688,0,0.0909,1.5446,4.445,1.0754,4.9314,1.9961,0.1449,0.2373,94.2395,256.415,8.88,98.63,11.9482,1.0754,31.5715,31.5714,24.3092,24.2944
TGX201909,MID5,B,2019-09-15T18:48:01,-146.1133,59.6578,92,29,9.84,10,13.7049,13.6783,3.5194,3.5183,2.6914,0,0.104,0.6605,4.2854,1.0762,4.9307,2.7257,0.1775,0.3836,90.8555,280.095,48.0,98.61,4.779,1.0763,29.012,29.0221,21.6232,21.6363
TGX201909,MID5,B,2019-09-15T18:48:03,-146.1133,59.6578,92,29,9.93,11,13.6978,13.6798,3.5211,3.5198,2.6912,0,0.1009,0.6626,4.2769,1.0761,4.9307,2.7139,0.1698,0.3916,90.6748,279.988,46.7,98.61,4.7959,1.0762,29.033,29.0348,21.6408,21.6457
TGX201909,MID5,B,2019-09-15T18:48:05,-146.1133,59.6578,92,29,10.03,12,13.694,13.689,3.5221,3.5217,2.6933,0,0.0981,0.7041,4.2675,1.0775,4.9308,2.7174,0.1626,0.4004,90.4761,280.58,47.1,98.62,5.1322,1.0775,29.0448,29.0457,21.6507,21.6524
TGX201909,MID5,B,2019-09-15T18:50:05,-146.1133,59.6578,92,29,2.46,13,14.308,14.3087,3.3487,3.3487,2.5176,0,0.0557,0.6463,4.3798,1.0748,4.9308,3.2361,0.0567,0.2965,92.8561,257.742,156.0,98.62,4.6638,1.0748,27.0332,27.0327,19.9794,19.9789
TGX201909,MID5,B,2019-09-15T18:50:06,-146.1133,59.6578,92,29,2.57,14,14.3105,14.3093,3.3479,3.3485,2.5181,0,0.055,0.6365,4.3822,1.0748,4.9308,3.227,0.055,0.2943,92.9068,257.897,153.0,98.62,4.5843,1.0748,27.0242,27.0311,19.9721,19.9776
TGX201909,MID5,B,2019-09-15T18:50:08,-146.1133,59.6578,92,29,2.58,15,14.3096,14.31,3.3482,3.3482,2.5179,0,0.0534,0.6033,4.3786,1.0748,4.9308,3.2208,0.0511,0.2976,92.8308,257.725,151.0,98.62,4.3148,1.0748,27.0283,27.0278,19.9754,19.975
TGX201909,MID7,B,2019-09-15T21:38:30,-146.288,59.378,73,31,71.75,1,7.0088,7.0082,3.2923,3.2927,2.0371,0,0.0427,2.5798,4.4859,1.0761,0.1207,0.0151,0.0242,0.2007,95.1061,226.443,0.0012,2.41,20.3446,1.0761,32.3669,32.3715,25.3439,25.3476
TGX201909,MID7,B,2019-09-15T21:39:34,-146.288,59.378,73,31,51.3,2,7.0002,7.0007,3.2903,3.2907,2.0438,0,0.0421,2.5077,4.4924,1.075,1.134,0.49,0.0227,0.1949,95.2446,226.877,0.187,22.68,19.7593,1.075,32.3627,32.3666,25.3417,25.3448
TGX201909,MID7,B,2019-09-15T21:40:26,-146.288,59.378,73,31,40.94,3,7.0562,7.0569,3.2924,3.2929,2.0614,0,0.0451,2.4299,4.5025,1.1253,1.5833,0.8369,0.0302,0.1859,95.4596,228.663,0.529,31.67,19.1286,1.1253,32.3383,32.3423,25.3151,25.3181
TGX201909,MID7,B,2019-09-15T21:41:28,-146.288,59.378,73,31,30.58,4,7.8197,7.8156,3.3442,3.3443,2.2094,0,0.073,2.0784,4.5017,1.0755,4.9308,1.2515,0.0999,0.1866,95.4422,246.026,1.52,98.62,16.2784,1.0756,32.1907,32.1958,25.0939,25.0986
TGX201909,MID7,B,2019-09-15T21:42:38,-146.288,59.378,73,31,21.34,5,9.97,9.9361,3.4978,3.4956,2.4957,0,0.1066,1.2871,4.3836,1.0868,4.2059,1.73,0.1841,0.293,92.9375,272.575,4.77,84.12,9.8609,1.0868,31.8511,31.8589,24.499,24.5107
TGX201909,MID7,B,2019-09-15T21:42:45,-146.288,59.378,73,31,14.34,6,10.777,10.7338,3.5487,3.5475,2.526,0,0.1239,1.1702,4.3149,1.1881,4.9309,2.198,0.2272,0.3562,91.4806,274.532,14.4,98.62,8.9123,1.1881,31.6591,31.6837,24.2138,24.2403
TGX201909,MID7,B,2019-09-15T21:44:06,-146.288,59.378,73,31,11.27,7,13.5668,13.5703,3.698,3.6987,2.655,0,0.1065,0.6924,4.21,1.0761,3.0856,2.389,0.1838,0.4546,89.2576,272.54,22.1,61.71,5.0374,1.0761,30.762,30.7658,23.0013,23.0035
TGX201909,MID7,B,2019-09-15T21:45:34,-146.288,59.378,73,31,2.08,8,13.8268,13.8268,3.593,3.5935,2.5693,0,0.0796,0.5962,4.2839,1.1444,4.0606,3.3998,0.1166,0.385,90.8236,262.468,227.0,81.21,4.2573,1.1444,29.595,29.5993,22.0489,22.0523
TGX201909,MID8,B,2019-09-15T23:52:17,-146.2088,59.2312,533,33,521.61,1,4.119,4.1178,3.2102,3.2105,0.669,0,0.0347,4.1403,4.5148,1.1391,0.2237,0.0098,0.0043,0.175,95.7197,27.615,0.0,4.47,33.0002,1.1391,34.0613,34.0657,27.0272,27.0308
TGX201909,MID8,B,2019-09-15T23:53:38,-146.2088,59.2312,533,33,505.02,2,4.1284,4.128,3.2101,3.2104,0.6702,0,0.0342,4.14,4.5921,1.1447,1.1346,0.0098,0.003,0.1071,97.3588,27.745,0.0,22.69,32.9977,1.1447,34.0591,34.0633,27.0244,27.0278
TGX201909,MID8,B,2019-09-15T23:59:55,-146.2088,59.2312,533,33,252.0,3,5.4594,5.4578,3.2986,3.2989,1.043,0,0.0352,4.1411,4.6205,1.1429,4.9388,0.0061,0.0055,0.0824,97.9606,84.117,0.0,98.78,33.0062,1.1429,33.8565,33.8608,26.7152,26.7188
TGX201909,MID8,B,2019-09-16T00:01:45,-146.2088,59.2312,533,33,201.52,4,6.1301,6.1288,3.3512,3.3514,1.1548,0,0.0333,4.1219,4.6246,1.0744,4.9386,0.0061,0.0007,0.0789,98.0473,99.072,0.0,98.77,32.8504,1.0744,33.8039,33.8083,26.5911,26.5947
TGX201909,MID8,B,2019-09-16T00:03:29,-146.2088,59.2312,533,33,150.0,5,6.5434,6.5428,3.3563,3.3565,1.3451,0,0.0342,3.8181,4.5617,1.1445,4.9381,0.0061,0.003,0.1337,96.7136,126.518,0.0,98.76,30.387,1.1446,33.4785,33.4817,26.2811,26.2837
TGX201909,MID8,B,2019-09-16T00:05:16,-146.2088,59.2312,533,33,126.82,6,6.6455,6.6451,3.3486,3.3488,1.45,0,0.0338,3.6341,4.5737,1.0751,4.938,0.0061,0.0019,0.1231,96.9688,141.377,0.0,98.76,28.8947,1.0751,33.3053,33.3073,26.1311,26.1328
TGX201909,MID8,B,2019-09-16T00:06:50,-146.2088,59.2312,533,33,101.28,7,6.5219,6.5218,3.2904,3.2907,1.8668,0,0.0338,2.9071,4.5926,1.1446,4.9381,0.0061,0.0019,0.1066,97.3704,204.356,0.0,98.76,22.9982,1.1446,32.7937,32.7972,25.7439,25.7466
TGX201909,MID8,B,2019-09-16T00:08:01,-146.2088,59.2312,533,33,75.84,8,6.6535,6.6592,3.2799,3.2799,1.9979,0,0.0346,2.7809,4.5542,1.0754,4.9379,0.1661,0.0039,0.1402,96.555,222.048,0.0402,98.76,21.9748,1.0754,32.5643,32.56,25.5461,25.5419
TGX201909,MID8,B,2019-09-16T00:09:33,-146.2088,59.2312,533,33,51.49,9,6.9328,6.931,3.2872,3.2874,2.2766,0,0.0432,2.2145,4.6222,1.0749,4.9379,0.5281,0.0256,0.0809,97.9976,261.626,0.213,98.76,17.382,1.0749,32.3917,32.3959,25.3735,25.3771
TGX201909,MID8,B,2019-09-16T00:11:14,-146.2088,59.2312,533,33,40.79,10,7.5991,7.597,3.3405,3.3407,2.3358,0,0.0638,2.0723,4.5607,1.1434,4.9379,0.7606,0.077,0.1345,96.693,265.713,0.429,98.75,16.2287,1.1434,32.3507,32.3553,25.2506,25.2545
TGX201909,MID8,B,2019-09-16T00:12:14,-146.2088,59.2312,533,33,29.07,11,8.841,8.8497,3.4424,3.4436,2.6097,0,0.0989,1.5169,4.4438,1.0762,4.9378,1.2404,0.1649,0.2383,94.2157,296.418,1.48,98.75,11.7239,1.0762,32.2904,32.2948,25.0215,25.0236
TGX201909,MID8,B,2019-09-16T00:13:14,-146.2088,59.2312,533,33,19.75,12,11.0262,11.0457,3.6143,3.6167,2.8686,0,0.1281,0.8815,4.3187,1.0768,4.9377,1.8152,0.2378,0.3526,91.5609,315.053,5.83,98.75,6.5707,1.0768,32.0888,32.0949,24.5047,24.5061
TGX201909,MID8,B,2019-09-16T00:14:16,-146.2088,59.2312,533,33,10.11,13,14.9738,14.9861,3.8874,3.8885,2.4904,0,0.0663,0.6351,4.3743,1.077,4.937,2.295,0.0831,0.3014,92.742,243.473,17.8,98.74,4.5726,1.077,31.358,31.3572,23.1715,23.1683
TGX201909,MID8,B,2019-09-16T00:15:20,-146.2088,59.2312,533,33,2.24,14,14.9599,14.9595,3.8822,3.8826,2.4921,0,0.0615,0.7329,4.3601,1.0767,4.9367,2.882,0.0711,0.3145,92.4397,243.791,70.6,98.73,5.3654,1.0767,31.3253,31.329,23.1493,23.1522
TGX201909,MID9,B,2019-09-16T02:16:10,-146.1048,59.0725,2800,34,1010.85,1,3.1712,3.1705,3.1706,3.1708,0.5703,0,0.0346,4.1374,4.6498,1.0755,4.9396,0.0061,0.0041,0.0571,98.5826,12.176,0.0,98.79,32.9759,1.0755,34.3249,34.3287,27.3304,27.3335
TGX201909,MID9,B,2019-09-16T02:22:06,-146.1048,59.0725,2800,34,758.51,2,3.6141,3.6134,3.1887,3.1889,0.593,0,0.0342,4.1373,4.6532,1.1423,4.9394,0.0061,0.0029,0.0541,98.656,15.69,0.0,98.79,32.9751,1.1423,34.2077,34.2117,27.1947,27.1979
TGX201909,MID9,B,2019-09-16T02:27:12,-146.1048,59.0725,2800,34,506.61,3,4.1955,4.1946,3.2157,3.216,0.6768,0,0.0348,4.1133,4.6518,1.1427,4.9393,0.0061,0.0045,0.0553,98.6254,28.947,0.0,98.79,32.7809,1.1427,34.0552,34.0593,27.0143,27.0177
TGX201909,MID9,B,2019-09-16T02:31:55,-146.1048,59.0725,2800,34,253.63,4,5.2785,5.2781,3.2834,3.2838,1.0099,0,0.034,4.1407,4.6362,1.1425,4.939,0.0061,0.0023,0.0689,98.2941,79.511,0.0,98.78,33.0032,1.1425,33.8646,33.8686,26.743,26.7462
TGX201909,MID9,B,2019-09-16T02:34:01,-146.1048,59.0725,2800,34,203.35,5,5.8791,5.8777,3.3324,3.3327,1.1161,0,0.0338,4.1414,4.6388,1.0768,4.939,0.0061,0.0019,0.0666,98.3501,93.898,0.0,98.78,33.0088,1.0768,33.8431,33.8473,26.6535,26.657
TGX201909,MID9,B,2019-09-16T02:35:41,-146.1048,59.0725,2800,34,152.35,6,6.5094,6.5106,3.3723,3.3727,1.2516,0,0.0337,3.9984,4.6353,1.0752,4.9389,0.0061,0.0017,0.0696,98.275,112.231,0.0,98.78,31.8493,1.0752,33.6886,33.6915,26.4512,26.4534
TGX201909,MID9,B,2019-09-16T02:36:56,-146.1048,59.0725,2800,34,126.92,7,6.5524,6.5523,3.3581,3.3584,1.3834,0,0.0345,3.8079,4.6387,1.1448,4.939,0.0061,0.0037,0.0666,98.348,131.544,0.0,98.78,30.3039,1.1449,33.5005,33.5043,26.2973,26.3003
TGX201909,MID9,B,2019-09-16T02:38:29,-146.1048,59.0725,2800,34,102.44,8,6.3075,6.2981,3.2802,3.2794,1.8869,0,0.0347,3.0923,4.6398,1.1427,4.9389,0.0061,0.0043,0.0657,98.3696,208.193,0.0,98.78,24.5005,1.1427,32.8869,32.8867,25.8448,25.8458
TGX201909,MID9,B,2019-09-16T02:39:34,-146.1048,59.0725,2800,34,76.27,9,6.3206,6.32,3.2483,3.2487,2.183,0,0.0356,2.5457,4.6352,1.0756,4.9389,0.0061,0.0064,0.0697,98.2729,252.674,0.0,98.78,20.0681,1.0756,32.533,32.5372,25.5638,25.5672
TGX201909,MID9,B,2019-09-16T02:40:40,-146.1048,59.0725,2800,34,50.25,10,6.9976,6.996,3.2907,3.291,2.2241,0,0.0477,2.3747,4.6075,1.0825,4.939,0.1604,0.0368,0.0936,97.6859,253.834,0.0384,98.78,18.6812,1.0825,32.3705,32.3751,25.3483,25.3521
TGX201909,MID9,B,2019-09-16T02:41:40,-146.1048,59.0725,2800,34,39.9,11,7.4022,7.41,3.3214,3.3224,2.2542,0,0.0716,2.2793,4.5473,1.1435,4.9389,0.4,0.0966,0.1462,96.4098,254.961,0.135,98.78,17.9072,1.1435,32.3285,32.3329,25.2605,25.2629
TGX201909,MID9,B,2019-09-16T02:42:49,-146.1048,59.0725,2800,34,30.27,12,8.8537,8.8711,3.4437,3.4457,2.5772,0,0.1427,1.6059,4.3915,1.082,4.9388,0.8305,0.2742,0.2858,93.1055,290.851,0.52,98.78,12.4454,1.0821,32.292,32.2971,25.0208,25.0221
TGX201909,MID9,B,2019-09-16T02:43:48,-146.1048,59.0725,2800,34,19.96,13,15.0841,15.1119,3.9934,3.9961,2.5123,0,0.0694,0.7599,4.4894,1.1439,4.9382,1.3897,0.091,0.1975,95.1817,244.942,2.13,98.76,5.5851,1.1439,32.217,32.2181,23.8092,23.8041
TGX201909,MID9,B,2019-09-16T02:44:44,-146.1048,59.0725,2800,34,10.44,14,15.2684,15.2677,4.0087,4.0091,2.4653,0,0.0596,0.6272,4.477,1.0763,4.9377,1.7367,0.0666,0.2086,94.9191,237.586,4.84,98.75,4.5084,1.0763,32.206,32.2102,23.7609,23.7643
TGX201909,MID9,B,2019-09-16T02:45:49,-146.1048,59.0725,2800,34,2.25,15,14.9612,14.9616,3.9046,3.9053,2.4735,0,0.0614,0.7882,4.3632,1.0758,4.937,2.2889,0.0709,0.3117,92.5047,241.235,17.6,98.74,5.814,1.0758,31.5255,31.5309,23.3031,23.3072
TGX201909,MID10,B,2019-09-16T04:56:39,-146.001,58.914,4443,35,1010.39,1,3.1462,3.1451,3.1688,3.1691,0.5704,0,0.0346,4.1381,4.6499,1.076,4.9389,0.0061,0.004,0.057,98.5841,12.165,0.0,98.78,32.9818,1.0761,34.3308,34.3348,27.3375,27.3407
TGX201909,MID10,B,2019-09-16T05:03:01,-146.001,58.914,4443,35,758.51,2,3.6446,3.6439,3.1919,3.1922,0.5861,0,0.0347,4.1379,4.6532,1.0755,4.939,0.0061,0.0042,0.0542,98.6544,14.472,0.0,98.78,32.9804,1.0755,34.2145,34.2186,27.1971,27.2004
TGX201909,MID10,B,2019-09-16T05:08:50,-146.001,58.914,4443,35,504.58,3,4.2243,4.2234,3.2183,3.2185,0.6786,0,0.0351,4.1388,4.6514,1.0746,4.9391,0.0061,0.0052,0.0557,98.6174,29.161,0.0,98.78,32.9878,1.0746,34.0564,34.0603,27.0122,27.0155
TGX201909,MID10,B,2019-09-16T05:13:41,-146.001,58.914,4443,35,255.63,4,4.1242,4.1252,3.1693,3.1698,1.1649,0,0.0342,4.1399,4.6369,1.0764,4.9389,0.0061,0.0029,0.0682,98.3094,107.028,0.0,98.78,32.9969,1.0764,33.7122,33.7164,26.7491,26.7523
TGX201909,MID10,B,2019-09-16T05:16:08,-146.001,58.914,4443,35,202.97,5,4.9892,4.989,3.2425,3.2428,1.2682,0,0.0342,4.141,4.6401,1.0766,4.9389,0.0061,0.003,0.0655,98.377,120.646,0.0,98.78,33.006,1.0766,33.712,33.7162,26.6554,26.6587
TGX201909,MID10,B,2019-09-16T05:17:46,-146.001,58.914,4443,35,150.68,6,6.5467,6.5433,3.3634,3.3634,1.3473,0,0.0337,3.9244,4.638,1.0762,4.9389,0.0077,0.0016,0.0673,98.3311,125.27,0.0002,98.78,31.2485,1.0763,33.5535,33.5566,26.3398,26.3427
TGX201909,MID10,B,2019-09-16T05:19:08,-146.001,58.914,4443,35,127.12,7,6.6151,6.6144,3.3427,3.3428,1.5409,0,0.0342,3.5197,4.6392,1.0763,4.9389,0.0061,0.003,0.0662,98.3585,155.414,0.0,98.78,27.9668,1.0763,33.2693,33.2711,26.1068,26.1083
TGX201909,MID10,B,2019-09-16T05:20:28,-146.001,58.914,4443,35,100.99,8,6.6079,6.6062,3.3007,3.3008,1.8803,0,0.0347,3.0209,4.6385,1.0757,4.9389,0.0061,0.0042,0.0669,98.3416,206.029,0.0,98.78,23.9218,1.0758,32.8259,32.8283,25.7581,25.7603
TGX201909,MID10,B,2019-09-16T05:21:39,-146.001,58.914,4443,35,75.78,9,6.6137,6.6139,3.2677,3.2681,2.2304,0,0.0376,2.4265,4.6338,1.0759,4.9388,0.0061,0.0113,0.0709,98.2433,257.432,0.0,98.78,19.1009,1.0759,32.4682,32.4721,25.4755,25.4785
TGX201909,MID10,B,2019-09-16T05:23:03,-146.001,58.914,4443,35,51.61,10,7.2864,7.2883,3.3174,3.3179,2.3298,0,0.048,2.083,4.5837,1.0763,4.9389,0.0061,0.0375,0.1144,97.1802,267.33,0.0,98.78,16.3152,1.0763,32.3886,32.3924,25.3236,25.3263
TGX201909,MID10,B,2019-09-16T05:24:01,-146.001,58.914,4443,35,39.97,11,7.9478,7.9788,3.3715,3.3746,2.461,0,0.0766,1.8422,4.5047,1.0767,4.9386,0.008,0.109,0.1839,95.5061,281.201,0.0003,98.77,14.3624,1.0767,32.3588,32.3631,25.2076,25.2065
TGX201909,MID10,B,2019-09-16T05:24:50,-146.001,58.914,4443,35,30.13,12,10.9902,11.0667,3.6345,3.6416,2.8022,0,0.1259,1.0827,4.3754,1.0794,4.9381,0.0061,0.2323,0.3005,92.7636,307.924,0.0,98.76,8.2027,1.0794,32.3156,32.318,24.6875,24.6759
TGX201909,MID10,B,2019-09-16T05:25:38,-146.001,58.914,4443,35,20.97,13,15.2541,15.2549,4.0065,4.007,2.4558,0,0.054,0.8316,4.4892,1.0742,4.9378,0.0164,0.0526,0.1977,95.1769,236.75,0.0017,98.75,6.1665,1.0742,32.1941,32.1983,23.7548,23.7579
TGX201909,MID10,B,2019-09-16T05:26:57,-146.001,58.914,4443,35,10.26,14,15.2679,15.2673,4.0063,4.0068,2.4572,0,0.0518,0.7306,4.4832,1.076,4.937,0.1324,0.0469,0.2031,95.049,236.433,0.0303,98.74,5.3468,1.0761,32.1856,32.1901,23.7453,23.7489
TGX201909,MID10,B,2019-09-16T05:27:57,-146.001,58.914,4443,35,2.23,15,15.2629,15.2626,4.0052,4.0057,2.4548,0,0.0499,0.6647,4.488,1.145,3.1864,0.9206,0.0422,0.1988,95.151,235.955,0.683,63.73,4.8131,1.145,32.183,32.1871,23.7444,23.7476
TGX201909,GAK1,B,2019-09-16T18:36:15,-149.4802,59.848,268,36,40.39,1,9.5613,9.548,3.3994,3.4,2.2522,0,0.0492,1.7315,4.5614,1.0754,4.9214,1.4795,0.0405,0.1339,96.7078,243.524,2.64,98.43,13.4643,1.0755,31.2024,31.2201,24.0587,24.0746
TGX201909,GAK1,B,2019-09-16T18:37:24,-149.4802,59.848,268,36,30.97,2,11.4264,11.4001,3.4796,3.479,2.3239,0,0.0407,1.2437,4.5881,1.0751,4.9225,1.8803,0.0192,0.1106,97.2737,243.529,6.78,98.45,9.508,1.0751,30.4264,30.4422,23.1423,23.1592
TGX201909,GAK1,B,2019-09-16T18:37:25,-149.4802,59.848,268,36,31.07,3,11.4467,11.4186,3.4807,3.4804,2.3231,0,0.0406,1.2728,4.5887,1.1267,4.9226,1.8731,0.019,0.11,97.2869,243.176,6.66,98.45,9.7445,1.1267,30.4202,30.4408,23.1339,23.1549
TGX201909,GAK1,B,2019-09-16T18:38:22,-149.4802,59.848,268,36,19.96,4,13.7302,13.732,3.4356,3.4313,2.4622,0,0.0536,0.7537,4.5321,1.1451,4.9214,2.4157,0.0514,0.1597,96.0863,252.323,23.5,98.43,5.5344,1.1451,28.2253,28.1851,21.0115,20.9802
TGX201909,GAK1,B,2019-09-16T18:38:27,-149.4802,59.848,268,36,20.14,5,13.7322,13.7317,3.4356,3.4344,2.4616,0,0.0535,0.7379,4.5332,1.1444,4.9215,2.4132,0.0513,0.1587,96.1101,252.199,23.3,98.43,5.4066,1.1444,28.2239,28.2132,21.01,21.0019
TGX201909,GAK1,B,2019-09-16T18:39:27,-149.4802,59.848,268,36,18.94,6,13.735,13.7332,3.3768,3.3719,2.472,0,0.0586,0.7324,4.5072,1.0771,4.9216,2.4444,0.064,0.1817,95.5595,254.582,25.1,98.43,5.3618,1.0771,27.6874,27.6444,20.5958,20.563
