Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202210S,MID8,B,2022-07-11T04:04:15,-146.2027,59.2253,620,15,202.36,5,6.0161,6.0156,3.3373,3.3363,0.011,4.5989,0.0123,5.0,1.2826,1.231,0.0831,0.7517,0.0273,0.1066,97.3707,98.318,101.79,0.0,100.0,-0.8495,0.0,192.1689,33.761,33.7513,26.5715,26.564
SKQ202210S,MID8,B,2022-07-11T04:06:45,-146.2027,59.2253,620,15,151.61,6,5.9949,5.9936,3.2787,3.2778,0.011,4.5502,0.0124,5.0,1.8181,1.7282,0.081,0.7212,0.0273,0.1491,96.3401,163.268,169.174,0.0,100.0,-0.876,0.0,192.1706,33.1498,33.1405,26.0914,26.0842
SKQ202210S,MID8,B,2022-07-11T04:09:09,-146.2027,59.2253,620,15,126.75,7,5.7572,5.7567,3.2178,3.217,0.011,4.5101,0.0123,5.0,2.2267,2.1106,0.0794,0.6605,0.0279,0.1846,95.4904,215.356,223.398,0.0,100.0,-0.8957,0.0,192.1723,32.7086,32.7008,25.7717,25.7655
SKQ202210S,MID8,B,2022-07-11T04:11:31,-146.2027,59.2253,620,15,101.39,8,5.821,5.8214,3.1963,3.1956,0.011,4.5136,0.0124,5.0,2.5067,2.3736,0.0795,0.6718,0.0273,0.1814,95.5659,248.632,258.528,0.0,100.0,-0.8953,0.0,192.174,32.4184,32.4102,25.5347,25.5282
SKQ202210S,MID8,B,2022-07-11T04:14:14,-146.2027,59.2253,620,15,75.81,9,6.1488,6.1494,3.205,3.2043,0.0116,4.5409,0.0124,5.0,2.5731,2.4351,0.0792,0.6732,0.0422,0.1573,96.1432,254.317,263.781,0.0,100.0,-0.8991,0.0,192.1758,32.215,32.2065,25.3343,25.3276
SKQ202210S,MID8,B,2022-07-11T04:16:40,-146.2027,59.2253,620,15,51.34,10,6.6028,6.6028,3.2274,3.2267,0.0208,4.5406,0.3205,4.8927,2.6637,2.5237,0.0795,0.7038,0.2526,0.1575,96.1374,261.813,272.575,0.1263,97.85,-0.8944,0.0,192.1775,32.047,32.0387,25.1449,25.1383
SKQ202210S,MID8,B,2022-07-11T04:18:50,-146.2027,59.2253,620,15,40.15,11,7.2891,7.2926,3.2802,3.2797,0.0404,4.4919,0.7175,5.0,2.8407,2.6914,0.0796,0.6835,0.7036,0.2008,95.1052,277.56,289.23,0.4983,100.0,-0.8935,0.0,192.179,31.9888,31.9805,25.0088,25.0018
SKQ202210S,MID8,B,2022-07-11T04:20:34,-146.2027,59.2253,620,15,30.34,12,7.8227,7.8024,3.3155,3.3088,0.0732,4.3946,1.1804,5.0,2.9534,2.7963,0.0794,0.6735,1.4584,0.2883,93.0454,287.312,298.739,1.68,100.0,-0.8966,0.0,192.1802,31.8821,31.8291,24.8512,24.8124
SKQ202210S,MID8,B,2022-07-11T04:22:17,-146.2027,59.2253,620,15,19.95,13,10.24,10.2475,3.5087,3.5054,0.1401,3.9395,2.1792,4.9904,3.4182,3.2383,0.0812,0.8728,2.9961,0.7258,83.4075,323.748,336.919,17.87,99.81,-0.8732,0.0,192.1814,31.7241,31.6848,24.3554,24.3235
SKQ202210S,MID8,B,2022-07-11T04:22:25,-146.2027,59.2253,620,15,19.93,14,10.1514,10.2579,3.505,3.5065,0.1352,3.9687,2.1933,4.9908,3.4166,3.237,0.0811,0.7691,2.8838,0.6962,84.025,324.614,337.763,18.472,99.81,-0.8745,0.0,192.1815,31.7646,31.6868,24.4017,24.3233
SKQ202210S,MID8,B,2022-07-11T04:24:11,-146.2027,59.2253,620,15,10.22,15,13.4673,13.3559,3.5557,3.5434,0.0379,4.1727,2.9832,5.0,3.0352,2.8859,0.079,0.7528,0.6458,0.4957,88.345,265.874,276.817,114.46,100.0,-0.9016,0.0,192.1828,29.5269,29.4997,22.0671,22.0677
SKQ202210S,MID8,B,2022-07-11T04:24:20,-146.2027,59.2253,620,15,10.43,16,13.3847,13.677,3.55,3.5674,0.0364,4.2039,2.9226,5.0,2.9753,2.8454,0.079,1.0318,0.6114,0.4659,89.0062,256.901,268.0,99.489,100.0,-0.901,0.0,192.1829,29.5386,29.4731,22.0922,21.9845
SKQ202210S,MID8,B,2022-07-11T04:26:29,-146.2027,59.2253,620,15,1.8,17,14.4961,14.5055,3.634,3.6307,0.0289,4.2613,3.66,5.0,2.9593,2.8262,0.0784,0.1826,0.4383,0.4116,90.2221,252.128,263.171,571.27,100.0,-0.9088,0.0,192.1844,29.4551,29.4188,21.8061,21.7762
SKQ202210S,MID8,B,2022-07-11T04:26:36,-146.2027,59.2253,620,15,1.92,18,14.4756,14.4672,3.6328,3.6289,0.0293,4.2596,3.6369,5.0,2.9585,2.8207,0.0783,0.0134,0.4497,0.4132,90.1846,251.801,262.35,523.21,100.0,-0.9091,0.0,192.1844,29.4599,29.4311,21.814,21.7936
SKQ202210S,MID7,B,2022-07-11T06:56:34,-146.2928,59.3767,77,16,63.49,1,6.2306,6.2308,3.2113,3.2106,0.0135,4.4323,0.0124,0.3832,2.5387,2.4051,0.0799,0.6455,0.0858,0.2541,93.8434,249.203,258.911,0.0,7.66,-0.8894,0.0,192.2886,32.2134,32.2056,25.323,25.3168
SKQ202210S,MID7,B,2022-07-11T06:56:43,-146.2928,59.3767,77,16,63.7,2,6.2298,6.2295,3.2114,3.2107,0.0141,4.4303,0.0125,0.3729,2.5402,2.4053,0.0799,0.6389,0.0996,0.256,93.8001,249.122,259.01,0.0,7.46,-0.8897,0.0,192.2887,32.2153,32.2078,25.3245,25.3187
SKQ202210S,MID7,B,2022-07-11T06:58:36,-146.2928,59.3767,77,16,50.8,3,6.33,6.3288,3.2165,3.2158,0.0166,4.4398,0.0123,0.9911,2.5622,2.4273,0.0799,0.6426,0.1558,0.2474,94.0012,250.733,260.823,0.0,19.82,-0.89,0.0,192.29,32.1835,32.1766,25.287,25.2817
SKQ202210S,MID7,B,2022-07-11T07:00:25,-146.2928,59.3767,77,16,40.61,4,6.4768,6.479,3.2265,3.2261,0.02,4.432,0.0123,1.4863,2.5857,2.4486,0.0796,0.6626,0.2354,0.2544,93.8376,252.522,262.558,0.0,29.72,-0.8935,0.0,192.2912,32.1604,32.1538,25.2503,25.2449
SKQ202210S,MID7,B,2022-07-11T07:00:33,-146.2928,59.3767,77,16,40.72,5,6.4785,6.4787,3.2267,3.2261,0.0205,4.4354,0.0123,1.4769,2.5847,2.4472,0.0796,0.654,0.2457,0.2513,93.9093,252.551,262.112,0.0,29.54,-0.8932,0.0,192.2913,32.1603,32.154,25.25,25.245
SKQ202210S,MID7,B,2022-07-11T07:02:35,-146.2928,59.3767,77,16,30.43,6,6.9537,6.9511,3.2525,3.2516,0.0317,4.4964,0.0124,1.9578,2.7181,2.5736,0.0796,0.6709,0.5048,0.1967,95.2017,264.975,275.809,0.0,39.16,-0.8935,0.0,192.2927,32.0039,31.9968,25.0655,25.0602
SKQ202210S,MID7,B,2022-07-11T07:02:44,-146.2928,59.3767,77,16,30.23,7,6.9567,6.9558,3.2526,3.2519,0.0305,4.497,0.0128,1.9636,2.7199,2.5753,0.0795,0.6733,0.4761,0.1962,95.2139,265.315,275.81,0.0001,39.27,-0.895,0.0,192.2929,32.0026,31.995,25.064,25.0582
SKQ202210S,MID7,B,2022-07-11T07:04:37,-146.2928,59.3767,77,16,20.15,8,8.4184,8.4196,3.3495,3.3488,0.0597,4.3874,0.1037,2.4392,2.8325,2.684,0.0795,0.6556,1.1484,0.2949,92.8919,269.499,279.881,0.0285,48.78,-0.895,0.0,192.2942,31.7062,31.6979,24.6274,24.6207
SKQ202210S,MID7,B,2022-07-11T07:04:45,-146.2928,59.3767,77,16,19.99,9,8.4036,8.4099,3.3487,3.3482,0.0631,4.3871,0.0846,2.4516,2.8323,2.6836,0.0802,0.6581,1.2263,0.2952,92.8866,269.426,279.788,0.022,49.03,-0.8866,0.0,192.2943,31.7109,31.7003,24.6332,24.624
SKQ202210S,MID7,B,2022-07-11T07:06:26,-146.2928,59.3767,77,16,10.59,10,8.9654,8.962,3.3829,3.3818,0.0759,4.3509,0.3496,2.8817,2.8725,2.7268,0.0799,0.7356,1.5203,0.3283,92.1209,270.053,281.523,0.1435,57.63,-0.8904,0.0,192.2954,31.5689,31.5612,24.4379,24.4323
SKQ202210S,MID7,B,2022-07-11T07:06:35,-146.2928,59.3767,77,16,10.7,11,8.9536,8.9532,3.3821,3.3813,0.0694,4.348,0.3222,2.8489,2.8732,2.7287,0.0795,0.654,1.3702,0.331,92.057,270.571,282.061,0.1273,56.98,-0.8947,0.0,192.2955,31.5716,31.5632,24.4417,24.4353
SKQ202210S,MID7,B,2022-07-11T07:08:49,-146.2928,59.3767,77,16,1.68,12,11.0043,11.0214,3.4992,3.4994,0.0842,4.1608,0.9829,3.2364,2.994,2.8487,0.0797,0.688,1.7123,0.5071,88.0933,272.42,284.04,1.1347,64.73,-0.8929,0.0,192.2971,30.9809,30.9689,23.6469,23.6347
SKQ202210S,MID7,B,2022-07-11T07:08:59,-146.2928,59.3767,77,16,2.2,13,11.0648,11.0777,3.5029,3.5027,0.0949,4.1488,0.8576,3.2289,3.0049,2.8547,0.0798,0.6962,1.9571,0.5186,87.8394,273.283,284.201,0.7356,64.58,-0.8913,0.0,192.2972,30.9661,30.9538,23.6249,23.6131
SKQ202210S,MID5,B,2022-07-11T20:29:45,-146.1005,59.6505,96,17,26.96,1,6.4944,6.4936,3.1932,3.1926,0.0312,4.5043,1.5657,3.4699,2.7397,2.5895,0.0804,0.7261,0.4939,0.1898,95.3669,271.512,281.528,4.2552,69.4,-0.8835,0.0,192.8533,31.7828,31.7771,24.9504,24.946
SKQ202210S,MID5,B,2022-07-11T20:31:33,-146.1005,59.6505,96,17,18.01,2,9.3819,9.4672,3.402,3.4068,0.1741,4.161,2.3207,3.911,3.1245,2.958,0.0811,0.9317,3.7784,0.5069,88.0964,296.893,307.925,24.79,78.22,-0.8751,0.0,192.8545,31.3955,31.369,24.2378,24.2037
SKQ202210S,MID5,B,2022-07-11T20:33:10,-146.1005,59.6505,96,17,14.01,3,12.8626,12.8904,3.5716,3.5706,0.0459,4.423,2.5775,4.1188,3.0167,2.8836,0.0803,1.3681,0.8303,0.2626,93.646,264.345,278.115,44.862,82.38,-0.8847,0.0,192.8556,30.1477,30.1166,22.6633,22.6339
SKQ202210S,MID5,B,2022-07-11T20:34:36,-146.1005,59.6505,96,17,10.2,4,12.1118,12.0445,3.5391,3.5349,0.067,4.3595,2.7973,4.2981,3.0853,2.9307,0.0809,1.3072,1.3151,0.3204,92.3019,276.392,288.041,74.506,85.96,-0.8776,0.0,192.8566,30.4468,30.4611,23.035,23.0584
SKQ202210S,MID5,B,2022-07-11T20:34:44,-146.1005,59.6505,96,17,10.24,5,12.073,12.0637,3.5367,3.5356,0.0901,4.3442,2.7968,4.2917,3.0859,2.9289,0.0806,1.0772,1.8476,0.3345,91.9773,276.962,287.733,74.435,85.83,-0.8807,0.0,192.8567,30.4554,30.4525,23.0487,23.0482
SKQ202210S,MID5,B,2022-07-11T20:36:16,-146.1005,59.6505,96,17,7.08,6,13.6852,13.7078,3.5961,3.5962,0.0406,4.4264,2.9804,4.457,2.9658,2.8255,0.0798,0.7698,0.7076,0.2595,93.7178,256.33,267.05,113.63,89.14,-0.8913,0.0,192.8578,29.731,29.7143,22.1819,22.1645
SKQ202210S,MID5,B,2022-07-11T20:37:53,-146.1005,59.6505,96,17,4.04,7,13.915,13.9225,3.605,3.6063,0.035,4.4313,3.137,4.6209,2.9554,2.8171,0.08,0.0134,0.5787,0.2551,93.8217,254.324,264.957,163.04,92.42,-0.8894,0.0,192.8589,29.6363,29.6421,22.0632,22.0662
SKQ202210S,MID5,B,2022-07-11T20:39:58,-146.1005,59.6505,96,17,1.67,8,13.9047,13.9043,3.5986,3.5977,0.0344,4.4323,3.4203,4.4536,2.9497,2.8105,0.0799,0.0134,0.5661,0.2542,93.8428,253.851,264.234,336.56,89.07,-0.8897,0.0,192.8604,29.5862,29.5785,22.0266,22.0207
SKQ202210S,MID5,B,2022-07-11T21:53:44,-146.101,59.6503,96,18,90.0,1,6.1169,6.1162,3.1942,3.1936,0.011,4.029,0.0122,0.3087,2.4892,2.3592,0.0803,0.5672,0.0284,0.6359,85.3026,244.49,254.471,0.0,6.17,-0.8857,0.0,192.9116,32.1184,32.1123,25.262,25.2572
SKQ202210S,MID5,B,2022-07-11T21:53:52,-146.101,59.6503,96,18,90.86,2,6.1119,6.1117,3.1943,3.1937,0.0111,4.0246,0.0125,0.2661,2.4909,2.3591,0.0805,0.5602,0.029,0.6402,85.2092,244.934,254.361,0.0,5.32,-0.8826,0.0,192.9117,32.1237,32.117,25.2668,25.2615
SKQ202210S,MID5,B,2022-07-11T21:55:55,-146.101,59.6503,96,18,76.08,3,6.1839,6.1831,3.1948,3.1941,0.0121,4.1944,0.0123,0.993,2.5243,2.3915,0.0799,0.5972,0.0531,0.4749,88.8041,248.032,257.834,0.0,19.86,-0.89,0.0,192.9131,32.0679,32.0614,25.2139,25.2089
SKQ202210S,MID5,B,2022-07-11T21:58:26,-146.101,59.6503,96,18,50.65,4,6.2913,6.2902,3.1968,3.196,0.0123,4.3465,0.5688,2.249,2.5763,2.4366,0.0805,0.6254,0.0571,0.3324,92.0264,253.225,262.614,0.3182,44.98,-0.8832,0.0,192.9149,32.0012,31.994,25.148,25.1425
SKQ202210S,MID5,B,2022-07-11T22:00:12,-146.101,59.6503,96,18,40.7,5,6.4166,6.4155,3.2006,3.1999,0.0159,4.382,0.9996,2.7533,2.6023,2.4618,0.08,0.6301,0.1403,0.2999,92.7774,255.306,264.886,1.0663,55.07,-0.8882,0.0,192.9161,31.9308,31.9243,25.0769,25.0719
SKQ202210S,MID5,B,2022-07-11T22:01:55,-146.101,59.6503,96,18,30.15,6,8.4059,8.4093,3.3367,3.3362,0.1145,4.3139,1.4531,3.2788,2.9679,2.8123,0.0801,0.9661,2.4092,0.3625,91.3356,286.171,297.352,3.2552,65.58,-0.8869,0.0,192.9173,31.5781,31.5699,24.5289,24.5219
SKQ202210S,MID5,B,2022-07-11T22:03:47,-146.101,59.6503,96,18,20.27,7,13.1778,13.2128,3.5827,3.5828,0.0453,4.4097,2.0388,3.7531,3.0183,2.8719,0.08,1.4694,0.8166,0.2746,93.3642,264.123,274.597,12.889,75.06,-0.8891,0.0,192.9186,29.9995,29.9722,22.4883,22.4604
SKQ202210S,MID5,B,2022-07-11T22:03:55,-146.101,59.6503,96,18,20.14,8,13.0495,13.0307,3.5792,3.5777,0.0494,4.3844,2.0391,3.758,3.03,2.8904,0.08,1.2027,0.9111,0.2976,92.8291,266.897,278.773,12.9,75.16,-0.8894,0.0,192.9187,30.0684,30.0694,22.5663,22.5706
SKQ202210S,MID5,B,2022-07-11T22:05:40,-146.101,59.6503,96,18,10.29,9,13.9171,13.9175,3.5832,3.5825,0.0404,4.3947,2.4677,4.2382,2.9565,2.8175,0.0798,1.4634,0.7047,0.2882,93.0476,255.261,265.73,34.815,84.76,-0.891,0.0,192.9199,29.4335,29.4269,21.9064,21.9013
SKQ202210S,MID5,B,2022-07-11T22:05:47,-146.101,59.6503,96,18,10.19,10,13.9168,13.8981,3.5828,3.585,0.0398,4.3912,2.4816,4.2345,2.9532,2.8193,0.0798,1.2465,0.6905,0.2915,92.9732,254.483,265.923,35.952,84.69,-0.8919,0.0,192.92,29.4298,29.4644,21.9036,21.9341
SKQ202210S,MID5,B,2022-07-11T22:05:54,-146.101,59.6503,96,18,10.13,11,13.8516,13.8714,3.5915,3.5878,0.0419,4.3801,2.4795,4.2398,2.9548,2.822,0.0796,1.5483,0.7391,0.3017,92.7383,255.312,266.674,35.77,84.79,-0.8938,0.0,192.92,29.559,29.5102,22.0162,21.9747
SKQ202210S,MID5,B,2022-07-11T22:07:51,-146.101,59.6503,96,18,1.94,12,13.9295,13.9291,3.5793,3.5784,0.0406,4.3743,3.2153,4.6456,2.953,2.8177,0.0791,0.2689,0.7082,0.3069,92.6148,253.967,265.183,195.26,92.91,-0.8997,0.0,192.9214,29.3908,29.383,21.871,21.8651
SKQ202210S,MID5,B,2022-07-11T22:07:59,-146.101,59.6503,96,18,1.84,13,13.9332,13.917,3.5793,3.5801,0.0388,4.3759,3.2254,4.6648,2.9527,2.8189,0.0793,0.0134,0.6658,0.3055,92.6481,254.299,265.452,200.23,93.3,-0.8969,0.0,192.9215,29.3887,29.4078,21.8687,21.8866
SKQ202210S,MID6,B,2022-07-11T23:36:44,-146.254,59.5008,38,19,29.88,1,8.1438,8.1382,3.3433,3.3423,0.035,4.4569,1.5688,0.33,2.779,2.6332,0.08,0.6589,0.5793,0.2321,94.3632,264.749,275.49,4.2863,6.6,-0.8885,0.0,192.9831,31.8846,31.8789,24.8073,24.8037
SKQ202210S,MID6,B,2022-07-11T23:36:53,-146.254,59.5008,38,19,29.57,2,8.1444,8.1448,3.3433,3.3427,0.0371,4.4587,1.5938,0.3385,2.7789,2.6308,0.0799,0.657,0.6274,0.2305,94.4017,264.685,274.92,4.5477,6.77,-0.8904,0.0,192.9832,31.8844,31.8777,24.8071,24.8017
SKQ202210S,MID6,B,2022-07-11T23:38:55,-146.254,59.5008,38,19,20.59,3,9.0254,9.0407,3.4012,3.4018,0.0557,4.4077,2.0406,0.5614,2.847,2.7003,0.0799,0.0134,1.0567,0.2765,93.322,267.801,278.307,12.944,11.23,-0.8897,0.0,192.9846,31.701,31.6938,24.532,24.524
SKQ202210S,MID6,B,2022-07-11T23:39:06,-146.254,59.5008,38,19,20.53,4,9.0425,9.0319,3.4025,3.4008,0.0528,4.4009,2.0581,0.503,2.8601,2.712,0.08,0.0134,0.9879,0.2826,93.179,268.644,279.183,13.494,10.06,-0.8888,0.0,192.9848,31.6993,31.6912,24.528,24.5233
SKQ202210S,MID6,B,2022-07-11T23:41:39,-146.254,59.5008,38,19,10.19,5,10.3286,10.3286,3.4886,3.4878,0.0856,4.3116,2.5899,1.2879,2.9829,2.8333,0.0801,0.0134,1.745,0.3646,91.2876,274.019,285.944,46.16,25.76,-0.8879,0.0,192.9865,31.4497,31.4417,24.1267,24.1205
SKQ202210S,MID6,B,2022-07-11T23:41:59,-146.254,59.5008,38,19,10.74,6,10.3272,10.3208,3.4881,3.487,0.0846,4.3088,2.5383,1.2116,2.9847,2.8321,0.0797,0.0134,1.7215,0.3673,91.2269,274.466,285.456,40.984,24.23,-0.8929,0.0,192.9868,31.4463,31.4403,24.1243,24.1207
SKQ202210S,MID6,B,2022-07-11T23:44:25,-146.254,59.5008,38,19,1.74,7,11.932,11.9676,3.5613,3.5621,0.0983,4.0939,3.2246,1.5499,3.0333,2.8837,0.0795,0.1404,2.035,0.5719,86.6773,270.885,282.178,203.54,31.0,-0.8953,0.0,192.9885,30.81,30.7879,23.3494,23.3258
SKQ202210S,MID6,B,2022-07-11T23:44:36,-146.254,59.5008,38,19,2.18,8,11.9653,11.9619,3.5628,3.5618,0.1022,4.0892,3.116,1.5538,3.0314,2.8842,0.0797,0.6879,2.125,0.5765,86.5771,270.624,282.274,155.78,31.08,-0.8922,0.0,192.9886,30.7964,30.7896,23.3328,23.3282
SKQ202210S,MID4,B,2022-07-12T03:52:25,-145.9525,59.8018,92,22,86.67,1,6.0497,6.0488,3.1916,3.191,0.0111,3.6088,0.0123,0.5452,2.4315,2.301,0.0805,0.5771,0.0296,1.0766,76.403,237.871,246.72,0.0,10.9,-0.8819,0.0,193.1607,32.1542,32.1488,25.2984,25.2943
SKQ202210S,MID4,B,2022-07-12T03:52:33,-145.9525,59.8018,92,22,87.11,2,6.049,6.0479,3.1915,3.191,0.0111,3.6106,0.0124,0.4245,2.4307,2.3026,0.0799,0.5728,0.0302,1.0747,76.4404,237.917,247.241,0.0,8.49,-0.89,0.0,193.1608,32.1533,32.1487,25.2978,25.2944
SKQ202210S,MID4,B,2022-07-12T03:54:31,-145.9525,59.8018,92,22,75.65,3,6.051,6.0504,3.1914,3.1908,0.011,3.7279,0.0123,0.8729,2.4441,2.315,0.0802,0.5654,0.0273,0.9467,78.925,239.267,248.381,0.0,17.46,-0.8863,0.0,193.1621,32.1565,32.1505,25.3001,25.2954
SKQ202210S,MID4,B,2022-07-12T03:57:22,-145.9525,59.8018,92,22,50.4,4,6.2465,6.2455,3.1891,3.1885,0.012,4.4677,0.2261,2.1288,2.6092,2.4682,0.0799,0.6695,0.0497,0.2224,94.5922,257.35,267.026,0.0777,42.58,-0.89,0.0,193.1641,31.9579,31.9521,25.1194,25.1149
SKQ202210S,MID4,B,2022-07-12T03:59:13,-145.9525,59.8018,92,22,40.66,5,6.4347,6.4335,3.1997,3.199,0.016,4.4506,0.5298,2.6171,2.6263,2.4876,0.08,0.7196,0.142,0.2376,94.2312,258.278,268.457,0.2803,52.34,-0.8894,0.0,193.1654,31.9033,31.8972,25.0529,25.0483
SKQ202210S,MID4,B,2022-07-12T04:00:48,-145.9525,59.8018,92,22,30.74,6,6.9684,6.9687,3.2388,3.2381,0.0319,4.4647,0.9797,3.105,2.6993,2.5558,0.0798,0.0134,0.5094,0.225,94.5299,263.419,273.848,1.0136,62.1,-0.891,0.0,193.1665,31.8408,31.8333,24.9351,24.9292
SKQ202210S,MID4,B,2022-07-12T04:02:33,-145.9525,59.8018,92,22,20.03,7,12.0701,12.1001,3.5575,3.5583,0.0837,4.2861,1.8323,3.6444,3.1394,2.9877,0.0805,1.4223,1.6997,0.3884,90.7472,280.127,293.262,7.9653,72.89,-0.8819,0.0,193.1677,30.6523,30.6358,23.202,23.1836
SKQ202210S,MID4,B,2022-07-12T04:02:39,-145.9525,59.8018,92,22,20.08,8,11.951,11.9299,3.551,3.5492,0.0938,4.2739,1.8318,3.65,3.15,2.9925,0.0805,1.1468,1.9318,0.3998,90.4886,287.116,299.423,7.9568,73.0,-0.8829,0.0,193.1678,30.6879,30.6882,23.2513,23.2554
SKQ202210S,MID4,B,2022-07-12T04:04:16,-145.9525,59.8018,92,22,10.31,9,13.4506,13.4501,3.6237,3.6228,0.0383,4.3341,2.368,4.1261,2.9775,2.8381,0.0795,0.6144,0.6555,0.3458,91.7625,258.331,268.961,27.648,82.52,-0.8947,0.0,193.1689,30.1673,30.1593,22.5648,22.5588
SKQ202210S,MID4,B,2022-07-12T04:04:23,-145.9525,59.8018,92,22,10.41,10,13.4556,13.4553,3.6237,3.6228,0.0376,4.4124,2.3571,4.1388,2.9781,2.8366,0.0796,0.0134,0.64,0.2722,93.4212,258.337,269.192,26.96,82.78,-0.8935,0.0,193.169,30.1642,30.156,22.5615,22.5553
SKQ202210S,MID4,B,2022-07-12T04:06:27,-145.9525,59.8018,92,22,1.96,11,13.4502,13.4496,3.6231,3.6222,0.0367,4.4182,3.0073,4.5435,2.9774,2.84,0.0794,0.0134,0.6194,0.2669,93.5447,257.996,269.47,120.92,90.87,-0.8963,0.0,193.1704,30.1651,30.1579,22.5633,22.5578
SKQ202210S,MID4,B,2022-07-12T04:06:34,-145.9525,59.8018,92,22,1.88,12,13.4484,13.4484,3.6229,3.6221,0.0381,4.411,3.0145,4.5493,2.9781,2.8394,0.0791,0.3327,0.6492,0.2734,93.3927,258.504,269.229,123.21,90.99,-0.8994,0.0,193.1705,30.1651,30.158,22.5636,22.5582
SKQ202210S,MID3,B,2022-07-12T06:20:48,-145.803,59.9498,88,24,84.03,1,6.0439,6.043,3.1882,3.1878,0.0115,3.8879,0.0124,0.7389,2.4908,2.359,0.0801,0.5945,0.0388,0.7785,82.3151,244.942,254.619,0.0,14.78,-0.8876,0.0,193.2637,32.1229,32.1192,25.2745,25.2716
SKQ202210S,MID3,B,2022-07-12T06:20:55,-145.803,59.9498,88,24,84.01,2,6.044,6.0434,3.1885,3.1879,0.0118,3.8751,0.0123,0.2317,2.4935,2.3578,0.0803,0.5846,0.0457,0.7917,82.0439,245.471,254.522,0.0,4.63,-0.8847,0.0,193.2638,32.1266,32.1206,25.2773,25.2726
SKQ202210S,MID3,B,2022-07-12T06:22:31,-145.803,59.9498,88,24,76.31,3,6.0258,6.0281,3.1829,3.1831,0.0111,4.0256,0.0123,0.6149,2.4982,2.3646,0.0799,0.574,0.029,0.6393,85.2308,245.928,255.233,0.0,12.3,-0.8904,0.0,193.2649,32.0854,32.0855,25.247,25.2469
SKQ202210S,MID3,B,2022-07-12T06:24:36,-145.803,59.9498,88,24,50.92,4,6.2783,6.2763,3.1894,3.1886,0.0123,4.523,0.0123,1.8638,2.6379,2.4936,0.08,1.3131,0.0571,0.1732,95.7632,261.066,270.685,0.0,37.28,-0.8885,0.0,193.2664,31.9311,31.9245,25.0943,25.0894
SKQ202210S,MID3,B,2022-07-12T06:26:13,-145.803,59.9498,88,24,40.77,5,6.4226,6.4505,3.1968,3.1984,0.016,4.5282,0.0123,2.3924,2.6825,2.5403,0.0794,0.8279,0.1426,0.1686,95.8736,265.034,275.603,0.0,47.85,-0.896,0.0,193.2675,31.8827,31.875,25.0382,25.0286
SKQ202210S,MID3,B,2022-07-12T06:27:55,-145.803,59.9498,88,24,30.26,6,6.4566,6.438,3.1904,3.1876,0.0265,4.5216,0.1005,2.9158,2.7451,2.5995,0.0799,0.0134,0.3832,0.1744,95.7348,272.212,283.311,0.0273,58.31,-0.89,0.0,193.2687,31.7857,31.7725,24.9575,24.9494
SKQ202210S,MID3,B,2022-07-12T06:29:34,-145.803,59.9498,88,24,21.08,7,6.9544,6.9526,3.2227,3.222,0.0949,4.3857,0.3611,3.3648,2.8257,2.672,0.08,0.7313,1.9576,0.2964,92.857,278.312,288.889,0.1506,67.3,-0.8885,0.0,193.2698,31.6826,31.6763,24.8125,24.8078
SKQ202210S,MID3,B,2022-07-12T06:29:41,-145.803,59.9498,88,24,20.64,8,6.9569,6.9615,3.2227,3.2224,0.093,4.3633,0.3915,3.394,2.8267,2.6732,0.0798,0.7372,1.9129,0.317,92.3821,278.414,288.998,0.1705,67.88,-0.8916,0.0,193.2699,31.6807,31.6733,24.8107,24.8042
SKQ202210S,MID3,B,2022-07-12T06:31:24,-145.803,59.9498,88,24,10.42,9,12.3703,12.6679,3.5856,3.6017,0.0666,4.3545,1.1623,3.9077,3.007,2.8704,0.0798,1.3747,1.3071,0.3251,92.1953,265.544,277.322,1.6067,78.16,-0.8916,0.0,193.2711,30.6791,30.5886,23.1672,23.0413
SKQ202210S,MID3,B,2022-07-12T06:31:32,-145.803,59.9498,88,24,10.08,10,11.8002,11.8879,3.5502,3.5532,0.0751,4.3134,1.1805,3.9262,3.0053,2.8661,0.0796,1.6485,1.5026,0.3631,91.325,264.698,278.544,1.6807,78.52,-0.8935,0.0,193.2712,30.8093,30.7654,23.3728,23.3228
SKQ202210S,MID3,B,2022-07-12T06:33:27,-145.803,59.9498,88,24,2.1,11,13.335,13.3347,3.6406,3.6397,0.0442,4.4019,1.6881,4.3168,2.9774,2.8371,0.0795,0.0134,0.7896,0.2817,93.2006,258.264,269.141,5.6822,86.34,-0.895,0.0,193.2725,30.419,30.411,22.7819,22.7758
