Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202010S,GAK13,B,2020-07-08T03:39:59,-147.794,58.0977,2065.0,25,10.18,20,12.266,12.2745,3.7276,3.7361,0.0566,1.2146,2.2104,2.8861,4.4242,2.7562,5.0,1.0228,0.231,94.3875,67.8,263.583,281.292,98.654,105.356,100.0,10.4284,32.1217,32.1959,24.3048,24.3607
SKQ202010S,GAK13,B,2020-07-08T03:42:40,-147.794,58.0977,2065.0,25,3.3,21,12.7957,12.7866,3.7732,3.7777,0.0381,1.2368,2.1932,2.8455,4.471,3.1641,5.0,0.5772,0.189,95.385,174.0,257.252,273.289,97.335,103.42,100.0,10.6084,32.1062,32.1564,24.1917,24.2323
SKQ202010S,GAK13,B,2020-07-08T03:42:51,-147.794,58.0977,2065.0,25,3.28,22,12.8245,12.8236,3.775,3.7796,0.0365,1.2566,2.1923,2.848,4.4691,3.1732,5.0,0.5395,0.1907,95.3457,177.0,256.715,273.589,97.185,103.603,100.0,10.7689,32.0993,32.1434,24.1808,24.2151
SKQ202010S,MID10,B,2020-07-08T17:18:17,-146.0003,58.9097,4445.0,26,29.34,1,6.7728,6.7725,3.2537,3.2539,0.0334,1.5898,2.0374,2.6196,4.5309,1.474,5.0,0.466,0.1357,96.6633,3.42,270.346,284.588,89.771,94.501,100.0,13.4716,32.1861,32.1888,25.2326,25.2348
SKQ202010S,MID10,B,2020-07-08T17:20:37,-146.0003,58.9097,4445.0,26,19.31,2,8.0437,8.027,3.3577,3.3564,0.057,1.2411,2.1167,2.7269,4.4502,1.8395,5.0,1.0323,0.2076,94.9426,8.1,273.764,288.178,93.536,98.424,100.0,10.643,32.134,32.1348,25.0174,25.0204
SKQ202010S,MID10,B,2020-07-08T17:22:11,-146.0003,58.9097,4445.0,26,15.31,3,10.2035,10.1842,3.5388,3.5376,0.0983,0.7499,2.2168,2.8642,4.3163,2.1219,5.0,2.0221,0.3299,92.0851,15.6,277.541,292.25,99.394,104.621,100.0,6.66,32.0615,32.0657,24.6245,24.631
SKQ202010S,MID10,B,2020-07-08T17:23:52,-146.0003,58.9097,4445.0,26,10.13,4,11.7122,11.7119,3.6714,3.6717,0.081,0.5269,2.4044,3.1221,4.2139,2.6643,5.0,1.6083,0.4259,89.8991,54.8,297.251,312.855,109.925,115.697,100.0,4.8514,32.0562,32.0591,24.3565,24.3589
SKQ202010S,MID10,B,2020-07-08T17:25:27,-146.0003,58.9097,4445.0,26,8.16,5,11.627,11.6586,3.6555,3.659,0.0673,0.4887,2.3614,3.0643,4.2652,2.7721,5.0,1.2793,0.3776,90.9929,70.4,290.174,305.704,107.054,112.864,100.0,4.5412,31.9754,31.9826,24.3094,24.3092
SKQ202010S,MID10,B,2020-07-08T17:27:09,-146.0003,58.9097,4445.0,26,4.02,6,12.696,12.7735,3.7333,3.7394,0.0489,0.4603,2.3225,3.0199,4.2453,2.9927,5.0,0.8386,0.3963,90.5685,117.0,277.823,293.979,104.684,110.945,100.0,4.3106,31.8125,31.8047,23.9835,23.9625
SKQ202010S,MID10,B,2020-07-08T17:29:09,-146.0003,58.9097,4445.0,26,2.97,7,13.9284,13.9092,3.8183,3.8173,0.0395,0.5076,2.2617,2.9219,4.2493,3.0511,5.0,0.6113,0.3925,90.6547,134.0,261.653,277.223,100.942,106.913,100.0,4.6945,31.5806,31.5877,23.5607,23.5701
SKQ202010S,MID10,B,2020-07-08T20:03:57,-146.0005,58.9102,4445.0,27,1520.09,1,2.3899,2.3914,3.136,3.1382,0.011,4.1392,0.6121,0.6221,4.6355,0.0156,5.0,-0.0711,0.0444,98.896,0.0011,22.5,23.806,6.844,7.243,100.0,34.1473,34.4718,34.4971,27.5168,27.537
SKQ202010S,MID10,B,2020-07-08T20:14:39,-146.0005,58.9102,4445.0,27,1011.53,2,3.081,3.0821,3.162,3.1655,0.0119,4.1393,0.5765,0.5724,4.6289,0.0158,5.0,-0.0514,0.0501,98.7557,0.0012,12.837,13.659,3.967,4.223,100.0,34.1481,34.3158,34.3573,27.3315,27.3645
SKQ202010S,MID10,B,2020-07-08T20:20:34,-146.0005,58.9102,4445.0,27,758.3,3,3.6437,3.645,3.1899,3.1939,0.0117,4.14,0.5893,0.5901,4.63,0.0195,5.0,-0.0556,0.0491,98.7786,0.0022,15.024,15.783,4.703,4.942,100.0,34.1537,34.1921,34.2385,27.1793,27.2162
SKQ202010S,MID10,B,2020-07-08T20:26:32,-146.0005,58.9102,4445.0,27,506.5,4,4.0913,4.0922,3.202,3.2063,0.0117,4.1409,0.6605,0.6898,4.5993,0.011,5.0,-0.0562,0.0758,98.1234,0.0001,28.711,30.186,9.072,9.542,100.0,34.161,34.0012,34.0513,26.9822,27.022
SKQ202010S,MID10,B,2020-07-08T20:31:29,-146.0005,58.9102,4445.0,27,303.74,5,4.873,4.8739,3.2487,3.2533,0.0113,4.1366,0.8581,0.9676,4.6194,0.0134,5.0,-0.0645,0.0583,98.5526,0.0008,65.197,68.774,20.966,22.125,100.0,34.126,33.8506,33.9028,26.7784,26.8197
SKQ202010S,MID10,B,2020-07-08T20:34:28,-146.0005,58.9102,4445.0,27,253.44,6,5.1729,5.1738,3.269,3.2737,0.0113,4.0058,0.9404,1.0858,4.6076,0.0103,5.0,-0.0639,0.0686,98.2994,0.0,79.831,84.447,25.846,27.352,100.0,33.0649,33.8063,33.8592,26.7091,26.7509
SKQ202010S,MID10,B,2020-07-08T20:36:45,-146.0005,58.9102,4445.0,27,202.82,7,5.8539,5.8549,3.3206,3.3255,0.0114,3.7458,1.044,1.2322,4.5765,0.0105,5.0,-0.0633,0.0956,97.6379,0.0,97.098,102.829,31.926,33.825,100.0,30.9563,33.7348,33.7887,26.571,26.6135
SKQ202010S,MID10,B,2020-07-08T20:39:02,-146.0005,58.9102,4445.0,27,152.14,8,6.3854,6.3862,3.337,3.3419,0.0114,3.2931,1.2309,1.4951,4.5789,0.0104,5.0,-0.0621,0.0936,97.6874,0.0,128.836,136.102,42.787,45.219,100.0,27.2854,33.4177,33.4724,26.2537,26.2967
SKQ202010S,MID10,B,2020-07-08T20:40:58,-146.0005,58.9102,4445.0,27,127.24,9,6.2575,6.2587,3.2838,3.2888,0.0115,2.8869,1.4913,1.8626,4.5696,0.0107,5.0,-0.0597,0.1017,97.4901,0.0,176.35,187.071,58.198,61.763,100.0,23.9909,32.9628,33.0174,25.9109,25.9539
SKQ202010S,MID10,B,2020-07-08T20:42:48,-146.0005,58.9102,4445.0,27,100.74,10,5.8681,5.8744,3.215,3.2208,0.0113,2.4398,1.7616,2.2417,4.5497,0.0801,5.0,-0.0645,0.1192,97.0647,0.0204,228.409,241.229,74.488,78.715,100.0,20.3651,32.5836,32.6419,25.6595,25.7048
SKQ202010S,MID10,B,2020-07-08T20:44:49,-146.0005,58.9102,4445.0,27,76.26,11,5.8432,5.8429,3.1965,3.2017,0.0127,2.296,1.8641,2.392,4.5849,0.2247,5.0,-0.0304,0.0884,97.8145,0.077,246.825,261.641,80.345,85.203,100.0,19.1984,32.4117,32.4698,25.5267,25.5727
SKQ202010S,MID10,B,2020-07-08T20:46:54,-146.0005,58.9102,4445.0,27,50.85,12,6.2338,6.2384,3.2172,3.2227,0.0226,1.9413,2.0262,2.6194,4.5762,0.6765,5.0,0.2059,0.0959,97.63,0.442,272.755,288.96,89.511,94.88,100.0,16.3223,32.2816,32.3393,25.3764,25.4214
SKQ202010S,MID10,B,2020-07-08T20:48:31,-146.0005,58.9102,4445.0,27,39.62,13,6.4449,6.4172,3.2292,3.2321,0.0236,1.9303,2.0083,2.5878,4.5624,0.9894,5.0,0.231,0.1081,97.3349,1.04,266.958,282.007,88.0,92.94,100.0,16.2328,32.2204,32.2785,25.3017,25.351
SKQ202010S,MID10,B,2020-07-08T20:49:57,-146.0005,58.9102,4445.0,27,30.28,14,7.262,7.2657,3.2933,3.2991,0.0413,1.4837,2.0913,2.709,4.5157,1.4171,5.0,0.6555,0.1492,96.3395,2.99,276.878,292.932,92.958,98.399,100.0,12.6109,32.1602,32.2197,25.1473,25.1935
SKQ202010S,MID10,B,2020-07-08T20:51:23,-146.0005,58.9102,4445.0,27,19.74,15,10.2414,10.211,3.536,3.5387,0.0868,0.9869,2.227,2.8839,4.3033,2.006,5.0,1.7482,0.3419,91.8075,11.9,278.727,294.119,99.855,105.341,100.0,8.5815,31.9977,32.0518,24.5684,24.6157
SKQ202010S,MID10,B,2020-07-08T20:52:53,-146.0005,58.9102,4445.0,27,10.47,16,12.7164,12.6409,3.7311,3.7338,0.0643,0.5251,2.331,3.0455,4.2074,2.5564,5.0,1.2069,0.4321,89.7603,42.7,283.309,301.532,106.768,113.529,100.0,4.8364,31.7719,31.8608,23.9482,24.0314
SKQ202010S,MID10,B,2020-07-08T20:53:01,-146.0005,58.9102,4445.0,27,10.23,17,12.5601,12.6134,3.7206,3.7305,0.0595,0.5742,2.3409,3.0449,4.2233,2.5582,5.0,1.0933,0.417,90.1006,42.9,284.892,301.172,107.045,113.328,100.0,5.2353,31.8039,31.8528,24.0028,24.0305
SKQ202010S,MID10,B,2020-07-08T20:55:24,-146.0005,58.9102,4445.0,27,4.55,18,13.8193,13.8227,3.8091,3.8171,0.0582,0.4827,2.2866,2.9707,4.1862,2.9544,5.0,1.0616,0.4523,89.3084,107.0,266.817,283.176,102.711,109.07,100.0,4.4926,31.5849,31.6566,23.5862,23.6408
SKQ202010S,MID10,B,2020-07-08T20:55:35,-146.0005,58.9102,4445.0,27,4.12,19,13.8165,13.8245,3.8089,3.8173,0.0597,0.5876,2.2857,2.9709,4.1872,2.999,5.0,1.0957,0.4514,89.3285,119.0,266.569,283.011,102.61,109.011,100.0,5.343,31.5859,31.6569,23.5875,23.6406
SKQ202010S,MID9,B,2020-07-08T23:04:39,-146.1007,59.068,2936.0,28,4.09,1,13.9248,13.9257,3.8523,3.8508,0.0457,0.4283,2.2821,2.9464,4.1845,3.1994,5.0,0.7608,0.454,89.2711,188.0,264.391,278.815,102.216,107.783,100.0,4.0519,31.8969,31.8822,23.8055,23.7941
SKQ202010S,MID9,B,2020-07-08T23:04:46,-146.1007,59.068,2936.0,28,3.6,2,13.9182,13.9211,3.8519,3.8505,0.0447,0.4835,2.2836,2.9497,4.1829,3.2307,5.0,0.7368,0.4555,89.2371,204.0,264.946,279.537,102.419,108.054,100.0,4.4991,31.899,31.8834,23.8086,23.7959
SKQ202010S,MID9,B,2020-07-08T23:04:58,-146.1007,59.068,2936.0,28,3.49,3,13.9145,13.9153,3.8517,3.8501,0.046,0.5178,2.2856,2.9529,4.1836,3.2273,5.0,0.7686,0.4548,89.252,201.0,265.259,279.782,102.533,108.136,100.0,4.7776,31.9,31.8845,23.8101,23.7979
SKQ202010S,MID9,B,2020-07-08T23:05:04,-146.1007,59.068,2936.0,28,4.02,4,13.8927,13.8934,3.8503,3.8486,0.0457,0.4812,2.2861,2.9506,4.1832,3.1885,5.0,0.7614,0.4552,89.2429,184.0,265.487,279.769,102.579,108.087,100.0,4.4807,31.9049,31.889,23.8183,23.8059
SKQ202010S,MID9,B,2020-07-08T23:05:12,-146.1007,59.068,2936.0,28,3.98,5,13.9018,13.8988,3.8508,3.849,0.045,0.4626,2.2851,2.9529,4.1838,3.1982,5.0,0.7428,0.4547,89.2552,188.0,265.017,279.971,102.414,108.176,100.0,4.3296,31.9022,31.888,23.8144,23.804
SKQ202010S,MID9,B,2020-07-08T23:58:00,-146.1007,59.068,2936.0,29,1519.58,1,2.3691,2.3705,3.1363,3.1362,0.0112,4.1394,0.6154,0.6267,4.6349,0.0201,5.0,-0.0669,0.0449,98.8822,0.0022,23.354,24.682,7.101,7.505,100.0,34.1485,34.4987,34.4956,27.5401,27.5375
SKQ202010S,MID9,B,2020-07-09T00:09:05,-146.1007,59.068,2936.0,29,1012.25,2,3.1337,3.1353,3.1681,3.1679,0.0113,4.1397,0.5838,0.5822,4.6318,0.0191,5.0,-0.0651,0.0476,98.8168,0.0021,14.51,15.334,4.491,4.746,100.0,34.1509,34.3336,34.3297,27.3408,27.3376
SKQ202010S,MID9,B,2020-07-09T00:14:49,-146.1007,59.068,2936.0,29,758.21,3,3.6043,3.6052,3.1894,3.1892,0.0117,4.1404,0.592,0.5935,4.6314,0.0161,5.0,-0.055,0.048,98.8083,0.0014,15.559,16.418,4.867,5.136,100.0,34.1568,34.2273,34.2234,27.2112,27.208
SKQ202010S,MID9,B,2020-07-09T00:20:30,-146.1007,59.068,2936.0,29,505.91,4,4.1439,4.1455,3.2105,3.2103,0.0113,4.1408,0.6642,0.6943,4.6277,0.0101,5.0,-0.0639,0.0511,98.7285,0.0,29.41,30.857,9.308,9.766,100.0,34.1602,34.0476,34.0429,27.0137,27.0098
SKQ202010S,MID9,B,2020-07-09T00:25:22,-146.1007,59.068,2936.0,29,303.24,5,5.024,5.0252,3.2628,3.2624,0.0113,4.1065,0.9208,1.0547,4.6164,0.0101,5.0,-0.0651,0.0609,98.4882,0.0,76.83,80.778,24.797,26.071,100.0,33.8819,33.86,33.8541,26.7687,26.7639
SKQ202010S,MID9,B,2020-07-09T00:31:23,-146.1007,59.068,2936.0,29,252.29,6,5.5562,5.5604,3.3049,3.3047,0.0116,3.8348,1.0055,1.1739,4.6072,0.0111,5.0,-0.0585,0.0689,98.2925,0.0001,91.225,96.028,29.808,31.379,100.0,31.6782,33.8298,33.8239,26.6824,26.6773
SKQ202010S,MID9,B,2020-07-09T00:33:43,-146.1007,59.068,2936.0,29,202.26,7,6.1185,6.1194,3.3423,3.3418,0.0114,3.6043,1.0919,1.294,4.5769,0.0107,5.0,-0.0627,0.0953,97.6454,0.0,105.206,110.675,34.801,36.609,100.0,29.809,33.7159,33.7098,26.5231,26.5181
SKQ202010S,MID9,B,2020-07-09T00:37:04,-146.1007,59.068,2936.0,29,151.06,8,6.4009,6.4026,3.3373,3.3366,0.0114,3.173,1.2417,1.5043,4.5378,0.0118,5.0,-0.0615,0.1296,96.8111,0.0002,130.911,137.708,43.489,45.745,100.0,26.3107,33.4072,33.3972,26.2433,26.2352
SKQ202010S,MID9,B,2020-07-09T00:39:02,-146.1007,59.068,2936.0,29,127.14,9,6.3638,6.3656,3.3046,3.304,0.0114,2.9929,1.4311,1.7723,4.5456,0.011,5.0,-0.0621,0.1228,96.9775,0.0001,165.616,174.753,54.842,57.867,100.0,24.85,33.091,33.0828,25.9986,25.992
SKQ202010S,MID9,B,2020-07-09T00:40:47,-146.1007,59.068,2936.0,29,100.98,10,5.9586,5.9599,3.2367,3.2359,0.0114,2.5703,1.702,2.1444,4.5771,0.0259,5.0,-0.0633,0.0952,97.6491,0.0038,216.161,226.317,70.725,74.044,100.0,21.4232,32.7392,32.7289,25.7715,25.7632
SKQ202010S,MID9,B,2020-07-09T00:43:00,-146.1007,59.068,2936.0,29,75.74,11,5.8238,5.8247,3.201,3.2001,0.0125,2.3483,1.8778,2.3988,4.5904,0.0423,5.0,-0.0352,0.0835,97.9325,0.0086,248.717,262.099,80.965,85.317,100.0,19.6226,32.481,32.4698,25.5839,25.5749
SKQ202010S,MID9,B,2020-07-09T00:45:10,-146.1007,59.068,2936.0,29,50.79,12,6.1391,6.1432,3.2133,3.2127,0.0207,2.05,1.9751,2.5373,4.5584,0.3448,5.0,0.161,0.1115,97.2514,0.141,264.105,278.791,86.513,91.325,100.0,17.2038,32.3289,32.3187,25.4254,25.4168
SKQ202010S,MID9,B,2020-07-09T00:46:40,-146.1007,59.068,2936.0,29,40.49,13,6.6196,6.6197,3.2459,3.2448,0.0572,1.8404,2.0286,2.6085,4.4898,0.5768,5.0,1.0359,0.1722,95.787,0.326,270.026,284.667,89.384,94.222,100.0,15.5038,32.2397,32.227,25.2947,25.2846
SKQ202010S,MID9,B,2020-07-09T00:48:28,-146.1007,59.068,2936.0,29,30.49,14,7.3156,7.3377,3.2976,3.2978,0.064,1.4516,2.0837,2.6846,4.456,1.0059,5.0,1.1992,0.2024,95.0654,1.08,275.053,289.333,92.456,97.292,100.0,12.3508,32.1566,32.1383,25.1372,25.1197
SKQ202010S,MID9,B,2020-07-09T00:49:59,-146.1007,59.068,2936.0,29,20.11,15,10.4147,10.4163,3.5627,3.5615,0.1483,0.7666,2.3575,3.0645,4.1088,1.7954,5.0,3.2236,0.527,87.6563,7.31,300.197,316.926,108.038,114.051,100.0,6.7952,32.1126,32.0988,24.6287,24.6178
SKQ202010S,MID9,B,2020-07-09T00:51:08,-146.1007,59.068,2936.0,29,18.5,16,10.9807,11.0077,3.6121,3.6115,0.1522,0.5679,2.4016,3.126,4.0318,1.9501,5.0,3.3174,0.6027,86.0126,10.5,300.904,317.468,109.606,115.682,100.0,5.1834,32.1073,32.0773,24.5271,24.4991
SKQ202010S,MID9,B,2020-07-09T00:52:45,-146.1007,59.068,2936.0,29,10.42,17,13.5941,13.6006,3.8347,3.8332,0.0683,0.5505,2.3357,3.0226,4.1274,2.5596,5.0,1.3014,0.5089,88.0529,43.0,275.198,290.186,105.765,111.525,100.0,5.0423,32.0066,31.9872,23.9573,23.941
SKQ202010S,MID9,B,2020-07-09T00:54:14,-146.1007,59.068,2936.0,29,2.99,18,13.7341,13.7352,3.8452,3.8429,0.0608,0.4784,2.3082,2.9857,4.1389,3.0027,5.0,1.1226,0.4978,88.2975,120.0,269.255,284.514,103.763,109.629,100.0,4.4581,31.9904,31.968,23.9165,23.899
SKQ202010S,MID8,B,2020-07-09T03:05:23,-146.2018,59.2258,628.0,30,619.96,1,3.7459,3.7468,3.1919,3.1922,0.0113,4.1415,0.6035,0.6099,4.5698,0.0117,0.3267,-0.0639,0.1015,97.4939,0.0003,17.273,18.269,5.42,5.732,6.53,34.1659,34.1801,34.1827,27.1597,27.1617
SKQ202010S,MID8,B,2020-07-09T03:05:28,-146.2018,59.2258,628.0,30,620.05,2,3.7442,3.7456,3.1918,3.1921,0.012,4.1415,0.6033,0.61,4.5727,0.0109,0.312,-0.0478,0.099,97.5561,0.0,17.297,18.327,5.427,5.751,6.24,34.1655,34.1807,34.1832,27.1603,27.1621
SKQ202010S,MID8,B,2020-07-09T03:08:54,-146.2018,59.2258,628.0,30,506.8,3,3.9624,3.9636,3.1983,3.1987,0.0116,4.1415,0.6366,0.6565,4.5865,0.0102,5.0,-0.0579,0.0869,97.8501,0.0,23.685,25.071,7.466,7.903,100.0,34.1655,34.0907,34.0934,27.0666,27.0687
SKQ202010S,MID8,B,2020-07-09T03:13:47,-146.2018,59.2258,628.0,30,303.16,4,5.095,5.0957,3.2696,3.2699,0.0113,4.0685,0.9177,1.0493,4.5894,0.0133,5.0,-0.0645,0.0844,97.9123,0.0006,76.115,79.859,24.609,25.82,100.0,33.5733,33.8663,33.869,26.7656,26.7676
SKQ202010S,MID8,B,2020-07-09T03:15:59,-146.2018,59.2258,628.0,30,253.15,5,5.8231,5.8239,3.3264,3.3267,0.0116,3.7271,1.0402,1.2214,4.5987,0.011,5.0,-0.0579,0.0763,98.1101,0.0001,96.918,101.903,31.861,33.501,100.0,30.8049,33.8063,33.8088,26.6314,26.6333
SKQ202010S,MID8,B,2020-07-09T03:18:04,-146.2018,59.2258,628.0,30,202.1,6,6.3024,6.3034,3.3452,3.3456,0.0114,3.4316,1.175,1.41,4.5636,0.0112,5.0,-0.0633,0.107,97.3604,0.0001,119.943,125.942,39.801,41.794,100.0,28.408,33.5669,33.5694,26.382,26.3839
SKQ202010S,MID8,B,2020-07-09T03:20:08,-146.2018,59.2258,628.0,30,151.55,7,6.3659,6.3662,3.3167,3.317,0.0116,3.0853,1.3564,1.6614,4.4964,0.0107,5.0,-0.0579,0.1663,95.9279,0.0,152.204,159.605,50.449,52.903,100.0,25.6002,33.2119,33.2147,26.0937,26.096
SKQ202010S,MID8,B,2020-07-09T03:21:47,-146.2018,59.2258,628.0,30,126.32,8,6.1324,6.133,3.2661,3.2663,0.0115,2.7629,1.5678,1.9617,4.4476,0.0109,5.0,-0.0597,0.21,94.8857,0.0,191.464,201.495,62.967,66.268,100.0,22.9849,32.8871,32.8896,25.8669,25.8688
SKQ202010S,MID8,B,2020-07-09T03:23:34,-146.2018,59.2258,628.0,30,100.97,9,5.7666,5.7636,3.2136,3.2134,0.012,2.4121,1.7712,2.2477,4.5634,0.0125,5.0,-0.0478,0.1072,97.3561,0.0004,230.634,243.276,75.081,79.192,100.0,20.1401,32.6658,32.6664,25.7367,25.7376
SKQ202010S,MID8,B,2020-07-09T03:25:11,-146.2018,59.2258,628.0,30,75.37,10,5.7069,5.7079,3.19,3.1903,0.0147,2.1144,1.9509,2.4974,4.5986,0.0982,5.0,0.0156,0.0763,98.1096,0.0266,263.3,276.414,85.471,89.732,100.0,17.7262,32.47,32.4725,25.5891,25.5909
SKQ202010S,MID8,B,2020-07-09T03:27:13,-146.2018,59.2258,628.0,30,50.28,11,5.9258,5.923,3.1971,3.1971,0.0158,2.1765,1.9372,2.48,4.5753,0.3422,5.0,0.042,0.0967,97.6108,0.139,258.433,272.361,84.248,88.785,100.0,18.2294,32.3513,32.3545,25.4691,25.472
SKQ202010S,MID8,B,2020-07-09T03:29:07,-146.2018,59.2258,628.0,30,40.33,12,6.2635,6.2605,3.2227,3.2227,0.025,1.9588,1.9985,2.564,4.5694,0.5216,5.0,0.2645,0.1019,97.4843,0.273,267.348,281.058,87.823,92.322,100.0,16.4637,32.3203,32.3231,25.4032,25.4058
SKQ202010S,MID8,B,2020-07-09T03:31:04,-146.2018,59.2258,628.0,30,30.24,13,7.1673,7.1677,3.2918,3.292,0.0558,1.5224,2.1028,2.71,4.5007,0.7884,5.0,1.003,0.1625,96.0204,0.609,279.435,293.872,93.663,98.505,100.0,12.9248,32.2318,32.2345,25.2164,25.2185
SKQ202010S,MID8,B,2020-07-09T03:32:39,-146.2018,59.2258,628.0,30,23.29,14,10.1974,10.2113,3.5401,3.5417,0.1682,0.6582,2.3663,3.0717,3.9782,1.3107,5.0,3.7014,0.6562,84.8689,2.31,301.087,317.34,107.824,113.681,100.0,5.9162,32.0759,32.0796,24.6367,24.6373
SKQ202010S,MID8,B,2020-07-09T03:34:09,-146.2018,59.2258,628.0,30,20.35,15,10.4142,10.4142,3.557,3.5562,0.1589,0.6154,2.3405,3.0287,4.0084,1.5251,5.0,3.4783,0.6259,85.5144,3.87,296.287,310.974,106.586,111.863,100.0,5.5694,32.0559,32.0481,24.5846,24.5786
SKQ202010S,MID8,B,2020-07-09T03:36:22,-146.2018,59.2258,628.0,30,9.74,16,13.4134,13.4134,3.792,3.7923,0.0688,0.4893,2.32,2.9979,4.144,2.3011,5.0,1.3152,0.4929,88.4071,23.7,273.757,288.336,104.645,110.221,100.0,4.546,31.7607,31.7638,23.8033,23.8057
SKQ202010S,MID8,B,2020-07-09T03:38:33,-146.2018,59.2258,628.0,30,3.56,17,13.431,13.4315,3.7919,3.7922,0.0663,0.4754,2.3196,2.9959,4.1407,2.6262,5.0,1.2548,0.496,88.3374,50.2,273.459,287.639,104.559,109.984,100.0,4.4332,31.7471,31.7497,23.7893,23.7913
SKQ202010S,MID8,B,2020-07-09T03:38:42,-146.2018,59.2258,628.0,30,3.64,18,13.4329,13.434,3.7918,3.7921,0.0717,0.5187,2.3192,2.9973,4.1417,2.6171,5.0,1.3845,0.4951,88.3581,49.2,273.508,288.098,104.581,110.163,100.0,4.7847,31.7452,31.7471,23.7875,23.7887
SKQ202010S,MID7,B,2020-07-09T05:36:48,-146.2773,59.3837,74.0,31,55.95,1,8.888,8.8991,3.4285,3.4314,0.0868,1.2849,2.0872,2.6945,4.2631,0.011,5.0,1.7482,0.3795,90.9487,0.0,265.973,280.904,92.572,97.807,100.0,10.9989,32.092,32.1113,24.859,24.8724
SKQ202010S,MID7,B,2020-07-09T05:38:30,-146.2773,59.3837,74.0,31,50.24,2,9.0276,9.0314,3.4383,3.4407,0.0786,1.2541,2.1041,2.7124,4.2464,0.011,5.0,1.5508,0.3952,90.5925,0.0,267.731,282.187,93.457,98.526,100.0,10.7485,32.0695,32.0908,24.8199,24.836
SKQ202010S,MID7,B,2020-07-09T05:40:20,-146.2773,59.3837,74.0,31,40.48,3,9.0823,9.0806,3.4419,3.4439,0.0929,1.1989,2.1157,2.7345,4.24,0.0124,5.0,1.8941,0.4012,90.4553,0.0003,268.982,284.109,94.002,99.301,100.0,10.3013,32.0619,32.0847,24.8055,24.8236
SKQ202010S,MID7,B,2020-07-09T05:42:03,-146.2773,59.3837,74.0,31,30.74,4,10.0216,10.0169,3.5143,3.5159,0.1168,1.03,2.1864,2.8303,4.1631,0.1785,5.0,2.4664,0.4744,88.8165,0.0569,274.219,289.695,97.754,103.275,100.0,8.9313,31.9682,31.9891,24.5819,24.5989
SKQ202010S,MID7,B,2020-07-09T05:43:49,-146.2773,59.3837,74.0,31,20.28,5,11.0405,11.0436,3.5969,3.5995,0.1296,0.8037,2.2319,2.8926,4.1088,0.7426,5.0,2.775,0.527,87.6568,0.535,274.762,290.5,100.068,105.824,100.0,7.0964,31.9041,31.9274,24.3586,24.3762
SKQ202010S,MID7,B,2020-07-09T05:45:39,-146.2773,59.3837,74.0,31,10.03,6,11.7112,11.6914,3.6554,3.6562,0.1097,0.7035,2.2573,2.9256,4.0989,1.5308,5.0,2.2972,0.5366,87.4457,3.92,274.28,290.111,101.316,107.138,100.0,6.2836,31.9013,31.9263,24.2365,24.2595
SKQ202010S,MID7,B,2020-07-09T05:47:45,-146.2773,59.3837,74.0,31,3.25,7,11.7327,11.7304,3.6567,3.659,0.1097,0.6609,2.2571,2.9302,4.0991,2.1381,5.0,2.2972,0.5364,87.4494,16.3,273.963,290.344,101.243,107.31,100.0,5.9378,31.8986,31.9225,24.2305,24.2494
SKQ202010S,MID6,B,2020-07-09T16:17:43,-146.2505,59.499,36.0,34,29.19,1,8.6097,8.5448,3.4041,3.3996,0.0543,1.1854,2.073,2.6651,4.3593,1.7637,5.0,0.9678,0.2902,93.0013,6.78,264.87,278.659,91.627,96.267,100.0,10.1913,32.1012,32.1132,24.9084,24.9276
SKQ202010S,MID6,B,2020-07-09T16:17:51,-146.2505,59.499,36.0,34,29.34,2,8.5871,8.5809,3.4025,3.4021,0.0502,1.272,2.0689,2.6606,4.3704,1.7386,5.0,0.8679,0.28,93.2389,6.4,263.834,278.008,91.225,96.114,100.0,10.894,32.1048,32.1065,24.9146,24.9168
SKQ202010S,MID6,B,2020-07-09T16:19:41,-146.2505,59.499,36.0,34,20.27,3,9.0718,9.0797,3.4404,3.4412,0.0709,1.2043,2.107,2.7152,4.3098,2.4335,5.0,1.3654,0.3358,91.9468,32.2,266.906,280.996,93.257,98.198,100.0,10.3445,32.0653,32.066,24.8097,24.8091
SKQ202010S,MID6,B,2020-07-09T16:21:38,-146.2505,59.499,36.0,34,10.03,4,9.2349,9.2377,3.4503,3.4507,0.0706,1.0023,2.1293,2.7442,4.3198,3.078,5.0,1.3594,0.3266,92.1595,142.0,269.352,283.177,94.423,99.277,100.0,8.7068,32.0249,32.0271,24.7527,24.754
