Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],C0S/m,C1S/m,Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202012S,PWS3,B,2020-09-07T15:21:30,-147.6678,60.6665,730.0,28,126.04,7,5.8033,5.8005,3.1818,3.1812,0.0116,2.5829,1.6339,2.014,4.5011,0.0126,5.0,-0.0568,0.1622,96.0273,0.0004,206.385,211.501,67.043,68.698,100.0,21.5252,32.2603,32.2561,25.4119,25.4089
SKQ202012S,PWS3,B,2020-09-07T15:23:59,-147.6678,60.6665,730.0,28,100.82,8,5.8124,5.8158,3.1615,3.1622,0.0116,2.3247,1.7346,2.148,4.4909,0.0129,5.0,-0.0585,0.1712,95.8104,0.0005,224.909,229.855,72.954,74.567,100.0,19.4316,32.036,32.0405,25.2336,25.2367
SKQ202012S,PWS3,B,2020-09-07T15:26:28,-147.6678,60.6665,730.0,28,75.76,9,6.2199,6.22,3.1719,3.1724,0.0124,2.0436,1.8214,2.2665,4.5003,0.0122,5.0,-0.0382,0.1628,96.0114,0.0003,237.622,242.976,77.668,79.422,100.0,17.1515,31.7807,31.7857,24.9829,24.9868
SKQ202012S,PWS3,B,2020-09-07T15:29:28,-147.6678,60.6665,730.0,28,50.93,10,8.1247,8.1072,3.2558,3.2554,0.0177,1.3895,2.0087,2.5302,4.4887,0.0108,5.0,0.0887,0.1731,95.7641,0.0,259.523,267.069,88.081,90.614,100.0,11.8468,30.9686,30.9802,24.0918,24.1034
SKQ202012S,PWS3,B,2020-09-07T15:31:17,-147.6678,60.6665,730.0,28,40.79,11,10.0914,10.113,3.3695,3.3703,0.0304,1.093,2.0603,2.5978,4.4776,0.0109,5.0,0.3948,0.183,95.5275,0.0,256.581,263.906,90.611,93.236,100.0,9.4424,30.447,30.4372,23.3844,23.3732
SKQ202012S,PWS3,B,2020-09-07T15:33:12,-147.6678,60.6665,730.0,28,30.43,12,11.9407,11.9379,3.414,3.4144,0.0371,0.8453,2.0931,2.6388,4.4329,0.0576,5.0,0.5551,0.2232,94.5725,0.0133,252.309,259.948,91.999,94.782,100.0,7.4332,29.3821,29.3875,22.2408,22.2455
SKQ202012S,PWS3,B,2020-09-07T15:35:10,-147.6678,60.6665,730.0,28,20.47,13,13.2619,13.2673,3.2926,3.293,0.0691,0.3862,2.1517,2.7229,4.2607,0.4274,4.6933,1.323,0.3817,90.8988,0.196,257.446,266.493,95.067,98.419,93.87,3.7106,27.2589,27.259,20.3557,20.3548
SKQ202012S,PWS3,B,2020-09-07T15:37:06,-147.6678,60.6665,730.0,28,9.86,14,13.1664,13.1679,3.2441,3.2447,0.0738,0.5169,2.1597,2.7301,4.2474,1.0712,5.0,1.436,0.3942,90.6148,1.28,259.429,268.015,95.361,98.523,100.0,4.7703,26.8861,26.8899,20.0859,20.0886
SKQ202012S,PWS2,B,2020-09-07T19:14:06,-147.8033,60.535,728.0,29,100.6,1,5.7919,5.7813,3.1625,3.1629,0.0118,0.1764,1.7397,2.1624,4.5075,0.0142,5.0,-0.0532,0.1565,96.164,0.0007,225.05,231.415,72.982,75.035,100.0,2.009,32.0668,32.0814,25.2603,25.2731
SKQ202012S,PWS2,B,2020-09-07T19:14:31,-147.8033,60.535,728.0,29,100.75,2,5.7769,5.7773,3.1624,3.1628,0.0119,0.11,1.7315,2.1588,4.5074,0.0214,5.0,-0.0514,0.1565,96.1629,0.0026,223.695,231.046,72.524,74.91,100.0,1.47,32.0794,32.0839,25.272,25.2756
SKQ202012S,PWS2,B,2020-09-07T19:19:28,-147.8033,60.535,728.0,29,50.49,3,7.8912,7.884,3.246,3.2462,0.0176,0.1625,1.9877,2.5092,4.514,0.3815,4.7088,0.0857,0.1506,96.3038,0.164,256.924,265.359,86.807,89.648,94.18,1.8956,31.0726,31.0808,24.2062,24.2137
SKQ202012S,PWS2,B,2020-09-07T19:22:04,-147.8033,60.535,728.0,29,40.57,4,10.7368,10.7341,3.378,3.378,0.0337,0.094,2.0986,2.6565,4.4844,0.5539,5.0,0.4719,0.177,95.6706,0.303,259.263,268.253,92.546,95.751,100.0,1.3401,29.9959,29.9987,22.9265,22.9291
SKQ202012S,PWS2,B,2020-09-07T19:22:11,-147.8033,60.535,728.0,29,40.67,5,10.7365,10.7378,3.3782,3.3787,0.0327,0.094,2.1001,2.6533,4.4842,0.5485,5.0,0.4492,0.1771,95.6684,0.298,259.605,267.337,92.669,95.434,100.0,1.3403,29.9983,30.0022,22.9284,22.9312
SKQ202012S,PWS2,B,2020-09-07T19:25:01,-147.8033,60.535,728.0,29,30.22,6,12.3286,12.3291,3.4016,3.402,0.0373,0.094,2.1215,2.6816,4.4419,1.1263,5.0,0.5592,0.2151,94.765,1.47,255.498,263.446,93.645,96.562,100.0,1.3405,28.9615,28.9654,21.8448,21.8478
SKQ202012S,PWS2,B,2020-09-07T19:27:07,-147.8033,60.535,728.0,29,29.38,7,12.3761,12.4121,3.4047,3.4078,0.0349,0.094,2.1209,2.6763,4.4316,1.1606,5.0,0.5024,0.2244,94.5443,1.6,254.931,262.448,93.526,96.357,100.0,1.3401,28.9551,28.9567,21.8312,21.8258
SKQ202012S,PWS2,B,2020-09-07T19:30:10,-147.8033,60.535,728.0,29,20.44,8,13.2444,13.2466,3.3623,3.363,0.0713,0.094,2.1294,2.688,4.3688,1.9164,5.0,1.3756,0.2815,93.2049,9.69,252.722,260.77,93.715,96.707,100.0,1.3405,27.9106,27.9159,20.8621,20.8657
SKQ202012S,PWS2,B,2020-09-07T19:30:22,-147.8033,60.535,728.0,29,20.48,9,13.2376,13.2438,3.3661,3.3636,0.0684,0.094,2.1303,2.6892,4.3766,1.9118,5.0,1.3062,0.2743,93.3713,9.59,252.835,261.379,93.77,96.933,100.0,1.3409,27.9513,27.9238,20.8948,20.8723
SKQ202012S,PWS2,B,2020-09-07T19:32:54,-147.8033,60.535,728.0,29,19.37,10,13.2399,13.246,3.3647,3.3627,0.0701,0.094,2.132,2.6887,4.3683,1.87,4.6283,1.3469,0.282,93.1932,8.7,253.206,260.835,93.903,96.729,92.57,1.3409,27.9365,27.9141,20.8829,20.8645
SKQ202012S,PWS2,B,2020-09-07T19:34:38,-147.8033,60.535,728.0,29,14.22,11,13.3931,13.3948,3.3141,3.3145,0.0764,0.094,2.1694,2.74,4.2608,2.1666,5.0,1.4976,0.3817,90.8993,17.3,259.166,266.919,96.032,98.911,100.0,1.3403,27.3641,27.3665,20.4121,20.4136
SKQ202012S,PWS2,B,2020-09-07T19:36:24,-147.8033,60.535,728.0,29,10.45,12,13.4977,13.4997,3.2923,3.2927,0.0764,0.094,2.156,2.7225,4.2769,2.489,5.0,1.497,0.3665,91.2438,36.6,256.727,264.699,95.153,98.113,100.0,1.3407,27.0917,27.0935,20.182,20.183
SKQ202012S,PWS2,B,2020-09-07T19:36:32,-147.8033,60.535,728.0,29,10.36,13,13.5134,13.511,3.2894,3.2906,0.0779,0.094,2.1556,2.724,4.2734,2.5106,5.0,1.5335,0.3698,91.1689,38.4,256.39,265.044,95.034,98.245,100.0,1.3407,27.0544,27.0669,20.1503,20.1604
SKQ202012S,PWS2,B,2020-09-07T19:38:15,-147.8033,60.535,728.0,29,7.19,14,13.4382,13.4244,3.2146,3.2111,0.0706,0.0941,2.156,2.7241,4.261,2.7229,5.0,1.3576,0.3814,90.9046,62.8,257.874,266.829,95.019,98.276,100.0,1.3413,26.4273,26.4053,19.681,19.6666
SKQ202012S,PWS2,B,2020-09-07T19:40:02,-147.8033,60.535,728.0,29,4.14,15,13.2291,13.2275,3.1626,3.1623,0.0622,0.094,2.1644,2.7361,4.2391,3.0254,5.0,1.1573,0.4021,90.4372,126.0,261.022,269.497,95.545,98.642,100.0,1.3407,26.0994,26.0973,19.4671,19.4658
SKQ202012S,PWS2,B,2020-09-07T19:42:28,-147.8033,60.535,728.0,29,2.74,16,13.1918,13.1957,3.1551,3.1559,0.0613,0.094,2.1644,2.7406,4.2288,3.2673,5.0,1.1352,0.4118,90.2171,221.0,261.246,270.283,95.524,98.84,100.0,1.3409,26.0569,26.0614,19.4413,19.444
SKQ202012S,PWS2,B,2020-09-07T19:42:35,-147.8033,60.535,728.0,29,2.73,17,13.1923,13.1939,3.1551,3.1556,0.063,0.0941,2.1672,2.7376,4.2291,3.3299,5.0,1.1752,0.4115,90.2245,266.0,261.777,269.796,95.719,98.657,100.0,1.3411,26.0565,26.0595,19.4409,19.4429
SKQ202012S,PWS2,B,2020-09-07T19:42:42,-147.8033,60.535,728.0,29,2.97,18,13.1927,13.1944,3.1552,3.1557,0.0604,0.094,2.165,2.7415,4.2314,3.2468,5.0,1.1125,0.4094,90.2723,211.0,261.29,270.427,95.542,98.889,100.0,1.3401,26.0567,26.0599,19.441,19.4431
SKQ202012S,PWS2,B,2020-09-07T19:42:48,-147.8033,60.535,728.0,29,2.86,19,13.1898,13.1926,3.1547,3.1554,0.0614,0.094,2.1656,2.7352,4.2318,3.2393,5.0,1.137,0.409,90.2809,207.0,261.61,269.367,95.652,98.497,100.0,1.3409,26.0544,26.0586,19.4397,19.4424
SKQ202012S,PWS2,B,2020-09-07T22:26:08,-147.8035,60.535,737.0,30,731.34,1,6.331,6.3322,3.3414,3.3418,0.0114,0.0,1.1085,1.3059,3.9966,0.011,0.1912,-0.0633,0.6378,85.2619,0.0,115.475,119.697,38.253,39.654,3.82,0.578,33.2429,33.2467,26.1227,26.1256
SKQ202012S,PWS2,B,2020-09-07T22:26:15,-147.8035,60.535,737.0,30,731.4,2,6.331,6.3322,3.3414,3.3418,0.0113,0.0,1.1084,1.3055,3.968,0.0126,0.1921,-0.0657,0.6667,84.652,0.0003,115.377,119.607,38.22,39.624,3.84,0.578,33.2428,33.2468,26.1226,26.1256
SKQ202012S,PWS2,B,2020-09-07T22:26:21,-147.8035,60.535,737.0,30,731.42,3,6.331,6.3321,3.3414,3.3418,0.0122,0.0,1.1081,1.3064,3.9807,0.0117,0.1873,-0.0436,0.6538,84.9221,0.0001,115.476,119.867,38.253,39.71,3.75,0.578,33.2428,33.2469,26.1226,26.1257
SKQ202012S,PWS2,B,2020-09-07T22:32:02,-147.8035,60.535,737.0,30,505.8,4,6.2397,6.2405,3.3155,3.3159,0.0108,0.0,1.1962,1.4268,4.451,0.011,5.0,-0.0777,0.2069,94.9591,0.0,129.32,134.148,42.72,44.316,100.0,0.578,33.1513,33.155,26.062,26.0648
SKQ202012S,PWS2,B,2020-09-07T22:32:11,-147.8035,60.535,737.0,30,505.8,5,6.24,6.2406,3.3156,3.316,0.0109,0.0,1.1968,1.4256,4.4542,0.0109,5.0,-0.0759,0.204,95.0266,0.0,129.328,133.832,42.722,44.212,100.0,0.578,33.1513,33.1551,26.0619,26.0648
SKQ202012S,PWS2,B,2020-09-07T22:38:09,-147.8035,60.535,737.0,30,252.66,6,6.0641,6.0654,3.2645,3.265,0.0115,0.0,1.3831,1.6822,4.4936,0.0141,5.0,-0.0603,0.1688,95.8689,0.0007,161.063,166.481,52.88,54.662,100.0,0.578,32.8747,32.8786,25.8655,25.8684
SKQ202012S,PWS2,B,2020-09-07T22:38:19,-147.8035,60.535,737.0,30,252.61,7,6.0642,6.0655,3.2645,3.265,0.0103,0.0,1.3839,1.6821,4.4953,0.0141,5.0,-0.089,0.1673,95.9034,0.0008,161.227,166.303,52.934,54.604,100.0,0.578,32.8747,32.8784,25.8655,25.8683
SKQ202012S,PWS2,B,2020-09-07T22:41:05,-147.8035,60.535,737.0,30,202.12,8,6.0811,6.0797,3.2517,3.2514,0.0107,0.0,1.4155,1.728,4.4804,0.0379,5.0,-0.0795,0.1806,95.586,0.0072,165.76,171.705,54.389,56.337,100.0,0.578,32.7396,32.7376,25.7568,25.7554
SKQ202012S,PWS2,B,2020-09-07T22:41:11,-147.8035,60.535,737.0,30,202.06,9,6.0826,6.0778,3.252,3.2511,0.0108,0.0,1.4151,1.7311,4.4795,0.0258,5.0,-0.0777,0.1813,95.5674,0.0039,165.745,172.385,54.387,56.558,100.0,0.578,32.7413,32.7361,25.7579,25.7544
SKQ202012S,PWS2,B,2020-09-07T22:43:37,-147.8035,60.535,737.0,30,151.45,10,5.9939,5.995,3.2218,3.2222,0.0114,0.0,1.5147,1.8619,4.4855,0.0188,5.0,-0.0627,0.176,95.6955,0.0019,183.587,189.57,60.016,61.975,100.0,0.578,32.5135,32.5168,25.5889,25.5914
SKQ202012S,PWS2,B,2020-09-07T22:43:46,-147.8035,60.535,737.0,30,151.49,11,5.9943,5.9953,3.2219,3.2223,0.0116,0.0,1.5147,1.8628,4.4873,0.0131,5.0,-0.0574,0.1744,95.7338,0.0006,183.787,189.848,60.083,62.067,100.0,0.578,32.5148,32.5182,25.5899,25.5925
SKQ202012S,PWS2,B,2020-09-07T22:46:07,-147.8035,60.535,737.0,30,126.46,12,5.8575,5.8579,3.1892,3.1895,0.0115,0.0,1.628,2.0174,4.517,0.0299,5.0,-0.0603,0.1481,96.3666,0.005,204.692,211.609,66.593,68.845,100.0,0.578,32.2912,32.2942,25.4298,25.4322
SKQ202012S,PWS2,B,2020-09-07T22:48:47,-147.8035,60.535,737.0,30,101.06,13,5.8088,5.8095,3.1605,3.1608,0.0116,0.0,1.7555,2.1908,4.4907,0.0399,5.0,-0.0579,0.1714,95.8046,0.008,228.553,235.251,74.126,76.301,100.0,0.578,32.0274,32.0302,25.2272,25.2293
SKQ202012S,PWS2,B,2020-09-07T22:51:02,-147.8035,60.535,737.0,30,76.03,14,6.3696,6.3737,3.1834,3.184,0.0125,0.0,1.8324,2.301,4.5171,0.1978,5.0,-0.0358,0.148,96.3687,0.065,238.725,246.956,78.294,81.003,100.0,0.578,31.7678,31.7711,24.9542,24.9563
SKQ202012S,PWS2,B,2020-09-07T22:53:30,-147.8035,60.535,737.0,30,50.39,15,8.4969,8.4871,3.2727,3.2727,0.0211,0.0,2.0031,2.5295,4.5089,0.7235,5.0,0.1706,0.1552,96.1943,0.507,256.516,264.857,87.695,90.533,100.0,0.578,30.8193,30.8283,23.9211,23.9296
SKQ202012S,PWS2,B,2020-09-07T22:55:40,-147.8035,60.535,737.0,30,40.45,16,10.2598,10.2615,3.3579,3.3583,0.031,0.0,2.0863,2.6382,4.4962,0.9341,5.0,0.4098,0.1665,95.9231,0.9,260.221,268.63,92.064,95.044,100.0,0.578,30.1902,30.1929,23.1569,23.1587
SKQ202012S,PWS2,B,2020-09-07T22:57:24,-147.8035,60.535,737.0,30,30.44,17,12.405,12.4955,3.4027,3.4064,0.0399,0.0,2.1211,2.681,4.4315,1.3348,5.0,0.6208,0.2244,94.5438,2.45,254.984,263.147,93.575,96.729,100.0,0.578,28.913,28.8786,21.7933,21.7501
SKQ202012S,PWS2,B,2020-09-07T22:59:14,-147.8035,60.535,737.0,30,20.26,18,13.1875,13.1823,3.3753,3.3774,0.0703,0.0,2.1394,2.6918,4.3588,2.0736,5.0,1.3517,0.2906,92.9922,14.0,254.588,261.379,94.403,96.926,100.0,0.578,28.0724,28.0959,20.9978,21.0169
SKQ202012S,PWS2,B,2020-09-07T23:01:10,-147.8035,60.535,737.0,30,10.22,19,13.227,13.2279,3.3029,3.3025,0.0809,0.0,2.1657,2.7407,4.2384,2.8026,4.8292,1.6059,0.4028,90.4207,75.4,259.207,267.86,95.73,98.925,96.58,0.578,27.3814,27.3774,20.4568,20.4536
SKQ202012S,PWS2,B,2020-09-07T23:01:19,-147.8035,60.535,737.0,30,10.42,20,13.227,13.229,3.3022,3.3031,0.0857,0.0,2.167,2.7422,4.2435,2.779,5.0,1.7213,0.3979,90.5308,71.4,259.417,268.21,95.804,99.06,100.0,0.578,27.3753,27.3825,20.4522,20.4573
SKQ202012S,PWS2,B,2020-09-07T23:01:25,-147.8035,60.535,737.0,30,10.41,21,13.2277,13.2298,3.3024,3.303,0.0873,0.0,2.1683,2.7389,4.2407,2.7806,5.0,1.7584,0.4006,90.4712,71.7,259.772,267.684,95.937,98.866,100.0,0.578,27.3768,27.3806,20.4532,20.4557
SKQ202012S,PWS2,B,2020-09-07T23:03:48,-147.8035,60.535,737.0,30,2.79,22,13.392,13.3831,3.2504,3.2524,0.0758,0.0,2.1701,2.7429,4.2089,3.4624,5.0,1.4826,0.4307,89.7917,346.0,260.019,268.351,95.959,99.032,100.0,0.578,26.787,26.8114,19.9671,19.9876
SKQ202012S,PWS2,B,2020-09-07T23:03:54,-147.8035,60.535,737.0,30,2.94,23,13.3965,13.3977,3.2494,3.2498,0.0748,0.0,2.1678,2.7406,4.2116,3.4678,4.7445,1.4587,0.4281,89.8502,356.0,259.452,267.959,95.75,98.894,94.89,0.578,26.775,26.7776,19.957,19.9588
SKQ202012S,PWS1,B,2020-09-08T01:03:31,-147.9348,60.3802,348.0,31,348.31,1,6.0443,6.0454,3.278,3.2785,0.0118,0.0,1.3309,1.612,4.4172,0.011,0.2266,-0.0532,0.2375,94.237,0.0,152.72,158.024,50.164,51.909,4.53,0.578,32.9983,33.0022,25.9657,25.9686
SKQ202012S,PWS1,B,2020-09-08T01:03:40,-147.9348,60.3802,348.0,31,348.28,2,6.0441,6.0455,3.278,3.2785,0.0118,0.0,1.3308,1.6121,4.4168,0.011,0.2279,-0.0526,0.2378,94.2295,0.0,152.599,158.108,50.124,51.937,4.56,0.578,32.998,33.0026,25.9654,25.9689
SKQ202012S,PWS1,B,2020-09-08T01:07:34,-147.9348,60.3802,348.0,31,252.3,3,6.048,6.0484,3.2605,3.2608,0.011,0.0,1.3857,1.6863,4.4389,0.0109,4.9853,-0.0711,0.2179,94.6991,0.0,161.24,166.809,52.907,54.736,99.71,0.578,32.8457,32.8483,25.8446,25.8466
SKQ202012S,PWS1,B,2020-09-08T01:10:26,-147.9348,60.3802,348.0,31,201.95,4,6.0319,6.0331,3.2471,3.2476,0.0117,0.0,1.4243,1.739,4.449,0.011,2.0489,-0.0556,0.2086,94.9176,0.0,167.604,173.191,54.93,56.765,40.98,0.578,32.7355,32.7396,25.7596,25.7627
SKQ202012S,PWS1,B,2020-09-08T01:12:55,-147.9348,60.3802,348.0,31,151.04,5,6.012,6.0131,3.2247,3.2251,0.0117,0.0,1.5051,1.8509,4.4582,0.0109,4.3798,-0.0562,0.2004,95.1122,0.0,181.583,187.985,59.393,61.49,87.6,0.578,32.5285,32.5328,25.5986,25.6019
SKQ202012S,PWS1,B,2020-09-08T01:15:09,-147.9348,60.3802,348.0,31,126.33,6,5.9483,5.9496,3.1998,3.2003,0.0116,0.0,1.6046,1.9893,4.5017,0.0108,5.0,-0.0568,0.1616,96.0406,0.0,199.876,207.115,65.18,67.545,100.0,0.578,32.3233,32.3277,25.4442,25.4476
SKQ202012S,PWS1,B,2020-09-08T01:17:28,-147.9348,60.3802,348.0,31,100.74,7,6.0267,6.0276,3.1853,3.1857,0.0117,0.0,1.7029,2.1223,4.493,0.011,5.0,-0.0562,0.1694,95.8545,0.0,217.156,224.555,70.826,73.244,100.0,0.578,32.0989,32.1032,25.2576,25.2608
SKQ202012S,PWS1,B,2020-09-08T01:19:56,-147.9348,60.3802,348.0,31,75.8,8,6.4204,6.4343,3.1934,3.1944,0.0127,0.0,1.7692,2.2106,4.4913,0.0491,5.0,-0.0304,0.1709,95.8178,0.0107,226.864,233.967,74.526,76.883,100.0,0.578,31.8314,31.8291,24.998,24.9945
SKQ202012S,PWS1,B,2020-09-08T01:22:28,-147.9348,60.3802,348.0,31,50.61,9,8.6369,8.631,3.2764,3.2766,0.0203,0.0,2.0141,2.5479,4.5071,0.4417,5.0,0.1514,0.1568,96.1555,0.206,257.631,266.32,88.299,91.27,100.0,0.578,30.7364,30.7435,23.8357,23.8421
SKQ202012S,PWS1,B,2020-09-08T01:24:18,-147.9348,60.3802,348.0,31,40.37,10,9.7185,9.7189,3.3101,3.3105,0.0254,0.0,2.0923,2.6481,4.5028,0.7999,5.0,0.2746,0.1606,96.0635,0.628,264.516,273.137,92.468,95.485,100.0,0.578,30.1626,30.1664,23.2223,23.2252
SKQ202012S,PWS1,B,2020-09-08T01:26:18,-147.9348,60.3802,348.0,31,30.42,11,12.2914,12.3018,3.3787,3.3791,0.0472,0.0,2.1401,2.7106,4.4576,1.2723,5.0,0.7967,0.2009,95.0994,2.11,258.97,268.116,94.719,98.083,100.0,0.578,28.7746,28.77,21.7068,21.7014
SKQ202012S,PWS1,B,2020-09-08T01:28:26,-147.9348,60.3802,348.0,31,20.48,12,13.4033,13.404,3.3071,3.3069,0.0842,0.0,2.1734,2.7461,4.2782,1.9051,5.0,1.6848,0.3653,91.271,9.44,260.088,268.063,96.345,99.299,100.0,0.578,27.2903,27.2878,20.3532,20.3511
SKQ202012S,PWS1,B,2020-09-08T01:30:24,-147.9348,60.3802,348.0,31,10.24,13,13.2249,13.2259,3.0847,3.0851,0.0761,0.0,2.1819,2.7617,4.2062,2.6514,5.0,1.4916,0.4333,89.7343,53.2,265.525,274.124,96.704,99.84,100.0,0.578,25.3906,25.394,18.9211,18.9236
SKQ202012S,PWS1,B,2020-09-08T01:32:37,-147.9348,60.3802,348.0,31,2.92,14,12.8639,12.8616,2.6466,2.6434,0.0425,0.0,2.1879,2.7698,4.304,3.4353,5.0,0.6848,0.3413,91.8213,326.0,275.631,284.504,97.058,100.159,100.0,0.578,21.6564,21.6294,16.1057,16.0853
SKQ202012S,PWS1,B,2020-09-08T01:32:44,-147.9348,60.3802,348.0,31,2.89,15,12.8597,12.8609,2.6427,2.6424,0.0438,0.0,2.1891,2.7744,4.3039,3.441,5.0,0.7141,0.3414,91.8202,330.0,275.785,285.3,97.082,100.432,100.0,0.578,21.6239,21.6209,16.0813,16.0788
SKQ202012S,KIP2,B,2020-09-08T03:24:49,-147.987,60.2787,581.0,32,582.25,1,6.0677,6.0693,3.2857,3.2861,0.0118,0.0,1.3176,1.5931,4.3186,0.0168,0.2194,-0.052,0.3277,92.1329,0.0015,154.83,160.38,50.867,52.693,4.39,0.578,32.9498,32.953,25.9244,25.9268
SKQ202012S,KIP2,B,2020-09-08T03:24:56,-147.987,60.2787,581.0,32,582.26,2,6.0683,6.0694,3.2856,3.2861,0.0117,0.0,1.3173,1.5934,4.3384,0.0201,0.2211,-0.0562,0.3094,92.5562,0.0023,154.673,160.21,50.816,52.637,4.42,0.578,32.9487,32.9529,25.9235,25.9267
SKQ202012S,KIP2,B,2020-09-08T03:27:54,-147.987,60.2787,581.0,32,505.26,3,6.0614,6.0629,3.2803,3.2808,0.011,0.0,1.3306,1.6094,4.3715,0.0113,4.0253,-0.0729,0.2791,93.2618,0.0001,155.821,160.918,51.178,52.855,80.5,0.578,32.9319,32.936,25.911,25.9141
SKQ202012S,KIP2,B,2020-09-08T03:34:17,-147.987,60.2787,581.0,32,252.64,4,6.0464,6.0478,3.2582,3.2587,0.0115,0.0,1.3913,1.6944,4.4546,0.0159,5.0,-0.0591,0.2036,95.0367,0.0012,162.268,168.013,53.233,55.121,100.0,0.578,32.8211,32.8251,25.8254,25.8284
SKQ202012S,KIP2,B,2020-09-08T03:37:10,-147.987,60.2787,581.0,32,201.9,5,6.0288,6.0299,3.2443,3.2449,0.0118,0.0,1.431,1.7466,4.4294,0.0111,5.0,-0.0538,0.2264,94.497,0.0,168.779,174.5,55.3,57.178,100.0,0.578,32.7075,32.7132,25.7379,25.7422
SKQ202012S,KIP2,B,2020-09-08T03:39:49,-147.987,60.2787,581.0,32,151.52,6,6.015,6.0162,3.2248,3.2254,0.0115,0.0,1.499,1.8393,4.4075,0.011,5.0,-0.0597,0.2462,94.0296,0.0,180.595,186.359,59.073,60.962,100.0,0.578,32.5267,32.5323,25.5968,25.6011
SKQ202012S,KIP2,B,2020-09-08T03:39:55,-147.987,60.2787,581.0,32,151.52,7,6.0151,6.0162,3.2247,3.2254,0.0116,0.0,1.498,1.841,4.4036,0.0135,5.0,-0.0579,0.2498,93.9472,0.0005,180.34,186.657,58.989,61.06,100.0,0.578,32.5264,32.5321,25.5965,25.6009
SKQ202012S,KIP2,B,2020-09-08T03:42:27,-147.987,60.2787,581.0,32,126.34,8,6.0483,6.0497,3.2071,3.2074,0.0114,0.0,1.5855,1.9607,4.4485,0.0143,5.0,-0.0621,0.2091,94.9054,0.0008,196.101,202.99,64.092,66.346,100.0,0.578,32.3093,32.3113,25.421,25.4225
SKQ202012S,KIP2,B,2020-09-08T03:44:59,-147.987,60.2787,581.0,32,101.07,9,6.2453,6.2466,3.2006,3.2012,0.0125,0.0,1.6734,2.078,4.4543,0.0121,5.0,-0.0364,0.2039,95.0287,0.0002,210.862,217.281,69.106,71.215,100.0,0.578,32.0623,32.0678,25.2019,25.2061
SKQ202012S,KIP2,B,2020-09-08T03:47:34,-147.987,60.2787,581.0,32,75.7,10,6.6196,6.621,3.2047,3.2053,0.0134,0.0,1.7518,2.1868,4.4675,0.0368,5.0,-0.0155,0.1922,95.31,0.0069,222.76,229.894,73.483,75.841,100.0,0.578,31.7697,31.7751,24.9243,24.9283
SKQ202012S,KIP2,B,2020-09-08T03:50:26,-147.987,60.2787,581.0,32,50.45,11,8.0477,8.0461,3.25,3.2504,0.0178,0.0,1.9846,2.5022,4.509,0.0691,5.0,0.0904,0.1551,96.1964,0.0169,255.782,263.71,86.665,89.352,100.0,0.578,30.9758,30.9811,24.1083,24.1127
SKQ202012S,KIP2,B,2020-09-08T03:52:43,-147.987,60.2787,581.0,32,40.56,12,10.4359,10.4358,3.3478,3.3483,0.0284,0.0,2.096,2.6501,4.4954,0.1893,5.0,0.3452,0.1671,95.9072,0.0614,261.048,269.796,92.546,95.651,100.0,0.578,29.9444,29.9495,22.9366,22.9405
SKQ202012S,KIP2,B,2020-09-08T03:54:49,-147.987,60.2787,581.0,32,30.38,13,12.5066,12.5048,3.3789,3.379,0.0373,0.0,2.1429,2.7093,4.4702,0.4269,5.0,0.5598,0.1897,95.368,0.195,258.287,266.714,94.787,97.878,100.0,0.578,28.6115,28.6142,21.5414,21.5438
SKQ202012S,KIP2,B,2020-09-08T03:56:55,-147.987,60.2787,581.0,32,20.27,14,13.4268,13.4264,3.3414,3.3421,0.0585,0.0,2.1406,2.7023,4.4246,0.8514,5.0,1.0682,0.2307,94.3954,0.723,254.103,262.616,94.369,97.533,100.0,0.578,27.5868,27.5933,20.5775,20.5826
SKQ202012S,KIP2,B,2020-09-08T03:58:57,-147.987,60.2787,581.0,32,9.98,15,13.8589,13.8609,3.2569,3.2576,0.0945,0.0,2.149,2.7149,4.3207,1.4943,5.0,1.9324,0.3258,92.1792,3.59,254.508,263.13,94.655,97.869,100.0,0.578,26.5193,26.5244,19.6716,19.6752
SKQ202012S,KIP2,B,2020-09-08T04:01:06,-147.987,60.2787,581.0,32,2.96,16,13.0398,13.0573,2.8527,2.861,0.0549,0.0,2.1907,2.7703,4.2664,2.0863,5.0,0.9821,0.3764,91.0189,14.4,271.594,279.784,97.177,100.189,100.0,0.578,23.4096,23.4736,17.4268,17.473
SKQ202012S,KIP2,B,2020-09-08T04:01:12,-147.987,60.2787,581.0,32,2.98,17,13.0447,13.0497,2.8554,2.8566,0.0585,0.0,2.1884,2.7735,4.2681,2.0827,4.7177,1.0682,0.3748,91.0551,14.3,271.054,280.239,97.009,100.312,94.35,0.578,23.431,23.4389,17.4425,17.4477
