Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],C0S/m,C1S/m,Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202012S,GAK11,B,2020-09-04T04:40:50,-148.0688,58.3887,1414.0,17,1011.6,3,3.0182,3.0195,3.1597,3.1602,0.0119,4.1442,0.5811,0.5779,4.6052,0.01,5.0,-0.0502,0.0706,98.25,0.0,13.968,14.625,4.311,4.514,100.0,34.1873,34.3553,34.3597,27.3688,27.3722
SKQ202012S,GAK11,B,2020-09-04T04:48:46,-148.0688,58.3887,1414.0,17,758.84,4,3.424,3.4257,3.175,3.1755,0.0115,4.1446,0.5885,0.588,4.6051,0.0101,5.0,-0.0609,0.0707,98.2479,0.0,14.924,15.615,4.648,4.864,100.0,34.1907,34.243,34.2473,27.2412,27.2445
SKQ202012S,GAK11,B,2020-09-04T04:52:45,-148.0688,58.3887,1414.0,17,707.42,5,3.5636,3.5646,3.1825,3.183,0.0113,4.1451,0.5919,0.5926,4.6046,0.0105,5.0,-0.0645,0.0712,98.2367,0.0001,15.523,16.169,4.85,5.052,100.0,34.1946,34.214,34.2186,27.2046,27.2082
SKQ202012S,GAK11,B,2020-09-04T04:58:58,-148.0688,58.3887,1414.0,17,505.46,6,3.9772,3.9783,3.198,3.1985,0.0113,4.1456,0.6364,0.6549,4.601,0.01,5.0,-0.0645,0.0742,98.1606,0.0,23.993,25.065,7.564,7.903,100.0,34.1988,34.0727,34.0771,27.0509,27.0543
SKQ202012S,GAK11,B,2020-09-04T05:08:52,-148.0688,58.3887,1414.0,17,252.95,7,4.011,4.0101,3.1666,3.1668,0.0112,4.1475,0.8561,0.9588,4.593,0.0101,5.0,-0.0663,0.0813,97.9889,0.0,65.998,68.607,20.782,21.603,100.0,34.2142,33.7984,33.8008,26.8292,26.8312
SKQ202012S,GAK11,B,2020-09-04T05:12:26,-148.0688,58.3887,1414.0,17,202.01,8,4.3204,4.3225,3.1837,3.1843,0.0112,4.0069,1.0232,1.1908,4.591,0.0102,5.0,-0.0675,0.083,97.9458,0.0,97.241,101.05,30.828,32.038,100.0,33.0736,33.7091,33.7139,26.7261,26.7297
SKQ202012S,GAK11,B,2020-09-04T05:12:36,-148.0688,58.3887,1414.0,17,202.39,9,4.3199,4.321,3.1837,3.1842,0.0113,4.0464,1.0234,1.1912,4.5907,0.0105,5.0,-0.0645,0.0833,97.9384,0.0,97.175,101.175,30.806,32.076,100.0,33.3943,33.7089,33.7133,26.726,26.7294
SKQ202012S,GAK11,B,2020-09-04T05:15:57,-148.0688,58.3887,1414.0,17,151.33,10,4.8722,4.8737,3.1988,3.1996,0.012,3.4926,1.3417,1.6331,4.5935,0.0102,5.0,-0.049,0.0809,97.9995,0.0,155.546,161.905,49.833,51.875,100.0,28.9033,33.3517,33.3599,26.3828,26.3891
SKQ202012S,GAK11,B,2020-09-04T05:18:53,-148.0688,58.3887,1414.0,17,126.07,11,5.1647,5.1647,3.1944,3.1948,0.0125,2.9556,1.6164,2.0127,4.5926,0.0102,5.0,-0.0364,0.0816,97.9798,0.0,205.124,213.368,66.012,68.667,100.0,24.5481,33.023,33.0273,26.0895,26.0929
SKQ202012S,GAK11,B,2020-09-04T05:22:11,-148.0688,58.3887,1414.0,17,101.39,12,4.8891,4.8933,3.1381,3.1388,0.0165,2.3956,1.957,2.4879,4.5861,0.0103,5.0,0.0588,0.0873,97.8411,0.0,270.953,281.949,86.394,89.912,100.0,20.0066,32.6607,32.6648,25.8332,25.8359
SKQ202012S,GAK11,B,2020-09-04T05:24:45,-148.0688,58.3887,1414.0,17,76.49,13,5.9579,5.9655,3.2232,3.2241,0.0124,2.3916,1.8148,2.289,4.5735,0.0102,5.0,-0.037,0.0983,97.5731,0.0,237.37,247.023,77.583,80.754,100.0,19.974,32.5998,32.6033,25.6615,25.6633
SKQ202012S,GAK11,B,2020-09-04T05:27:28,-148.0688,58.3887,1414.0,17,50.66,14,6.9645,6.9647,3.2938,3.2942,0.0254,2.2114,1.8625,2.3537,4.546,0.0107,5.0,0.2752,0.1224,96.9866,0.0,238.32,248.046,79.631,82.884,100.0,18.5125,32.4349,32.4388,25.4033,25.4063
SKQ202012S,GAK11,B,2020-09-04T05:29:35,-148.0688,58.3887,1414.0,17,40.41,15,8.8037,8.7656,3.4454,3.4415,0.0517,1.7123,2.0137,2.5587,4.4766,0.0108,4.9939,0.9038,0.184,95.5046,0.0,253.337,264.059,88.176,91.826,99.88,14.4649,32.3514,32.3449,25.0749,25.0757
SKQ202012S,GAK11,B,2020-09-04T05:31:52,-148.0688,58.3887,1414.0,17,30.52,16,12.9383,12.9391,3.7846,3.7852,0.1146,0.8416,2.1541,2.7413,4.2492,0.011,5.0,2.415,0.3925,90.6531,0.0,251.157,261.952,95.292,99.393,100.0,7.4031,32.0824,32.0871,24.1456,24.1491
SKQ202012S,GAK11,B,2020-09-04T05:33:57,-148.0688,58.3887,1414.0,17,20.4,17,12.9793,12.9805,3.778,3.7788,0.1266,0.7299,2.1741,2.7729,4.1602,0.011,5.0,2.7008,0.4772,88.7543,0.0,254.031,264.937,96.401,100.547,100.0,6.4978,31.9896,31.9962,24.0658,24.0707
SKQ202012S,GAK11,B,2020-09-04T05:36:19,-148.0688,58.3887,1414.0,17,10.1,18,12.9785,12.9799,3.7741,3.7746,0.133,0.7104,2.1807,2.7794,4.1194,0.011,5.0,2.8569,0.5167,87.8833,0.0,254.891,265.263,96.704,100.645,100.0,6.3395,31.9572,31.961,24.0409,24.0435
SKQ202012S,GAK11,B,2020-09-04T05:36:29,-148.0688,58.3887,1414.0,17,10.1,19,12.9799,12.9811,3.7743,3.7748,0.1184,0.6704,2.1785,2.7803,4.121,0.011,4.9085,2.5071,0.5152,87.9157,0.0,254.664,265.726,96.621,100.823,98.17,6.0148,31.9576,31.9613,24.041,24.0436
SKQ202012S,GAK11,B,2020-09-04T05:38:49,-148.0688,58.3887,1414.0,17,3.59,20,12.9778,12.9779,3.7739,3.7743,0.1314,0.6864,2.1818,2.7786,4.1205,0.3582,5.0,2.8187,0.5156,87.9056,0.149,254.726,264.89,96.641,100.499,100.0,6.1449,31.9586,31.9621,24.0421,24.0448
SKQ202012S,GAK11,B,2020-09-04T05:38:58,-148.0688,58.3887,1414.0,17,2.99,21,12.9761,12.9769,3.7737,3.7742,0.1273,0.6963,2.1761,2.7784,4.1112,0.4135,4.7412,2.7188,0.5246,87.7084,0.188,254.402,264.858,96.514,100.485,94.82,6.2249,31.9583,31.962,24.0422,24.0449
SKQ202012S,GAK15,B,2020-09-04T18:13:24,-147.5013,57.7922,4490.0,18,83.47,1,4.2615,4.2622,3.0902,3.0906,0.0199,2.4248,1.9087,2.4041,4.5914,0.9086,5.0,0.1407,0.0827,97.9543,0.841,265.661,273.557,83.488,85.973,100.0,20.2428,32.7331,32.7375,25.9569,25.9604
SKQ202012S,GAK15,B,2020-09-04T18:18:06,-147.5013,57.7922,4490.0,18,54.37,2,4.9149,4.9186,3.1276,3.1282,0.0475,2.0687,2.0606,2.6139,4.5484,1.567,5.0,0.8045,0.1203,97.0376,4.27,288.624,297.42,92.001,94.815,100.0,17.3554,32.5379,32.5415,25.733,25.7355
SKQ202012S,GAK15,B,2020-09-04T18:19:55,-147.5013,57.7922,4490.0,18,51.35,3,4.9553,4.9563,3.1305,3.1309,0.0481,2.0093,2.0618,2.6188,4.5463,1.6589,5.0,0.8195,0.1221,96.9929,5.3,288.295,297.756,91.981,95.004,100.0,16.8732,32.5326,32.5364,25.7244,25.7273
SKQ202012S,GAK15,B,2020-09-04T18:22:25,-147.5013,57.7922,4490.0,18,41.04,4,5.7039,5.7085,3.1934,3.1941,0.0658,1.9402,2.1308,2.7105,4.5229,1.9811,5.0,1.2422,0.1428,96.4926,11.3,294.714,304.374,95.703,98.853,100.0,16.3132,32.5276,32.5308,25.6349,25.637
SKQ202012S,GAK15,B,2020-09-04T18:24:29,-147.5013,57.7922,4490.0,18,40.59,5,6.2757,6.2519,3.2415,3.2398,0.07,1.8571,2.1687,2.7594,4.4998,1.9904,5.0,1.3451,0.1633,96.0007,11.5,297.221,306.89,97.806,100.935,100.0,15.6386,32.5171,32.5214,25.5569,25.5634
SKQ202012S,GAK15,B,2020-09-04T18:24:41,-147.5013,57.7922,4490.0,18,40.48,6,6.3466,6.3321,3.2477,3.2463,0.0723,1.8782,2.1722,2.7632,4.4996,2.0005,5.0,1.4001,0.1635,95.9949,11.8,297.273,306.539,97.985,101.004,100.0,15.81,32.5183,32.5169,25.549,25.5498
SKQ202012S,GAK15,B,2020-09-04T18:27:09,-147.5013,57.7922,4490.0,18,30.65,7,10.7304,10.7326,3.6216,3.6224,0.0935,1.4799,2.2012,2.7918,4.4003,2.3299,5.0,1.9084,0.2528,93.877,25.3,271.219,279.717,98.485,101.58,100.0,12.5796,32.4164,32.4222,24.8113,24.8155
SKQ202012S,GAK15,B,2020-09-04T18:29:32,-147.5013,57.7922,4490.0,18,23.02,8,12.6379,12.644,3.787,3.7879,0.0908,1.2998,2.1583,2.7309,4.3603,2.423,5.0,1.8421,0.2892,93.0241,31.4,252.864,261.439,95.537,98.791,100.0,11.1191,32.364,32.3673,24.4217,24.4232
SKQ202012S,GAK15,B,2020-09-04T18:31:37,-147.5013,57.7922,4490.0,18,20.4,9,12.7454,12.7458,3.796,3.7965,0.0867,1.2104,2.1564,2.7244,4.3544,2.4208,5.0,1.7446,0.2947,92.8965,31.2,251.805,259.604,95.344,98.301,100.0,10.3942,32.359,32.363,24.3972,24.4002
SKQ202012S,GAK15,B,2020-09-04T18:31:43,-147.5013,57.7922,4490.0,18,20.47,10,12.7316,12.7325,3.7948,3.7953,0.0869,1.2513,2.1572,2.7266,4.3551,2.4152,5.0,1.7488,0.294,92.9124,30.8,252.032,259.957,95.403,98.407,100.0,10.7263,32.3589,32.3625,24.3998,24.4024
SKQ202012S,GAK15,B,2020-09-04T18:34:34,-147.5013,57.7922,4490.0,18,12.3,11,12.8212,12.822,3.8029,3.8033,0.072,1.2829,2.1555,2.7256,4.3496,2.5672,5.0,1.3929,0.2991,92.796,43.8,251.243,259.143,95.282,98.282,100.0,10.9823,32.3621,32.3656,24.3849,24.3875
SKQ202012S,GAK15,B,2020-09-04T18:36:12,-147.5013,57.7922,4490.0,18,10.16,12,12.8247,12.826,3.8031,3.8036,0.0604,1.2464,2.1557,2.7288,4.3481,2.6546,5.0,1.1131,0.3005,92.7625,53.6,250.989,259.691,95.193,98.498,100.0,10.6864,32.3622,32.3658,24.3843,24.3869
SKQ202012S,GAK15,B,2020-09-04T18:36:21,-147.5013,57.7922,4490.0,18,10.49,13,12.8254,12.8248,3.8032,3.8035,0.0597,1.2697,2.1588,2.723,4.3475,2.6432,5.0,1.0969,0.3011,92.7492,52.2,251.513,258.74,95.393,98.135,100.0,10.8748,32.3624,32.3659,24.3843,24.3871
SKQ202012S,GAK15,B,2020-09-04T18:38:45,-147.5013,57.7922,4490.0,18,3.29,14,12.8735,12.8752,3.8075,3.808,0.0401,1.2085,2.1611,2.7283,4.3581,3.0244,5.0,0.625,0.2913,92.9757,126.0,251.262,258.967,95.394,98.325,100.0,10.3787,32.3648,32.3683,24.3768,24.3792
SKQ202012S,GAK15,B,2020-09-04T18:38:54,-147.5013,57.7922,4490.0,18,2.93,15,12.8738,12.875,3.8075,3.808,0.0391,1.2184,2.1601,2.7284,4.3581,3.079,5.0,0.6005,0.2913,92.9757,143.0,251.063,259.028,95.319,98.347,100.0,10.4591,32.3648,32.3683,24.3768,24.3793
SKQ202012S,GAK15,B,2020-09-04T18:39:01,-147.5013,57.7922,4490.0,18,3.22,16,12.8733,12.8746,3.8075,3.808,0.0406,1.236,2.1593,2.7262,4.3577,3.0602,5.0,0.6394,0.2917,92.9672,137.0,250.941,258.676,95.272,98.213,100.0,10.602,32.3649,32.3684,24.3769,24.3794
SKQ202012S,GAK15,B,2020-09-04T20:43:40,-147.5012,57.7922,4497.0,19,1519.27,1,2.2313,2.2324,3.1262,3.1267,0.0113,4.0936,0.6399,0.6593,4.6053,0.0274,5.0,-0.0645,0.0706,98.2511,0.0042,29.409,30.691,8.913,9.302,100.0,33.7772,34.5219,34.5262,27.57,27.5734
SKQ202012S,GAK15,B,2020-09-04T20:55:54,-147.5012,57.7922,4497.0,19,1011.66,2,2.8722,2.8734,3.15,3.1504,0.0112,4.1406,0.5799,0.5758,4.6032,0.0109,5.0,-0.0663,0.0724,98.2063,0.0001,13.747,14.344,4.229,4.413,100.0,34.1584,34.3911,34.3954,27.4105,27.4139
SKQ202012S,GAK15,B,2020-09-04T20:56:02,-147.5012,57.7922,4497.0,19,1011.46,3,2.8721,2.8731,3.1499,3.1504,0.0112,4.1406,0.58,0.5759,4.6039,0.0127,5.0,-0.0669,0.0718,98.2218,0.0004,13.78,14.384,4.239,4.425,100.0,34.1584,34.3911,34.3955,27.4106,27.414
SKQ202012S,GAK15,B,2020-09-04T21:02:23,-147.5012,57.7922,4497.0,19,758.36,4,3.3108,3.3134,3.1696,3.1702,0.0114,4.1415,0.5785,0.5738,4.6016,0.0161,5.0,-0.0633,0.0738,98.1713,0.0013,12.81,13.457,3.98,4.182,100.0,34.1657,34.2976,34.3017,27.2956,27.2985
SKQ202012S,GAK15,B,2020-09-04T21:02:29,-147.5012,57.7922,4497.0,19,758.51,5,3.314,3.3173,3.1698,3.1704,0.0112,4.1414,0.5785,0.5738,4.602,0.0134,5.0,-0.0663,0.0735,98.1793,0.0007,12.826,13.411,3.986,4.168,100.0,34.1651,34.2968,34.3006,27.2946,27.2973
SKQ202012S,GAK15,B,2020-09-04T21:08:34,-147.5012,57.7922,4497.0,19,505.6,6,3.7051,3.7046,3.1814,3.1817,0.0119,4.1422,0.5967,0.5988,4.6037,0.0185,5.0,-0.0496,0.072,98.217,0.002,16.147,16.672,5.06,5.225,100.0,34.1715,34.1578,34.1621,27.1459,27.1494
SKQ202012S,GAK15,B,2020-09-04T21:08:42,-147.5012,57.7922,4497.0,19,505.75,7,3.7055,3.707,3.1814,3.1819,0.0115,4.1425,0.5971,0.5992,4.6034,0.0194,5.0,-0.0609,0.0723,98.2095,0.0022,16.097,16.718,5.045,5.24,100.0,34.1737,34.1579,34.1623,27.146,27.1493
SKQ202012S,GAK15,B,2020-09-04T21:14:04,-147.5012,57.7922,4497.0,19,303.14,8,3.8833,3.8845,3.174,3.1745,0.0114,4.0948,0.6338,0.65,4.5983,0.0172,5.0,-0.0621,0.0767,98.1022,0.0014,22.881,23.728,7.193,7.46,100.0,33.7867,33.991,33.9954,26.9953,26.9987
SKQ202012S,GAK15,B,2020-09-04T21:16:42,-147.5012,57.7922,4497.0,19,252.61,9,3.9323,3.9335,3.172,3.1725,0.0113,4.144,0.6401,0.6589,4.5972,0.0263,5.0,-0.0645,0.0776,98.0793,0.0041,23.898,24.851,7.519,7.819,100.0,34.1853,33.9435,33.9477,26.9526,26.9558
SKQ202012S,GAK15,B,2020-09-04T21:19:15,-147.5012,57.7922,4497.0,19,202.16,10,3.8914,3.8926,3.1593,3.1598,0.0123,4.1444,0.7008,0.7422,4.595,0.0232,5.0,-0.0406,0.0795,98.0325,0.0032,35.552,36.814,11.168,11.565,100.0,34.1889,33.8619,33.8661,26.8918,26.895
SKQ202012S,GAK15,B,2020-09-04T21:19:21,-147.5012,57.7922,4497.0,19,202.15,11,3.8914,3.8927,3.1593,3.1598,0.0126,4.1217,0.7009,0.7417,4.5947,0.0172,5.0,-0.0334,0.0798,98.0261,0.0016,35.634,36.747,11.194,11.544,100.0,34.0052,33.8621,33.8665,26.8919,26.8953
SKQ202012S,GAK15,B,2020-09-04T21:22:04,-147.5012,57.7922,4497.0,19,151.21,12,3.9474,3.9502,3.1503,3.1507,0.012,4.1453,0.8706,0.9784,4.5895,0.1414,5.0,-0.049,0.0843,97.9144,0.0422,68.379,70.707,21.486,22.22,100.0,34.1966,33.7238,33.7264,26.7763,26.7781
SKQ202012S,GAK15,B,2020-09-04T21:22:10,-147.5012,57.7922,4497.0,19,151.34,13,3.9422,3.9466,3.1503,3.1508,0.0112,4.1451,0.8714,0.9779,4.5895,0.157,5.0,-0.0663,0.0843,97.9139,0.0482,68.473,70.548,21.514,22.169,100.0,34.1946,33.7296,33.7304,26.7814,26.7816
SKQ202012S,GAK15,B,2020-09-04T21:24:23,-147.5012,57.7922,4497.0,19,125.97,14,4.1547,4.1508,3.1466,3.1472,0.0125,4.0132,1.1137,1.3082,4.591,0.4151,5.0,-0.0358,0.083,97.9453,0.187,113.072,116.903,35.643,36.85,100.0,33.1249,33.4809,33.4929,26.5621,26.572
SKQ202012S,GAK15,B,2020-09-04T21:26:22,-147.5012,57.7922,4497.0,19,101.03,15,4.2096,4.211,3.1078,3.1083,0.0167,3.0571,1.6187,2.018,4.5909,0.8189,5.0,0.0641,0.0831,97.9426,0.661,209.245,218.718,65.799,68.783,100.0,25.371,32.9817,32.9868,26.1597,26.1636
SKQ202012S,GAK15,B,2020-09-04T21:28:50,-147.5012,57.7922,4497.0,19,75.74,16,4.4283,4.4304,3.0968,3.0973,0.0275,2.4263,1.9997,2.5296,4.5758,1.3114,5.0,0.3236,0.0963,97.6225,2.31,281.449,289.974,88.749,91.444,100.0,20.2557,32.6489,32.6524,25.8729,25.8755
SKQ202012S,GAK15,B,2020-09-04T21:31:12,-147.5012,57.7922,4497.0,19,50.12,17,4.8516,4.8526,3.1229,3.1233,0.0491,2.1871,2.0486,2.6023,4.547,1.924,5.0,0.8434,0.1215,97.0084,9.87,286.821,296.648,91.294,94.428,100.0,18.3157,32.5475,32.5518,25.7475,25.7508
SKQ202012S,GAK15,B,2020-09-04T21:32:57,-147.5012,57.7922,4497.0,19,40.2,18,5.7057,5.7205,3.1932,3.1953,0.0641,1.9617,2.1332,2.7123,4.5126,2.18,5.0,1.2016,0.1519,96.273,17.9,295.852,305.132,96.074,99.129,100.0,16.4876,32.5242,32.5336,25.632,25.6377
SKQ202012S,GAK15,B,2020-09-04T21:35:02,-147.5012,57.7922,4497.0,19,30.16,19,7.4016,7.3575,3.3363,3.3329,0.0761,1.7621,2.2083,2.8151,4.452,2.3917,5.0,1.491,0.206,94.9798,29.2,295.274,305.599,99.694,103.08,100.0,14.8687,32.4954,32.5,25.3918,25.4015
SKQ202012S,GAK15,B,2020-09-04T21:36:59,-147.5012,57.7922,4497.0,19,20.43,20,12.5919,12.591,3.7795,3.7798,0.0845,1.4076,2.1536,2.7296,4.3477,2.4864,5.0,1.692,0.3008,92.755,36.3,252.318,261.592,95.219,98.72,100.0,11.9934,32.3333,32.3371,24.4068,24.41
SKQ202012S,GAK15,B,2020-09-04T21:38:59,-147.5012,57.7922,4497.0,19,10.25,21,12.6645,12.6639,3.7864,3.7868,0.0725,1.341,2.1587,2.7307,4.343,2.6811,5.0,1.4037,0.3052,92.654,57.0,252.462,260.676,95.421,98.527,100.0,11.4538,32.3404,32.3448,24.3984,24.4019
SKQ202012S,GAK15,B,2020-09-04T21:39:06,-147.5012,57.7922,4497.0,19,10.18,22,12.7297,12.7178,3.7925,3.7919,0.0717,1.3453,2.1624,2.7314,4.3413,2.6805,5.0,1.3863,0.3068,92.6178,56.9,252.77,260.49,95.668,98.569,100.0,11.4887,32.3433,32.3476,24.3881,24.3937
SKQ202012S,GAK15,B,2020-09-04T21:41:46,-147.5012,57.7922,4497.0,19,2.88,23,12.8284,12.8318,3.8021,3.8028,0.0595,1.3066,2.1638,2.7395,4.3445,2.9801,5.0,1.0933,0.3039,92.6843,114.0,252.286,260.477,95.685,98.801,100.0,11.1745,32.3521,32.3561,24.3758,24.3782
SKQ202012S,GAK15,B,2020-09-04T21:41:57,-147.5012,57.7922,4497.0,19,2.76,24,12.8304,12.8307,3.8023,3.8027,0.06,1.3309,2.1643,2.7404,4.3451,2.9945,5.0,1.1041,0.3032,92.6992,118.0,252.163,261.013,95.643,99.003,100.0,11.3711,32.3526,32.3561,24.3758,24.3784
SKQ202012S,GAK14,B,2020-09-05T00:57:58,-147.6513,57.9425,3019.3,20,1519.74,1,2.2449,2.2467,3.1272,3.1277,0.0113,4.1426,0.6355,0.6531,4.6071,0.0244,5.0,-0.0651,0.069,98.2899,0.0035,28.406,29.575,8.612,8.967,100.0,34.1748,34.5195,34.5237,27.567,27.5702
SKQ202012S,GAK14,B,2020-09-05T00:58:07,-147.6513,57.9425,3019.3,20,1519.71,2,2.2459,2.2476,3.1273,3.1278,0.0112,4.1211,0.6352,0.6528,4.6069,0.0369,5.0,-0.0669,0.0691,98.2861,0.0069,28.168,29.493,8.54,8.943,100.0,34.0006,34.5194,34.5236,27.5668,27.5701
SKQ202012S,GAK14,B,2020-09-05T01:09:23,-147.6513,57.9425,3019.3,20,1011.67,3,2.9241,2.9228,3.154,3.1543,0.0123,4.143,0.5764,0.5709,4.6036,0.0265,5.0,-0.0406,0.0721,98.2149,0.0041,12.948,13.475,3.988,4.15,100.0,34.1776,34.3857,34.3905,27.4016,27.4055
SKQ202012S,GAK14,B,2020-09-05T01:15:50,-147.6513,57.9425,3019.3,20,757.88,4,3.3226,3.3241,3.1698,3.1703,0.0112,4.1439,0.5801,0.5761,4.6045,0.0125,5.0,-0.0675,0.0713,98.234,0.0004,13.21,13.758,4.106,4.276,100.0,34.1845,34.2875,34.2918,27.2864,27.2896
SKQ202012S,GAK14,B,2020-09-05T01:22:25,-147.6513,57.9425,3019.3,20,504.62,5,3.7159,3.7178,3.1804,3.1809,0.0111,4.1445,0.5986,0.6017,4.6047,0.0108,5.0,-0.0687,0.0712,98.2378,0.0,16.432,17.149,5.15,5.376,100.0,34.1901,34.1352,34.1393,27.1269,27.1299
SKQ202012S,GAK14,B,2020-09-05T01:22:34,-147.6513,57.9425,3019.3,20,505.14,6,3.7163,3.7177,3.1804,3.1809,0.0119,4.1445,0.5987,0.6016,4.6044,0.0112,5.0,-0.0508,0.0714,98.2319,0.0001,16.452,17.094,5.157,5.358,100.0,34.1895,34.1351,34.1393,27.1267,27.1299
SKQ202012S,GAK14,B,2020-09-05T01:28:29,-147.6513,57.9425,3019.3,20,303.22,7,3.9222,3.9235,3.1763,3.1767,0.0116,4.108,0.6344,0.6504,4.5985,0.0143,5.0,-0.0585,0.0765,98.1053,0.0008,22.965,23.667,7.226,7.447,100.0,33.8941,33.9778,33.9821,26.9809,26.9842
SKQ202012S,GAK14,B,2020-09-05T01:31:32,-147.6513,57.9425,3019.3,20,252.48,8,3.9239,3.9252,3.1689,3.1694,0.0113,4.1461,0.6618,0.6882,4.595,0.0112,5.0,-0.0645,0.0795,98.0325,0.0001,28.164,29.129,8.858,9.162,100.0,34.2032,33.9153,33.9195,26.931,26.9342
SKQ202012S,GAK14,B,2020-09-05T01:34:16,-147.6513,57.9425,3019.3,20,202.16,9,4.1036,4.1048,3.1758,3.1762,0.0122,4.1468,0.7912,0.8662,4.5918,0.0125,5.0,-0.0442,0.0824,97.9618,0.0005,52.914,54.568,16.704,17.227,100.0,34.2087,33.8378,33.8419,26.851,26.8542
SKQ202012S,GAK14,B,2020-09-05T01:36:53,-147.6513,57.9425,3019.3,20,152.04,10,4.3107,4.3044,3.1739,3.1737,0.0124,4.0994,1.0247,1.1893,4.5905,0.0498,5.0,-0.0388,0.0834,97.9352,0.0108,96.757,100.215,30.649,31.741,100.0,33.8243,33.6296,33.6335,26.664,26.6678
SKQ202012S,GAK14,B,2020-09-05T01:39:04,-147.6513,57.9425,3019.3,20,125.77,11,4.6326,4.6339,3.1824,3.1828,0.0125,3.686,1.2348,1.478,4.5927,0.2321,5.0,-0.0358,0.0815,97.9825,0.0804,135.075,139.786,43.049,44.553,100.0,30.4711,33.4157,33.4198,26.4599,26.463
SKQ202012S,GAK14,B,2020-09-05T01:41:33,-147.6513,57.9425,3019.3,20,100.88,12,4.6447,4.6449,3.148,3.1484,0.0145,3.0155,1.5928,1.9737,4.5932,0.5199,5.0,0.0102,0.0811,97.9937,0.271,202.995,210.032,64.521,66.76,100.0,25.0337,33.0172,33.0208,26.1424,26.1452
SKQ202012S,GAK14,B,2020-09-05T01:43:51,-147.6513,57.9425,3019.3,20,76.1,13,4.545,4.5469,3.1069,3.1074,0.0333,2.4035,1.9661,2.4881,4.5528,0.9867,5.0,0.4642,0.1166,97.1307,1.03,274.059,283.554,86.662,89.671,100.0,20.0704,32.651,32.6549,25.8624,25.8652
SKQ202012S,GAK14,B,2020-09-05T01:46:23,-147.6513,57.9425,3019.3,20,50.68,14,5.0374,5.0386,3.139,3.1395,0.0547,2.1526,2.075,2.6371,4.5431,1.5342,5.0,0.9785,0.1249,96.9255,3.95,290.671,299.837,92.933,95.869,100.0,18.0354,32.5512,32.5553,25.7301,25.7332
SKQ202012S,GAK14,B,2020-09-05T01:48:19,-147.6513,57.9425,3019.3,20,40.37,15,5.679,5.6794,3.1913,3.1917,0.0621,2.0198,2.1301,2.71,4.5207,1.8446,5.0,1.1525,0.1448,96.4458,8.2,294.799,304.648,95.675,98.876,100.0,16.9587,32.5286,32.5329,25.6387,25.6421
SKQ202012S,GAK14,B,2020-09-05T01:49:53,-147.6513,57.9425,3019.3,20,35.17,16,6.2936,6.2945,3.243,3.2435,0.0675,1.9535,2.1715,2.7635,4.4946,1.9674,5.0,1.2835,0.1679,95.8886,10.9,297.078,306.805,97.801,101.009,100.0,16.4207,32.5195,32.5242,25.5566,25.5602
SKQ202012S,GAK14,B,2020-09-05T01:51:25,-147.6513,57.9425,3019.3,20,30.25,17,6.8551,6.8557,3.289,3.2895,0.0932,1.7952,2.199,2.7994,4.4382,2.1449,4.9972,1.9001,0.2184,94.6863,16.5,298.111,307.319,99.403,102.479,99.94,15.1372,32.495,32.5001,25.4652,25.4691
SKQ202012S,GAK14,B,2020-09-05T01:53:17,-147.6513,57.9425,3019.3,20,20.35,18,12.6659,12.6688,3.7869,3.7876,0.0847,1.3425,2.1586,2.7271,4.36,2.3612,5.0,1.6962,0.2895,93.0177,27.2,252.899,260.517,95.589,98.477,100.0,11.4655,32.3407,32.3443,24.3984,24.4006
SKQ202012S,GAK14,B,2020-09-05T01:55:17,-147.6513,57.9425,3019.3,20,10.38,19,12.7098,12.7114,3.7904,3.791,0.0661,1.308,2.163,2.7356,4.353,2.7387,5.0,1.2512,0.2959,92.8688,65.1,253.056,260.97,95.735,98.735,100.0,11.1858,32.34,32.3439,24.3894,24.3921
SKQ202012S,GAK14,B,2020-09-05T01:55:24,-147.6513,57.9425,3019.3,20,10.24,20,12.7123,12.713,3.7906,3.7911,0.0658,1.3401,2.1629,2.7338,4.3519,2.7473,5.0,1.2434,0.297,92.8449,66.4,252.765,260.811,95.63,98.678,100.0,11.4459,32.3401,32.344,24.389,24.3918
SKQ202012S,GAK14,B,2020-09-05T01:57:41,-147.6513,57.9425,3019.3,20,2.85,21,12.9715,12.9818,3.8141,3.8155,0.0528,1.301,2.1713,2.7479,4.3809,3.1703,5.0,0.9319,0.2704,93.4628,176.0,252.736,260.77,96.132,99.212,100.0,11.129,32.3434,32.3478,24.3411,24.3426
