Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],Altimeter_[m],SUNA,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202207S,MID5,B,2022-04-24T19:38:26,-146.1053,59.6442,97,17,20.01,10,5.6416,5.641,3.1185,3.118,0.1676,4.0504,1.82,3.7776,3.0254,2.8504,0.0805,1.0827,3.63,0.6147,85.7554,7.7417,312.209,323.0,75.55,-0.8819,114.8181,31.7527,31.7485,25.0297,25.0265
SKQ202207S,MID5,B,2022-04-24T19:40:33,-146.1053,59.6442,97,17,9.76,11,5.5457,5.5284,3.1049,3.1028,0.1633,4.1094,3.0818,4.287,3.0063,2.8405,0.0801,1.1523,3.5303,0.5569,87.0045,143.71,308.602,321.614,85.74,-0.8872,114.8195,31.6946,31.6878,24.9949,24.9915
SKQ202207S,MID5,B,2022-04-24T19:40:41,-146.1053,59.6442,97,17,9.44,12,5.4414,5.482,3.0931,3.0975,0.1466,4.0717,3.1247,4.3,3.022,2.8556,0.0804,1.0835,3.1469,0.5938,86.2056,158.8,310.013,323.38,86.0,-0.8844,114.8196,31.6606,31.6715,24.9798,24.9838
SKQ202207S,MID5,B,2022-04-24T19:40:49,-146.1053,59.6442,97,17,10.37,13,5.6019,5.6076,3.1118,3.1116,0.2095,4.0408,3.0063,4.247,3.029,2.8534,0.0798,1.0824,4.5946,0.6242,85.5522,120.64,316.161,325.774,84.94,-0.891,114.8197,31.7193,31.7124,25.0079,25.0018
SKQ202207S,MID5,B,2022-04-24T19:43:16,-146.1053,59.6442,97,17,2.36,14,5.2489,5.2538,3.0675,3.0675,0.032,4.2684,3.7469,4.6624,2.9278,2.7613,0.0795,1.0803,0.5105,0.405,90.3714,664.66,302.582,313.894,93.25,-0.8953,114.8214,31.5544,31.5498,24.9174,24.9132
SKQ202207S,MID5,B,2022-04-24T19:43:23,-146.1053,59.6442,97,17,2.16,15,5.2645,5.2719,3.0685,3.0687,0.0331,4.2666,3.7741,4.6833,2.9224,2.7596,0.0795,1.0808,0.5345,0.4066,90.335,708.17,301.943,313.714,93.67,-0.8944,114.8215,31.552,31.5472,24.9137,24.9092
SKQ202207S,MID5,B,2022-04-24T19:43:31,-146.1053,59.6442,97,17,2.66,16,5.2582,5.2555,3.0682,3.0676,0.0335,4.2689,3.7199,4.6191,2.9273,2.7597,0.0792,1.1531,0.5437,0.4045,90.382,625.24,302.073,313.655,92.38,-0.8982,114.8216,31.5535,31.5498,24.9156,24.913
SKQ202207S,MID4,B,2022-04-24T23:04:39,-145.9485,59.8012,90,19,85.76,1,5.4335,5.4323,3.1204,3.12,0.0395,4.1364,0.0124,0.6154,2.7858,2.6272,0.0794,1.0822,0.6819,0.5306,87.5761,0.0,285.845,296.333,12.31,-0.8957,114.9613,31.9402,31.9366,25.2019,25.1992
SKQ202207S,MID4,B,2022-04-24T23:04:46,-145.9485,59.8012,90,19,85.08,2,5.4302,5.4292,3.12,3.1196,0.045,4.135,0.0125,0.9804,2.7871,2.627,0.0796,1.0807,0.8085,0.5321,87.546,0.0,286.102,296.541,19.61,-0.8944,114.9614,31.9383,31.9347,25.2008,25.198
SKQ202207S,MID4,B,2022-04-24T23:06:44,-145.9485,59.8012,90,19,75.41,3,5.4281,5.4268,3.1193,3.1189,0.0403,4.1349,0.0125,0.7834,2.796,2.63,0.0796,1.0822,0.7025,0.5321,87.5439,0.0,286.931,296.688,15.67,-0.8938,114.9627,31.9374,31.9339,25.2003,25.1977
SKQ202207S,MID4,B,2022-04-24T23:09:21,-145.9485,59.8012,90,19,50.59,4,5.3728,5.3699,3.1067,3.1063,0.0557,4.1596,0.0126,2.0279,2.8207,2.6549,0.0794,1.1505,1.0555,0.5082,88.0679,0.0,289.833,299.456,40.56,-0.8963,114.9645,31.8597,31.8576,25.1451,25.1438
SKQ202207S,MID4,B,2022-04-24T23:11:53,-145.9485,59.8012,90,19,40.8,5,5.3716,5.3697,3.0926,3.0922,0.1275,4.1055,0.014,2.5231,2.9097,2.7423,0.0792,1.0836,2.7078,0.5606,86.9227,0.0003,300.496,311.957,50.46,-0.8991,114.9663,31.7056,31.7028,25.0233,25.0213
SKQ202207S,MID4,B,2022-04-24T23:13:46,-145.9485,59.8012,90,19,29.94,6,5.4004,5.3995,3.0829,3.0826,0.2476,3.9211,0.586,3.0722,3.0281,2.8469,0.0801,1.082,5.4709,0.7445,83.0175,0.3363,315.466,326.128,61.44,-0.8876,114.9676,31.5735,31.5708,24.9156,24.9135
SKQ202207S,MID4,B,2022-04-24T23:15:45,-145.9485,59.8012,90,19,20.15,7,5.3943,5.3901,3.0735,3.0727,0.2866,3.835,2.0964,3.5541,3.0699,2.8913,0.0801,1.1189,6.3655,0.8333,81.1932,14.751,321.379,332.929,71.08,-0.8872,114.969,31.4774,31.4723,24.8402,24.8367
SKQ202207S,MID4,B,2022-04-24T23:15:52,-145.9485,59.8012,90,19,19.93,8,5.3943,5.3924,3.0735,3.073,0.3034,3.8184,2.14,3.5731,3.0745,2.8892,0.0802,1.1516,6.7535,0.8507,80.8428,16.313,320.908,331.84,71.46,-0.8866,114.9691,31.4773,31.4735,24.8401,24.8374
SKQ202207S,MID4,B,2022-04-24T23:18:09,-145.9485,59.8012,90,19,11.05,9,5.2668,5.2392,3.0534,3.0501,0.1919,3.9592,3.1534,4.0197,3.1261,2.9361,0.0802,1.0814,4.1871,0.7062,83.8244,169.48,326.659,336.878,80.39,-0.8869,114.9707,31.3736,31.3615,24.7723,24.7658
SKQ202207S,MID4,B,2022-04-24T23:18:16,-145.9485,59.8012,90,19,10.21,10,5.2171,5.2066,3.0477,3.0463,0.1619,4.0179,3.256,4.0533,3.1447,2.9452,0.0803,1.0805,3.4982,0.647,85.0672,214.88,327.885,338.837,81.07,-0.8854,114.9707,31.3557,31.3491,24.7636,24.7596
SKQ202207S,MID4,B,2022-04-24T23:20:42,-145.9485,59.8012,90,19,2.42,11,5.3773,5.3939,3.0569,3.0579,0.0269,4.2397,3.9932,4.4412,2.9864,2.8128,0.0797,1.1465,0.3935,0.432,89.763,1180.4,309.247,320.904,88.82,-0.8929,114.9724,31.3142,31.31,24.7131,24.7079
SKQ202207S,MID4,B,2022-04-24T23:20:50,-145.9485,59.8012,90,19,2.48,12,5.3686,5.3673,3.0563,3.0559,0.0262,4.24,3.9929,4.4343,2.9869,2.8126,0.0792,1.0803,0.3769,0.4317,89.7698,1178.7,310.752,321.162,88.68,-0.8988,114.9725,31.3157,31.3113,24.7152,24.7118
SKQ202207S,MID3,B,2022-04-25T01:30:23,-145.8028,59.9508,87,21,80.81,1,5.4068,5.4057,3.1275,3.127,0.0156,3.9378,0.0124,0.5195,2.7332,2.5823,0.0796,1.0969,0.1334,0.7275,83.3711,0.0,278.657,289.996,10.39,-0.8935,115.0625,32.0479,32.0436,25.2901,25.2869
SKQ202207S,MID3,B,2022-04-25T01:30:31,-145.8028,59.9508,87,21,80.6,2,5.4068,5.4059,3.1275,3.1271,0.0159,3.9345,0.0123,0.2608,2.7372,2.582,0.0797,1.0915,0.1397,0.7308,83.3009,0.0,279.89,289.666,5.22,-0.8929,115.0626,32.0485,32.0444,25.2906,25.2875
SKQ202207S,MID3,B,2022-04-25T01:32:04,-145.8028,59.9508,87,21,74.75,3,5.4005,5.3995,3.1243,3.1239,0.0153,4.0766,0.0124,0.5582,2.7454,2.5863,0.0799,1.154,0.1259,0.5889,86.3106,0.0,281.244,290.951,11.16,-0.8897,115.0637,32.0209,32.0172,25.2695,25.2667
SKQ202207S,MID3,B,2022-04-25T01:34:27,-145.8028,59.9508,87,21,50.65,4,5.338,5.3377,3.0931,3.0928,0.0866,4.2365,0.013,1.7514,2.8797,2.7186,0.08,1.0815,1.7673,0.435,89.696,0.0001,297.827,309.403,35.03,-0.8888,115.0653,31.7379,31.7351,25.0527,25.0505
SKQ202207S,MID3,B,2022-04-25T01:34:41,-145.8028,59.9508,87,21,50.42,5,5.3386,5.3381,3.0929,3.0926,0.0919,4.2377,0.0127,1.77,2.8828,2.7158,0.0795,1.143,1.8871,0.4339,89.7208,0.0,297.809,308.417,35.4,-0.8944,115.0655,31.7349,31.7323,25.0502,25.0482
SKQ202207S,MID3,B,2022-04-25T01:36:16,-145.8028,59.9508,87,21,40.25,6,5.4272,5.426,3.0944,3.0939,0.1702,4.1095,0.0151,2.2752,2.9768,2.7978,0.0801,1.1445,3.689,0.5567,87.0072,0.0006,308.359,318.65,45.5,-0.8876,115.0666,31.6728,31.6691,24.9911,24.9883
SKQ202207S,MID3,B,2022-04-25T01:37:46,-145.8028,59.9508,87,21,29.3,7,5.4286,5.4275,3.0938,3.0934,0.162,4.0641,0.3865,2.8251,2.9865,2.8176,0.0798,1.151,3.5011,0.6012,86.0451,0.1671,308.843,321.155,56.5,-0.891,115.0676,31.6709,31.6673,24.9895,24.9867
SKQ202207S,MID3,B,2022-04-25T01:37:55,-145.8028,59.9508,87,21,29.58,8,5.4282,5.4274,3.0938,3.0934,0.1609,4.0653,0.3694,2.8134,2.993,2.8157,0.0798,1.1498,3.4741,0.6,86.071,0.1561,309.821,321.009,56.27,-0.891,115.0677,31.6709,31.6672,24.9895,24.9866
SKQ202207S,MID3,B,2022-04-25T01:38:06,-145.8028,59.9508,87,21,30.15,9,5.4284,5.4276,3.0939,3.0935,0.1524,4.0587,0.3756,2.7811,2.9884,2.8148,0.0794,1.0832,3.2792,0.6065,85.9306,0.16,309.456,320.752,55.62,-0.8963,115.0678,31.671,31.6672,24.9896,24.9867
SKQ202207S,MID3,B,2022-04-25T01:39:41,-145.8028,59.9508,87,21,20.33,10,5.4272,5.4263,3.0933,3.0929,0.1873,4.0584,1.1769,3.2704,3.0026,2.8281,0.0801,1.0833,4.0828,0.6068,85.9253,1.6666,310.624,322.103,65.41,-0.8882,115.0689,31.6703,31.6664,24.9891,24.9862
SKQ202207S,MID3,B,2022-04-25T01:39:49,-145.8028,59.9508,87,21,20.09,11,5.4269,5.426,3.0932,3.0928,0.1778,4.054,1.2127,3.2818,3.0021,2.8278,0.0798,1.0821,3.8633,0.6111,85.8314,1.8205,310.766,322.341,65.64,-0.8916,115.069,31.6702,31.6664,24.9891,24.9862
SKQ202207S,MID3,B,2022-04-25T01:41:21,-145.8028,59.9508,87,21,10.68,12,5.4242,5.4233,3.0925,3.0921,0.2,4.0442,2.1711,3.759,3.0143,2.839,0.0802,1.1521,4.3739,0.6208,85.6235,17.525,311.902,323.207,75.18,-0.8863,115.0701,31.6693,31.6656,24.9887,24.9858
SKQ202207S,MID3,B,2022-04-25T01:41:42,-145.8028,59.9508,87,21,10.16,13,5.4237,5.423,3.0925,3.0921,0.1995,4.0477,2.2461,3.7884,3.0118,2.8386,0.0799,1.0833,4.3636,0.6174,85.6979,20.861,311.34,323.27,75.77,-0.8907,115.0703,31.6692,31.6656,24.9887,24.9859
SKQ202207S,MID3,B,2022-04-25T01:41:52,-145.8028,59.9508,87,21,9.89,14,5.4231,5.4225,3.0924,3.092,0.1954,4.0491,2.258,3.8161,3.0083,2.8388,0.0793,1.0821,4.2679,0.616,85.7269,21.434,311.477,323.995,76.32,-0.8972,115.0704,31.6694,31.6655,24.9888,24.9859
SKQ202207S,MID3,B,2022-04-25T01:43:54,-145.8028,59.9508,87,21,1.93,15,5.7301,5.7323,3.1127,3.1123,0.3099,3.7235,3.2997,4.1958,3.3344,3.136,0.0812,1.1475,6.9025,0.9514,78.8332,238.17,347.017,359.989,83.92,-0.8732,115.0719,31.6126,31.6072,24.9087,24.9042
SKQ202207S,MID3,B,2022-04-25T01:44:01,-145.8028,59.9508,87,21,1.56,16,5.7038,5.6984,3.111,3.1103,0.3227,3.7504,3.3775,4.2034,3.3162,3.1186,0.0811,1.1519,7.1983,0.9227,79.4005,284.5,345.317,357.225,84.07,-0.8751,115.072,31.6186,31.6157,24.9165,24.9149
SKQ202207S,MID3,B,2022-04-25T01:44:09,-145.8028,59.9508,87,21,1.93,17,5.6804,5.6966,3.1096,3.1102,0.3094,3.7689,3.3263,4.1588,3.3254,3.1273,0.0807,1.1483,6.8905,0.903,79.7926,252.18,347.205,359.55,83.18,-0.8804,115.072,31.6254,31.616,24.9246,24.9153
SKQ202207S,MID2,B,2022-04-25T04:15:49,-145.6523,60.0997,118,23,114.66,1,5.4074,5.4062,3.1281,3.1276,0.0156,3.8788,0.0124,0.2224,2.7301,2.5788,0.0792,1.1511,0.1334,0.7879,82.1209,0.0,280.052,291.051,4.45,-0.8982,115.1774,32.0374,32.033,25.2817,25.2784
SKQ202207S,MID2,B,2022-04-25T04:16:03,-145.6523,60.0997,118,23,114.31,2,5.4073,5.4062,3.128,3.1276,0.0157,3.8708,0.0124,0.2387,2.7325,2.5755,0.0791,1.0895,0.134,0.7962,81.9516,0.0,280.219,290.037,4.78,-0.8994,115.1775,32.0369,32.0331,25.2814,25.2785
SKQ202207S,MID2,B,2022-04-25T04:19:04,-145.6523,60.0997,118,23,75.79,3,5.2938,5.2932,3.0979,3.0975,0.0154,4.2849,0.0123,2.1654,2.7721,2.6125,0.0795,1.0832,0.1271,0.3895,90.7218,0.0,285.321,295.392,43.31,-0.8947,115.1796,31.8221,31.8186,25.1242,25.1215
SKQ202207S,MID2,B,2022-04-25T04:19:14,-145.6523,60.0997,118,23,75.1,4,5.2935,5.2923,3.0978,3.0974,0.0149,4.283,0.0123,2.1988,2.7718,2.6117,0.0791,1.1519,0.1162,0.3913,90.6812,0.0,285.407,295.407,43.98,-0.8994,115.1797,31.8219,31.8183,25.1241,25.1214
SKQ202207S,MID2,B,2022-04-25T04:21:51,-145.6523,60.0997,118,23,50.53,5,5.1887,5.1853,3.0607,3.0594,0.1059,4.2146,0.0129,3.427,2.9135,2.7496,0.0799,1.0819,2.2115,0.4557,89.2321,0.0,303.381,315.239,68.54,-0.8894,115.1815,31.5104,31.4995,24.8892,24.8809
SKQ202207S,MID2,B,2022-04-25T04:22:02,-145.6523,60.0997,118,23,50.71,6,5.1937,5.1899,3.0622,3.0609,0.1017,4.2089,0.0129,3.422,2.9204,2.7525,0.0793,1.08,2.1135,0.4611,89.1123,0.0,304.634,315.995,68.44,-0.8975,115.1817,31.5225,31.512,24.8982,24.8903
SKQ202207S,MID2,B,2022-04-25T04:23:58,-145.6523,60.0997,118,23,40.68,7,5.3794,5.3758,3.0636,3.063,0.2862,3.8947,0.0131,3.9205,3.0976,2.9096,0.08,1.082,6.3569,0.7716,82.4576,0.0,324.838,335.556,78.41,-0.8885,115.183,31.3688,31.366,24.756,24.7542
SKQ202207S,MID2,B,2022-04-25T04:24:05,-145.6523,60.0997,118,23,40.41,8,5.3753,5.3622,3.0632,3.0621,0.2911,3.8817,0.013,3.9368,3.1037,2.9137,0.0806,1.0825,6.4704,0.7849,82.1832,0.0,325.6,335.674,78.74,-0.8813,115.1831,31.3692,31.3683,24.7567,24.7575
SKQ202207S,MID2,B,2022-04-25T04:25:48,-145.6523,60.0997,118,23,30.27,9,5.3833,5.3797,3.0634,3.0628,0.2612,3.8705,0.0131,4.4372,3.1129,2.9294,0.0802,1.1521,5.7815,0.7965,81.9452,0.0,326.41,337.663,88.74,-0.8863,115.1843,31.3684,31.3653,24.7552,24.7532
SKQ202207S,MID2,B,2022-04-25T04:25:54,-145.6523,60.0997,118,23,29.22,10,5.3847,5.384,3.0635,3.0631,0.2659,3.877,0.0131,4.4943,3.1096,2.93,0.0804,1.0817,5.8893,0.7898,82.0819,0.0,325.709,337.782,89.89,-0.8835,115.1844,31.3684,31.3652,24.7551,24.7526
SKQ202207S,MID2,B,2022-04-25T04:27:48,-145.6523,60.0997,118,23,19.75,11,5.3748,5.372,3.0623,3.0618,0.299,3.8848,0.3047,4.9613,3.1076,2.9277,0.0799,1.1276,6.6504,0.7817,82.2481,0.1174,325.018,337.219,99.23,-0.8904,115.1857,31.3691,31.3659,24.7568,24.7545
SKQ202207S,MID2,B,2022-04-25T04:27:54,-145.6523,60.0997,118,23,20.32,12,5.3744,5.3729,3.0623,3.0619,0.2891,3.8859,0.2662,4.925,3.1054,2.9263,0.08,1.0809,6.4234,0.7806,82.2713,0.0971,324.67,336.851,98.5,-0.8891,115.1857,31.3692,31.3659,24.7569,24.7545
SKQ202207S,MID2,B,2022-04-25T04:29:53,-145.6523,60.0997,118,23,10.67,13,5.5162,5.5159,3.073,3.0726,0.2912,3.8285,1.2852,5.0,3.2565,3.0661,0.0806,1.0817,6.4727,0.8401,81.0565,2.1723,341.649,354.576,100.0,-0.8813,115.1871,31.3616,31.3582,24.7349,24.7323
SKQ202207S,MID2,B,2022-04-25T04:29:59,-145.6523,60.0997,118,23,10.55,14,5.5147,5.5123,3.0728,3.0723,0.2945,3.8322,1.3054,5.0,3.2578,3.0676,0.0809,1.0817,6.5478,0.8363,81.133,2.2814,341.249,354.562,100.0,-0.8779,115.1872,31.3615,31.3583,24.735,24.7328
SKQ202207S,MID2,B,2022-04-25T04:30:05,-145.6523,60.0997,118,23,10.47,15,5.5163,5.5134,3.073,3.0724,0.2951,3.8318,1.3169,5.0,3.2596,3.0668,0.0807,1.082,6.5604,0.8367,81.1256,2.3465,342.819,354.724,100.0,-0.8794,115.1873,31.3616,31.3584,24.7349,24.7327
SKQ202207S,MID2,B,2022-04-25T04:30:12,-145.6523,60.0997,118,23,10.48,16,5.5136,5.5119,3.0728,3.0723,0.2761,3.8276,1.3024,5.0,3.2619,3.0646,0.081,1.1513,6.1242,0.841,81.0375,2.2664,342.4,354.297,100.0,-0.8757,115.1873,31.3619,31.3586,24.7354,24.7331
SKQ202207S,MID2,B,2022-04-25T04:30:19,-145.6523,60.0997,118,23,10.7,17,5.5133,5.512,3.0728,3.0723,0.2898,3.8282,1.2787,4.9977,3.255,3.062,0.0806,1.1425,6.4394,0.8405,81.0486,2.1407,341.671,354.203,99.95,-0.8819,115.1874,31.3621,31.3585,24.7356,24.7329
SKQ202207S,MID2,B,2022-04-25T04:30:26,-145.6523,60.0997,118,23,10.56,18,5.5028,5.506,3.072,3.0718,0.2951,3.8228,1.2878,4.993,3.2533,3.0635,0.0808,1.083,6.5615,0.8462,80.9341,2.1859,341.274,354.036,99.86,-0.8791,115.1875,31.3631,31.3584,24.7377,24.7335
SKQ202207S,MID2,B,2022-04-25T04:32:27,-145.6523,60.0997,118,23,2.47,19,5.5163,5.5153,3.0726,3.0722,0.2803,3.8195,2.5571,5.0,3.2632,3.0735,0.0806,1.0826,6.2216,0.8495,80.8649,42.815,342.046,355.14,100.0,-0.8813,115.1889,31.3618,31.3585,24.7351,24.7325
SKQ202207S,MID2,B,2022-04-25T04:32:42,-145.6523,60.0997,118,23,2.7,20,5.5148,5.5141,3.0725,3.0722,0.299,3.8306,2.5135,5.0,3.2587,3.0736,0.0802,1.1535,6.6509,0.8379,81.0998,38.801,341.577,355.094,100.0,-0.8869,115.1891,31.362,31.3585,24.7354,24.7327
SKQ202207S,MID2,B,2022-04-25T04:32:51,-145.6523,60.0997,118,23,2.39,21,5.5146,5.5143,3.0725,3.0722,0.2891,3.8219,2.5666,4.6885,3.2688,3.0727,0.0805,1.0833,6.4223,0.847,80.9161,43.793,343.333,354.783,93.77,-0.8826,115.1892,31.362,31.3584,24.7354,24.7326
SKQ202207S,MID1,B,2022-04-25T07:17:33,-145.5003,60.2495,20,25,14.97,1,5.4176,5.4152,3.0262,3.0259,0.424,2.2443,0.0124,0.9214,3.2511,3.0541,0.0814,1.3264,9.5274,2.9774,47.5045,0.0,343.628,355.183,18.43,-0.8713,115.3036,30.9237,30.9224,24.3997,24.399
SKQ202207S,MID1,B,2022-04-25T07:17:41,-145.5003,60.2495,20,25,15.32,2,5.4143,5.4129,3.0263,3.0259,0.469,2.2575,0.0122,0.2189,3.2524,3.0602,0.0804,1.3298,10.5614,2.954,47.7837,0.0,343.494,356.009,4.38,-0.8838,115.3037,30.9269,30.9243,24.4026,24.4007
SKQ202207S,MID1,B,2022-04-25T07:19:46,-145.5003,60.2495,20,25,10.35,3,5.4343,5.4327,3.0279,3.0275,0.5281,2.479,0.0122,0.4788,3.2743,3.0795,0.0805,1.3308,11.9219,2.5794,52.4747,0.0,345.499,358.086,9.58,-0.8826,115.3051,30.9295,30.9267,24.4024,24.4004
SKQ202207S,MID1,B,2022-04-25T07:19:53,-145.5003,60.2495,20,25,10.38,4,5.4373,5.435,3.0282,3.0278,0.4775,2.4787,0.0122,0.4766,3.2808,3.0838,0.0805,1.3331,10.7574,2.5799,52.4684,0.0,348.367,359.173,9.53,-0.8819,115.3052,30.9299,30.927,24.4024,24.4004
SKQ202207S,MID1,B,2022-04-25T07:22:20,-145.5003,60.2495,20,25,2.32,5,5.5338,5.5238,3.0046,3.0071,0.6715,2.5954,0.5189,0.853,3.4108,3.2033,0.0808,1.3337,15.2191,2.3956,54.9418,0.2716,362.585,375.613,17.06,-0.8785,115.3069,30.5799,30.6162,24.115,24.1448
SKQ202207S,MID1,B,2022-04-25T07:22:27,-145.5003,60.2495,20,25,1.64,6,5.542,5.5362,3.0034,3.003,0.5555,2.5639,0.6402,0.9099,3.4101,3.1998,0.0809,1.3327,12.5507,2.4445,54.2737,0.3986,362.566,373.982,18.2,-0.8776,115.307,30.5582,30.5598,24.0969,24.0988
SKQ202207S,MID9,B,2022-04-25T20:41:02,-146.096,59.0707,3066,26,1519.87,1,2.3536,2.3526,3.1344,3.1338,0.011,4.6762,0.0125,5.0,0.6423,0.6344,0.0852,1.0805,0.0267,0.0399,99.0093,0.0,25.697,26.523,100.0,-0.8233,115.8615,34.4911,34.4855,27.5353,27.5309
SKQ202207S,MID9,B,2022-04-25T20:53:18,-146.096,59.0707,3066,26,1013.24,2,3.0366,3.0368,3.1614,3.161,0.0109,4.6759,0.0124,5.0,0.58,0.5769,0.0848,1.1519,0.025,0.0401,99.003,0.0,14.641,14.834,100.0,-0.8289,115.87,34.3554,34.3495,27.3672,27.3624
SKQ202207S,MID9,B,2022-04-25T20:53:25,-146.096,59.0707,3066,26,1014.14,3,3.0338,3.0334,3.1613,3.1608,0.0114,4.6771,0.0125,5.0,0.58,0.577,0.085,1.1562,0.0371,0.0391,99.0278,0.0,14.622,14.907,100.0,-0.8255,115.8701,34.3561,34.3502,27.368,27.3633
SKQ202207S,MID9,B,2022-04-25T20:53:31,-146.096,59.0707,3066,26,1012.58,4,3.0375,3.0372,3.1615,3.161,0.011,4.6753,0.0126,5.0,0.58,0.5771,0.0848,1.0829,0.0267,0.0406,98.9903,0.0,14.623,14.982,100.0,-0.8286,115.8702,34.3554,34.3493,27.3671,27.3622
SKQ202207S,MID9,B,2022-04-25T21:00:02,-146.096,59.0707,3066,26,758.73,5,3.5321,3.5312,3.1855,3.1849,0.0116,4.6724,0.0125,5.0,0.5827,0.58,0.0845,1.0921,0.0411,0.0431,98.927,0.0,14.331,14.722,100.0,-0.8317,115.8747,34.2556,34.2497,27.2408,27.2362
SKQ202207S,MID9,B,2022-04-25T21:07:09,-146.096,59.0707,3066,26,505.63,6,3.9636,3.9633,3.1997,3.1992,0.011,4.6703,0.0124,5.0,0.6372,0.63,0.0838,1.0808,0.0267,0.0449,98.8826,0.0,21.117,21.617,100.0,-0.8405,115.8797,34.1063,34.1006,27.0789,27.0744
SKQ202207S,MID9,B,2022-04-25T21:14:12,-146.096,59.0707,3066,26,253.38,7,4.7715,4.7707,3.2427,3.2422,0.011,4.6242,0.0125,5.0,0.931,0.9021,0.0832,1.0834,0.0279,0.0846,97.9079,0.0,57.405,59.114,100.0,-0.8489,115.8846,33.9102,33.9045,26.8369,26.8325
SKQ202207S,MID9,B,2022-04-25T21:17:29,-146.096,59.0707,3066,26,202.37,8,5.2272,5.2296,3.2758,3.2756,0.011,4.6609,0.0124,5.0,1.1112,1.0708,0.0831,1.0823,0.0279,0.053,98.6842,0.0,78.918,81.624,100.0,-0.8495,115.8868,33.8553,33.8499,26.7415,26.737
SKQ202207S,MID9,B,2022-04-25T21:20:31,-146.096,59.0707,3066,26,150.45,9,5.4186,5.4178,3.2793,3.2788,0.011,4.654,0.0188,5.0,1.3556,1.2993,0.0827,1.1512,0.0267,0.0589,98.5386,0.0017,108.199,112.275,100.0,-0.8551,115.8889,33.7289,33.7233,26.619,26.6147
SKQ202207S,MID9,B,2022-04-25T21:22:54,-146.096,59.0707,3066,26,126.43,10,5.5327,5.5327,3.274,3.2736,0.0134,4.6462,0.1639,5.0,1.5379,1.4693,0.0812,1.1512,0.0829,0.0656,98.3745,0.051,130.122,135.038,100.0,-0.8732,115.8906,33.5665,33.5611,26.477,26.4727
SKQ202207S,MID9,B,2022-04-25T21:25:03,-146.096,59.0707,3066,26,100.8,11,6.2476,6.2441,3.3099,3.3089,0.0153,4.6336,0.5982,5.0,1.7004,1.6216,0.0808,1.1541,0.1259,0.0765,98.1058,0.349,147.427,152.991,100.0,-0.8788,115.8921,33.2762,33.2691,26.1596,26.1544
SKQ202207S,MID9,B,2022-04-25T21:27:53,-146.096,59.0707,3066,26,75.99,12,4.5289,4.5279,3.0954,3.095,0.055,4.5802,1.2275,5.0,2.8355,2.6657,0.08,1.0835,1.0383,0.1228,96.9755,1.8866,297.992,307.501,100.0,-0.8894,115.8941,32.5334,32.5289,25.7707,25.7673
SKQ202207S,MID9,B,2022-04-25T21:30:17,-146.096,59.0707,3066,26,50.5,13,5.2654,5.2833,3.1573,3.1582,0.0319,4.6194,2.029,4.9885,2.6245,2.4874,0.0794,1.1293,0.5088,0.0888,97.8055,12.599,263.807,275.17,99.77,-0.8963,115.8957,32.538,32.5315,25.694,25.6869
SKQ202207S,MID9,B,2022-04-25T21:32:05,-146.096,59.0707,3066,26,40.05,14,5.3236,5.3233,3.1496,3.1492,0.0789,4.5198,2.3666,4.9964,2.9509,2.7875,0.0804,1.0814,1.5891,0.1759,95.6973,27.559,304.68,317.071,99.93,-0.8832,115.897,32.3995,32.3951,25.5778,25.5744
SKQ202207S,MID9,B,2022-04-25T21:32:18,-146.096,59.0707,3066,26,39.89,15,5.3254,5.3249,3.1497,3.1493,0.064,4.5286,2.3674,4.9963,2.9557,2.788,0.0799,1.1493,1.2464,0.1682,95.8814,27.614,305.249,316.988,99.93,-0.89,115.8971,32.399,32.3947,25.5772,25.5739
SKQ202207S,MID9,B,2022-04-25T21:33:58,-146.096,59.0707,3066,26,30.9,16,5.3818,5.3814,3.1536,3.1531,0.0604,4.5148,2.7152,5.0,2.9679,2.7974,0.0797,1.1484,1.1645,0.1804,95.5896,61.648,306.613,317.146,100.0,-0.8925,115.8983,32.3925,32.3878,25.5656,25.562
SKQ202207S,MID9,B,2022-04-25T21:35:46,-146.096,59.0707,3066,26,19.82,17,5.4491,5.4489,3.158,3.1575,0.0421,4.4999,3.1842,5.0,2.9699,2.8115,0.08,1.0827,0.7432,0.1937,95.2741,181.77,305.127,318.38,100.0,-0.8894,115.8995,32.3831,32.3783,25.5504,25.5467
SKQ202207S,MID9,B,2022-04-25T21:37:55,-146.096,59.0707,3066,26,10.09,18,5.6654,5.6668,3.1755,3.1751,0.0221,4.5062,3.6412,5.0,2.9811,2.8183,0.0793,1.1272,0.2835,0.188,95.4076,520.94,304.464,316.799,100.0,-0.8975,115.901,32.3774,32.3724,25.5208,25.5167
