Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201915S,MID8,B,2019-07-04T03:19:42,-146.203,59.2252,620,20,125.52,7,6.4318,6.4312,3.3075,3.3071,0.0115,3.1168,1.6488,1.9595,4.658,0.1319,5.0,1.0759,-0.0597,0.0362,99.0988,0.0,191.451,191.013,63.482,63.334,100.0,24.6992,1.0759,33.0584,33.0542,25.9642,25.961
SKQ201915S,MID8,B,2019-07-04T03:21:29,-146.203,59.2252,620,20,101.08,8,6.5301,6.53,3.2802,3.2796,0.0116,2.6755,1.9153,2.3053,4.6204,0.1517,5.0,1.1317,-0.0574,0.0686,98.2998,0.0031,235.775,236.227,78.134,78.28,100.0,21.1206,1.1317,32.6732,32.6668,25.6478,25.6428
SKQ201915S,MID8,B,2019-07-04T03:23:16,-146.203,59.2252,620,20,75.45,9,6.4869,6.4876,3.2546,3.2541,0.0147,2.095,2.1514,2.6102,4.6436,0.2435,5.0,1.1414,0.0168,0.0486,98.7934,0.0882,275.539,275.044,91.067,90.901,100.0,16.4128,1.1414,32.4447,32.4383,25.4732,25.4681
SKQ201915S,MID8,B,2019-07-04T03:25:06,-146.203,59.2252,620,20,50.7,10,6.8457,6.8478,3.2776,3.2772,0.0241,2.0963,2.188,2.6586,4.6243,0.556,5.0,1.074,0.2429,0.0653,98.3814,0.559,278.272,278.256,92.683,92.677,100.0,16.4231,1.074,32.3701,32.3634,25.368,25.3625
SKQ201915S,MID8,B,2019-07-04T03:26:25,-146.203,59.2252,620,20,40.68,11,7.0369,7.0262,3.2894,3.288,0.0331,2.0992,2.1836,2.6546,4.5923,0.7828,5.0,1.0746,0.4582,0.093,97.7016,1.19,275.853,276.539,92.25,92.453,100.0,16.4467,1.0746,32.3237,32.3182,25.3062,25.3033
SKQ201915S,MID8,B,2019-07-04T03:27:45,-146.203,59.2252,620,20,29.77,12,8.167,8.1732,3.3798,3.3797,0.115,1.6825,2.3228,2.8321,4.4259,1.2093,5.0,1.0724,2.424,0.2407,94.1609,3.77,290.188,290.639,99.505,99.669,100.0,13.0672,1.0724,32.2494,32.2431,25.09,25.0842
SKQ201915S,MID8,B,2019-07-04T03:27:47,-146.203,59.2252,620,20,29.77,13,8.1737,8.175,3.3803,3.3798,0.1197,1.669,2.3247,2.8365,4.423,1.2008,5.0,1.0723,2.5376,0.2433,94.0994,3.69,290.738,292.228,99.708,100.218,100.0,12.9575,1.0723,32.2486,32.2423,25.0885,25.0833
SKQ201915S,MID8,B,2019-07-04T03:29:09,-146.203,59.2252,620,20,20.24,14,10.5859,10.585,3.585,3.5841,0.3272,0.8246,2.649,3.2442,3.8721,1.9259,5.0,1.1435,7.5163,0.7755,82.3754,21.1,323.761,325.757,117.007,117.719,100.0,6.1097,1.1435,32.1843,32.176,24.6555,24.6491
SKQ201915S,MID8,B,2019-07-04T03:29:11,-146.203,59.2252,620,20,20.24,15,10.6333,10.6126,3.5888,3.5866,0.3207,0.7392,2.6567,3.2537,3.8653,1.9256,5.0,1.1966,7.3596,0.7826,82.2296,21.1,324.664,326.363,117.449,118.009,100.0,5.4169,1.1966,32.1799,32.1768,24.6439,24.645
SKQ201915S,MID8,B,2019-07-04T03:30:32,-146.203,59.2252,620,20,9.96,16,14.9244,14.9238,3.8961,3.895,0.0383,0.6696,2.5082,3.0537,4.2806,2.51,5.0,1.0725,0.5814,0.3743,91.0683,82.2,274.771,277.634,108.061,109.178,100.0,4.8525,1.0725,31.4753,31.4664,23.2723,23.2656
SKQ201915S,MID8,B,2019-07-04T03:30:34,-146.203,59.2252,620,20,9.98,17,14.8843,14.8719,3.8915,3.8907,0.0372,0.6985,2.5161,3.065,4.2831,2.5147,5.0,1.0723,0.5569,0.3719,91.1219,83.1,276.698,280.693,108.724,110.269,100.0,5.0871,1.0723,31.4664,31.469,23.274,23.2786
SKQ201915S,MID8,B,2019-07-04T03:32:08,-146.203,59.2252,620,20,4.12,18,15.3896,15.3925,3.906,3.9055,0.0339,0.62,2.486,3.0239,4.2571,2.9119,5.0,1.1429,0.4767,0.3963,90.5677,208.0,268.977,271.804,106.553,107.674,100.0,4.4502,1.1429,31.1942,31.1877,22.9562,22.9506
SKQ201915S,MID8,B,2019-07-04T03:32:14,-146.203,59.2252,620,20,4.02,19,15.4616,15.4495,3.9095,3.9082,0.0337,0.5594,2.4873,3.0262,4.2548,2.932,5.0,1.0753,0.4725,0.3985,90.5179,218.0,267.969,271.7,106.286,107.739,100.0,3.9591,1.0753,31.1685,31.1668,22.9209,22.9222
SKQ201915S,MID8,B,2019-07-04T03:32:21,-146.203,59.2252,620,20,4.04,20,15.4404,15.433,3.9086,3.9077,0.034,0.6056,2.4903,3.0298,4.2519,2.9265,5.0,1.146,0.4803,0.4012,90.4563,215.0,269.422,273.173,106.823,108.294,100.0,4.3333,1.146,31.1768,31.1754,22.9318,22.9324
SKQ201915S,PL1,B,2019-07-04T16:32:00,-145.9195,59.829,102,21,23.32,1,10.3888,10.3596,3.5406,3.5383,0.1114,0.7383,2.3725,2.8961,4.4282,1.1559,3.9583,1.1092,2.3373,0.2386,94.2097,3.29,283.153,285.379,101.701,102.438,79.17,5.4097,1.1092,31.9121,31.9148,24.4769,24.484
SKQ201915S,PL1,B,2019-07-04T16:33:45,-145.9195,59.829,102,21,15.2,2,11.094,11.0843,3.5829,3.5816,0.1126,0.6067,2.4727,3.0356,4.3233,1.7501,4.3562,1.0727,2.3672,0.3345,91.9777,14.0,293.141,296.918,106.745,108.094,87.13,4.342,1.0727,31.7225,31.7175,24.208,24.2058
SKQ201915S,PL1,B,2019-07-04T16:35:12,-145.9195,59.829,102,21,10.98,3,12.4147,12.0392,3.6357,3.622,0.0597,0.5893,2.5062,3.0672,4.3599,2.0901,4.5434,1.1427,1.0951,0.3008,92.7567,31.0,290.827,295.513,108.419,109.447,90.87,4.201,1.1427,31.1183,31.2997,23.4992,23.7096
SKQ201915S,PL1,B,2019-07-04T16:36:19,-145.9195,59.829,102,21,9.94,4,12.269,12.1999,3.6381,3.6348,0.0646,0.5345,2.5218,3.0894,4.3501,2.1532,4.6165,1.0757,1.2153,0.3098,92.5478,35.9,293.428,297.067,109.168,110.384,92.33,3.7566,1.0757,31.2621,31.2887,23.6378,23.6714
SKQ201915S,PL1,B,2019-07-04T16:36:25,-145.9195,59.829,102,21,10.1,5,12.4657,12.3754,3.6443,3.6408,0.0568,0.4888,2.5194,3.099,4.3508,2.1354,4.5967,1.1451,1.0264,0.3092,92.5616,34.5,292.718,298.611,109.271,111.293,91.93,3.3864,1.1451,31.158,31.2001,23.5203,23.5699
SKQ201915S,PL1,B,2019-07-04T16:37:48,-145.9195,59.829,102,21,6.09,6,17.6366,17.6672,3.4755,3.4742,0.0238,0.3729,2.4078,2.9194,4.1433,2.4984,4.8011,1.073,0.2357,0.5047,88.1454,80.0,255.348,259.349,101.929,103.566,96.02,2.446,1.073,25.9054,25.8752,18.4049,18.3748
SKQ201915S,PL1,B,2019-07-04T16:39:22,-145.9195,59.829,102,21,3.14,7,17.649,17.6513,3.441,3.4403,0.0218,0.416,2.3862,2.8902,4.1491,3.149,4.9631,1.0733,0.1867,0.499,88.2705,359.0,252.642,257.163,100.674,102.475,99.26,2.7959,1.0733,25.6139,25.607,18.1796,18.1738
SKQ201915S,PL1,B,2019-07-04T16:39:39,-145.9195,59.829,102,21,3.82,8,17.6658,17.6639,3.4432,3.4421,0.0219,0.4428,2.3819,2.8907,4.1514,2.7233,4.8327,1.0735,0.1879,0.4969,88.3188,135.0,251.878,257.203,100.407,102.521,96.65,3.0131,1.0735,25.6216,25.6137,18.1817,18.1761
SKQ201915S,PL1,B,2019-07-04T17:11:49,-145.929,59.8275,102,22,95.03,1,6.5701,6.5716,3.2655,3.2648,0.012,2.3194,1.9589,2.3769,3.4463,0.1332,0.3508,1.0764,-0.0478,1.2416,73.3145,0.0,242.996,244.873,80.485,81.104,7.02,18.2324,1.0764,32.4765,32.4674,25.4876,25.4803
SKQ201915S,PL1,B,2019-07-04T17:11:54,-145.929,59.8275,102,22,95.56,2,6.5648,6.5659,3.2658,3.2651,0.0114,2.4073,1.962,2.3788,3.4202,0.1331,0.3255,1.4122,-0.0633,1.2722,72.7582,0.0,243.634,244.713,80.691,81.045,6.51,18.9451,1.4122,32.4844,32.4761,25.4945,25.4878
SKQ201915S,PL1,B,2019-07-04T17:13:48,-145.929,59.8275,102,22,75.59,3,6.628,6.6291,3.2501,3.2495,0.0119,2.3753,2.034,2.4735,4.3095,0.1602,1.3184,1.0739,-0.0508,0.3473,91.6834,0.0102,255.052,256.65,84.457,84.983,26.37,18.6856,1.0739,32.2614,32.2536,25.3107,25.3043
SKQ201915S,PL1,B,2019-07-04T17:15:56,-145.929,59.8275,102,22,50.22,4,6.8997,6.8993,3.264,3.2632,0.013,2.2243,2.1093,2.5711,4.5348,0.3697,2.5811,1.0844,-0.0245,0.1434,96.4777,0.239,264.872,266.994,88.199,88.9,51.62,17.4612,1.0844,32.1701,32.1623,25.2034,25.1973
SKQ201915S,PL1,B,2019-07-04T17:17:40,-145.929,59.8275,102,22,39.82,5,7.3596,7.3609,3.2999,3.2993,0.016,2.1118,2.1408,2.6103,4.5549,0.6063,3.0847,1.1422,0.0486,0.1257,96.9056,0.672,266.709,268.733,89.728,90.406,61.69,16.5488,1.1422,32.1368,32.1289,25.1156,25.1092
SKQ201915S,PL1,B,2019-07-04T17:19:40,-145.929,59.8275,102,22,30.03,6,8.278,8.3544,3.3759,3.3815,0.0269,1.6742,2.2084,2.6977,4.5482,0.9308,3.5766,1.1113,0.3099,0.1317,96.7625,1.82,271.615,273.309,93.271,94.006,71.53,13.0001,1.1113,32.1064,32.0964,24.9617,24.9426
SKQ201915S,PL1,B,2019-07-04T17:19:47,-145.929,59.8275,102,22,29.76,7,8.3726,8.3705,3.3838,3.383,0.0243,1.6023,2.2101,2.699,4.5502,0.9381,3.592,1.0745,0.2465,0.1299,96.8044,1.85,271.046,273.453,93.271,94.09,71.84,12.4161,1.0745,32.1034,32.0969,24.9454,24.9406
SKQ201915S,PL1,B,2019-07-04T17:21:29,-145.929,59.8275,102,22,20.22,8,10.5403,10.5383,3.5483,3.5476,0.1165,1.0256,2.4224,2.9597,4.3882,1.4458,4.0486,1.0824,2.4599,0.275,93.357,6.76,292.702,294.142,105.433,105.944,80.97,7.7397,1.0824,31.8584,31.8531,24.4094,24.4056
SKQ201915S,PL1,B,2019-07-04T17:21:34,-145.929,59.8275,102,22,19.95,9,10.6587,10.6227,3.5576,3.5544,0.1223,0.9719,2.4386,2.9839,4.3534,1.4579,4.0693,1.0758,2.6004,0.3067,92.6183,6.96,291.391,294.715,105.22,106.338,81.39,7.3042,1.0759,31.8479,31.847,24.3811,24.3865
SKQ201915S,PL1,B,2019-07-04T17:23:10,-145.929,59.8275,102,22,10.04,10,12.3962,12.0785,3.6443,3.6321,0.059,0.5631,2.5274,3.0883,4.3332,2.3287,4.5599,1.1274,1.0808,0.3254,92.1882,54.0,294.537,298.938,109.835,110.856,91.2,3.9888,1.1274,31.2154,31.3646,23.5779,23.7526
SKQ201915S,PL1,B,2019-07-04T17:25:06,-145.929,59.8275,102,22,4.28,11,17.3795,17.3266,3.4855,3.503,0.0229,0.5252,2.4138,2.928,4.1748,2.8378,4.8389,1.3777,0.213,0.4744,88.8162,175.0,256.474,258.678,102.045,102.943,96.78,3.6814,1.3777,26.1532,26.3336,18.6525,18.8023
SKQ201915S,PL1,B,2019-07-04T17:25:10,-145.929,59.8275,102,22,4.18,12,17.3167,17.1361,3.5051,3.5386,0.0226,0.5347,2.4152,2.9402,4.1702,2.8546,4.8412,1.192,0.2059,0.4788,88.7186,182.0,256.919,262.813,102.24,104.502,96.82,3.7582,1.192,26.3568,26.755,18.8222,19.1672
SKQ201915S,PL1,B,2019-07-04T17:25:16,-145.929,59.8275,102,22,3.99,13,17.5249,17.579,3.4433,3.426,0.0217,0.449,2.4238,2.9528,4.1703,2.8728,4.862,1.3771,0.1849,0.4787,88.7202,190.0,257.555,264.004,102.455,105.004,97.24,3.0636,1.3771,25.7111,25.5339,18.2819,18.1344
SKQ201915S,PL1,B,2019-07-04T17:25:20,-145.929,59.8275,102,22,4.25,14,17.3891,17.3925,3.4837,3.4894,0.0223,0.5927,2.4112,2.9171,4.1638,2.8404,4.8438,1.1919,0.1999,0.4849,88.5829,176.0,257.586,258.456,102.491,102.875,96.88,4.2285,1.1919,26.132,26.1776,18.6341,18.6682
SKQ201915S,PL1,B,2019-07-04T17:25:25,-145.929,59.8275,102,22,4.12,15,17.2149,17.1686,3.5326,3.5413,0.0232,0.5563,2.4238,2.9385,4.1639,2.8511,4.845,1.3093,0.2196,0.4849,88.5839,181.0,259.118,262.885,103.119,104.597,96.9,3.9336,1.3093,26.653,26.7562,19.0715,19.1608
SKQ201915S,PL1,B,2019-07-04T17:25:29,-145.929,59.8275,102,22,4.12,16,17.1553,17.2224,3.542,3.5179,0.0227,0.5853,2.4338,2.9522,4.1866,2.8426,4.8408,1.191,0.2082,0.4631,89.067,177.0,259.99,264.547,103.429,105.204,96.82,4.1684,1.191,26.7715,26.5253,19.1755,18.9723
SKQ201915S,PL1,B,2019-07-04T17:25:34,-145.929,59.8275,102,22,4.35,17,16.862,16.8923,3.5556,3.5502,0.0231,0.4455,2.4202,2.9308,4.1765,2.8327,4.84,1.3093,0.219,0.4727,88.8533,173.0,257.138,258.206,101.93,102.368,96.8,3.0347,1.3093,27.0811,27.0155,19.478,19.421
SKQ201915S,PL2,B,2019-07-04T23:43:19,-145.5013,60.2497,20,23,17.93,1,8.387,8.3882,3.3569,3.3561,0.0354,1.2682,2.1252,2.584,0.6639,0.5232,2.6949,1.3304,0.5144,7.8384,14.1012,0.492,257.134,258.863,88.326,88.916,53.9,9.7073,1.3304,31.8133,31.804,24.716,24.7085
SKQ201915S,PL2,B,2019-07-04T23:43:23,-145.5013,60.2497,20,23,17.9,2,8.4252,8.3946,3.3594,3.3565,0.0352,1.2479,2.1239,2.5853,0.6668,0.5098,2.9689,1.3996,0.5078,7.8183,14.1643,0.466,256.821,258.881,88.288,88.934,59.38,9.542,1.3996,31.8051,31.8024,24.7039,24.7063
SKQ201915S,PL2,B,2019-07-04T23:44:55,-145.5013,60.2497,20,23,14.97,3,10.5844,10.621,3.4763,3.4777,0.0546,0.7565,2.3033,2.8173,2.2422,0.8419,0.3426,1.3554,0.9749,2.962,47.6887,1.41,270.735,273.938,97.09,98.304,6.85,5.5574,1.3554,31.1057,31.0885,23.8158,23.7962
SKQ201915S,PL2,B,2019-07-04T23:47:08,-145.5013,60.2497,20,23,10.3,4,11.3784,11.4365,3.5169,3.5159,0.0553,0.6681,2.39,2.9024,2.3636,1.8285,0.5861,1.3387,0.9923,2.755,50.2727,16.8,282.283,282.481,102.765,102.921,11.72,4.8402,1.3387,30.8374,30.7789,23.47,23.4143
SKQ201915S,PL2,B,2019-07-04T23:47:09,-145.5013,60.2497,20,23,10.29,5,11.6976,11.494,3.5443,3.5259,0.0569,0.632,2.3919,2.9082,2.5387,1.8695,0.8935,1.3392,1.0287,2.4652,53.9985,18.5,279.038,282.371,102.271,103.042,17.87,4.5478,1.3392,30.8374,30.8287,23.4131,23.4428
SKQ201915S,PL2,B,2019-07-04T23:49:10,-145.5013,60.2497,20,23,4.9,6,15.069,15.0649,2.9718,2.9975,0.0502,0.588,2.4875,3.0441,2.6674,3.0392,0.8513,1.3118,0.8679,2.2669,56.7384,279.0,285.475,289.974,106.373,108.208,17.03,4.1909,1.3118,23.2352,23.4593,16.91,17.0828
SKQ201915S,PL2,B,2019-07-04T23:50:50,-145.5013,60.2497,20,23,3.3,7,15.0015,15.0153,2.536,2.5361,0.0466,0.6678,2.4532,2.9959,2.1477,3.6626,0.931,1.3954,0.7836,3.1342,45.6789,1210.0,288.822,293.194,104.778,106.39,18.62,4.838,1.3954,19.5515,19.5462,14.0986,14.0919
SKQ201915S,PL2,B,2019-07-04T23:50:52,-145.5013,60.2497,20,23,3.16,8,15.0056,15.0026,2.5669,2.4972,0.0446,0.7366,2.4537,2.9964,2.0737,3.7631,0.9293,1.3845,0.7327,3.2749,44.104,1480.0,288.424,294.415,104.83,106.569,18.59,5.3959,1.3845,19.8115,19.2239,14.2971,13.8473
SKQ201915S,PL3,B,2019-07-05T08:28:18,-145.8032,60.2348,102,24,97.74,1,6.5767,6.5781,3.2607,3.2601,0.0119,2.5295,1.8896,2.2883,2.8122,0.1282,0.2299,1.4009,-0.0496,2.0554,59.8188,0.0,231.152,233.401,76.539,77.282,4.6,19.9362,1.4009,32.4154,32.4075,25.4386,25.4322
SKQ201915S,PL3,B,2019-07-05T08:28:27,-145.8032,60.2348,102,24,97.7,2,6.5767,6.578,3.2607,3.2601,0.012,2.5116,1.8889,2.2867,2.79,0.1282,0.5713,1.3347,-0.0484,2.0871,59.3469,0.0,231.21,232.994,76.558,77.147,11.43,19.7909,1.3347,32.4157,32.4078,25.4389,25.4324
SKQ201915S,PL3,B,2019-07-05T08:31:23,-145.8032,60.2348,102,24,76.11,3,6.5899,6.591,3.249,3.2484,0.0119,2.4519,1.954,2.3698,4.1174,0.128,1.3112,1.0835,-0.0514,0.5298,87.5944,0.0,241.522,242.919,79.92,80.38,26.22,19.3073,1.0835,32.2847,32.2776,25.3339,25.3282
SKQ201915S,PL3,B,2019-07-05T08:33:34,-145.8032,60.2348,102,24,50.09,4,6.9325,6.9338,3.2634,3.2629,0.0155,2.294,1.9685,2.3899,4.4341,0.1278,2.6165,1.0732,0.0342,0.2333,94.3343,0.0,241.415,243.29,80.427,81.05,52.33,18.0262,1.0732,32.1328,32.1264,25.1697,25.1645
SKQ201915S,PL3,B,2019-07-05T08:35:18,-145.8032,60.2348,102,24,40.32,5,7.136,7.1369,3.2717,3.271,0.0178,2.182,2.0539,2.4981,4.474,0.1281,3.1119,1.0733,0.0922,0.1975,95.1838,0.0,254.39,255.853,85.086,85.573,62.24,17.1181,1.0733,32.0383,32.0307,25.0683,25.0623
SKQ201915S,PL3,B,2019-07-05T08:36:56,-145.8032,60.2348,102,24,30.12,6,7.2793,7.3018,3.2714,3.2711,0.0209,2.1197,2.0416,2.4809,4.4822,0.1281,3.6203,1.0759,0.1658,0.1901,95.3588,0.0,250.974,252.762,84.139,84.767,72.41,16.6124,1.0759,31.908,31.8839,24.9466,24.9246
SKQ201915S,PL3,B,2019-07-05T08:37:05,-145.8032,60.2348,102,24,30.28,7,7.3266,7.2911,3.2722,3.2712,0.0227,2.1283,2.044,2.4831,4.4757,0.128,3.5984,1.0758,0.2076,0.196,95.2188,0.0,251.421,253.4,84.357,84.966,71.97,16.6821,1.0758,31.872,31.8938,24.9119,24.9339
SKQ201915S,PL3,B,2019-07-05T08:38:37,-145.8032,60.2348,102,24,19.95,8,7.781,7.8013,3.2968,3.2969,0.0789,1.786,2.1206,2.5793,4.4085,0.1282,4.1177,1.0735,1.5568,0.2564,93.7902,0.0,260.905,262.614,88.352,88.96,82.35,13.9067,1.0735,31.7253,31.7078,24.734,24.7174
SKQ201915S,PL3,B,2019-07-05T08:40:13,-145.8032,60.2348,102,24,9.93,9,9.5407,9.5253,3.3724,3.3708,0.3053,0.729,2.6207,3.2167,3.8444,0.1465,4.6196,1.2042,6.9918,0.8043,81.7857,0.0,329.001,332.317,115.22,116.34,92.39,5.3339,1.2042,30.958,30.9548,23.8711,23.8711
SKQ201915S,PL3,B,2019-07-05T08:40:22,-145.8032,60.2348,102,24,9.91,10,9.5531,9.5486,3.3733,3.3721,0.2911,0.7527,2.6319,3.2186,3.8043,0.1476,4.6143,1.4043,6.6503,0.8464,80.9314,0.0,330.89,330.82,115.912,115.869,92.29,5.5269,1.4043,30.9562,30.9481,23.8678,23.8622
SKQ201915S,PL3,B,2019-07-05T08:40:32,-145.8032,60.2348,102,24,9.7,11,9.5868,9.5956,3.3756,3.3753,0.2765,0.7573,2.6304,3.2267,3.7853,0.148,4.6278,1.3327,6.3005,0.8663,80.5279,0.0003,329.615,329.2,115.547,115.414,92.56,5.5637,1.3327,30.9516,30.9404,23.8588,23.8487
SKQ201915S,PL3,B,2019-07-05T08:40:43,-145.8032,60.2348,102,24,9.79,12,9.6191,9.6184,3.3775,3.3767,0.2583,0.7333,2.6321,3.2332,3.7813,0.1468,4.6292,1.3948,5.8645,0.8705,80.4425,0.0,330.417,331.663,115.902,116.331,92.58,5.3686,1.3948,30.9422,30.935,23.8464,23.8409
SKQ201915S,PL3,B,2019-07-05T08:42:14,-145.8032,60.2348,102,24,3.81,13,13.271,13.2811,3.2903,3.2777,0.1333,0.8027,2.5333,3.0966,3.4261,0.567,4.9105,1.3709,2.8641,1.2654,72.8828,0.583,296.584,300.319,109.524,110.831,98.21,5.9317,1.3709,27.2368,27.1145,20.337,20.2407
SKQ201915S,PL3,B,2019-07-05T08:42:24,-145.8032,60.2348,102,24,3.66,14,13.4317,13.5458,3.1512,3.054,0.1081,0.7755,2.5345,3.1119,3.1437,0.5858,4.9376,1.3144,2.2589,1.6095,66.8742,0.624,299.008,306.512,109.725,112.001,98.75,5.711,1.3144,25.8582,24.9042,19.2433,18.4866
SKQ201915S,PL4,B,2019-07-05T16:34:38,-146.0858,60.2765,60,25,17.96,1,8.7301,8.7243,3.331,3.3295,0.1026,1.1905,2.2499,2.7492,4.3409,1.2426,2.0645,1.139,2.1273,0.3183,92.3521,4.1,275.189,278.114,94.856,95.844,41.29,9.0772,1.139,31.2363,31.2254,24.2132,24.2055
SKQ201915S,PL4,B,2019-07-05T16:36:20,-146.0858,60.2765,60,25,12.08,2,13.4933,13.4474,3.5845,3.5811,0.0562,0.5633,2.5473,3.1213,4.3442,1.78,2.3552,1.0733,1.0138,0.3153,92.421,15.0,292.113,296.897,110.302,112.007,47.11,3.9906,1.0733,29.7719,29.7765,22.2512,22.2637
SKQ201915S,PL4,B,2019-07-05T16:37:42,-146.0858,60.2765,60,25,10.15,3,14.1329,14.1785,3.5686,3.5671,0.0606,0.5629,2.5197,3.0836,4.2031,2.0154,2.4544,1.0744,1.1166,0.4473,89.4197,26.1,285.479,289.378,108.727,110.278,49.09,3.987,1.0744,29.1362,29.089,21.634,21.5885
SKQ201915S,PL4,B,2019-07-05T16:37:53,-146.0858,60.2765,60,25,10.15,4,14.2501,14.2314,3.5564,3.5611,0.0631,0.5156,2.517,3.0773,4.1994,2.003,2.4629,1.081,1.177,0.4509,89.3407,25.3,284.253,286.731,108.369,109.315,49.26,3.6036,1.081,28.938,28.9949,21.4578,21.5054
SKQ201915S,PL4,B,2019-07-05T16:39:13,-146.0858,60.2765,60,25,9.21,5,14.4693,14.4687,3.4694,3.469,0.0644,0.6603,2.4928,3.0513,4.0619,2.167,2.5038,1.144,1.2093,0.5841,86.4135,37.1,281.726,286.32,107.18,108.924,50.08,4.7773,1.1441,27.996,27.9927,20.6882,20.6858
SKQ201915S,PL4,B,2019-07-05T16:39:20,-146.0858,60.2765,60,25,9.3,6,14.4678,14.4699,3.4773,3.4786,0.0656,0.5578,2.4911,3.0541,4.0548,2.1678,2.4865,1.1458,1.2374,0.5911,86.2623,37.2,280.938,286.363,106.93,109.007,49.73,3.9459,1.1458,28.0678,28.0781,20.7438,20.7513
SKQ201915S,PL4,B,2019-07-05T16:39:29,-146.0858,60.2765,60,25,9.2,7,14.4659,14.4663,3.4704,3.47,0.0668,0.6265,2.493,3.0548,4.0551,2.1812,2.5016,1.0762,1.2685,0.5908,86.2688,38.3,281.368,286.462,107.045,108.981,50.03,4.5029,1.0763,28.007,28.0036,20.6974,20.6947
SKQ201915S,PL4,B,2019-07-05T16:41:03,-146.0858,60.2765,60,25,5.12,8,15.4736,15.4676,2.3153,2.3154,0.1608,0.5189,2.5114,3.0753,2.5852,3.0891,2.6923,1.397,3.5231,2.3921,54.9901,313.0,298.714,304.41,107.87,109.916,53.85,3.6307,1.397,17.4848,17.4881,12.4256,12.4292
SKQ201915S,PL4,B,2019-07-05T16:41:13,-146.0858,60.2765,60,25,5.12,9,15.4019,15.434,2.329,2.3239,0.1644,0.5262,2.5043,3.0777,2.5951,3.0922,2.7,1.327,3.6081,2.3768,55.2001,315.0,297.701,305.426,107.454,110.273,54.0,3.6897,1.327,17.6297,17.5735,12.5502,12.501
SKQ201915S,PL4,B,2019-07-05T16:41:24,-146.0858,60.2765,60,25,5.02,10,15.4009,15.4102,2.3282,2.3252,0.1601,0.5273,2.5062,3.0717,2.5996,3.1201,2.698,1.3308,3.5064,2.3699,55.2961,336.0,298.609,305.057,107.776,110.102,53.96,3.6982,1.3308,17.6235,17.5945,12.5457,12.5217
SKQ201915S,PL4,B,2019-07-05T16:42:39,-146.0858,60.2765,60,25,3.85,11,15.5348,15.524,2.311,2.311,0.1366,0.5408,2.518,3.0891,2.5596,3.3211,2.7568,1.3625,2.9425,2.432,54.4444,534.0,299.031,306.086,108.074,110.602,55.13,3.8079,1.3625,17.4227,17.427,12.3663,12.3717
SKQ201915S,PL4,B,2019-07-05T16:42:49,-146.0858,60.2765,60,25,3.88,12,15.4768,15.4797,2.3152,2.3149,0.1552,0.4953,2.5197,3.083,2.5794,3.304,2.7485,1.3992,3.3874,2.4012,54.8644,513.0,300.002,305.204,108.341,110.223,54.97,3.4385,1.3992,17.4829,17.4786,12.4235,12.4196
SKQ201915S,PL4,B,2019-07-05T16:45:11,-146.0858,60.2765,60,25,3.29,13,15.5578,15.5566,2.3115,2.3116,0.1192,0.4817,2.5393,3.1014,2.6374,3.7467,2.7788,1.3827,2.5244,2.3122,56.0989,1430.0,302.721,306.862,109.453,110.949,55.58,3.3286,1.3827,17.4163,17.4176,12.357,12.3582
SKQ201915S,PL4,B,2019-07-05T16:45:21,-146.0858,60.2765,60,25,3.35,14,15.503,15.5145,2.317,2.317,0.1234,0.5419,2.5372,3.1006,2.6471,3.6066,2.7808,1.336,2.6255,2.2975,56.3063,1110.0,302.394,306.897,109.266,110.915,55.62,3.817,1.336,17.4862,17.4808,12.421,12.4147
SKQ201915S,PL4,B,2019-07-05T17:39:26,-146.0842,60.2813,54,26,49.12,1,6.8565,6.8576,3.2615,3.2609,0.0156,2.3583,1.9521,2.3665,2.3414,0.1444,2.1771,1.3273,0.0372,2.7886,49.8013,0.0,239.001,240.834,79.514,80.121,43.54,18.548,1.3274,32.1839,32.1765,25.2199,25.2139
SKQ201915S,PL4,B,2019-07-05T17:39:37,-146.0842,60.2813,54,26,49.16,2,6.8587,6.8617,3.2616,3.2611,0.0161,2.2209,1.9545,2.3698,2.4156,0.144,0.9389,1.3272,0.051,2.6637,51.3805,0.0,239.415,241.281,79.655,80.277,18.78,17.4333,1.3272,32.1828,32.1747,25.2188,25.212
SKQ201915S,PL4,B,2019-07-05T17:41:17,-146.0842,60.2813,54,26,40.35,3,7.3846,7.3774,3.2824,3.2815,0.033,1.9905,2.0483,2.4908,4.1246,0.2311,0.6838,1.0741,0.4552,0.5228,87.7487,0.0756,251.735,253.607,84.607,85.22,13.68,15.565,1.0741,31.9245,31.9215,24.9453,24.9439
