Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,CS5,B,2018-04-30T02:40:51,-143.8932,59.2732,2805,66,251.69,6,5.3179,5.317,3.289,3.2888,0.0119,5,1.0745,1.0798,4.6148,0.0,5.0,1.0798,-0.0502,0.0735,98.1804,0.0,87.912,88.759,28.578,28.852,100.0,120.1078,33.889,33.8883,26.7576,26.7572
SKQ201810S,CS5,B,2018-04-30T02:44:22,-143.8932,59.2732,2805,66,201.58,7,5.9657,5.9662,3.341,3.3409,0.0114,5,1.2118,1.2192,4.6122,0.0,5.0,1.1529,-0.0621,0.0757,98.1247,0.0,106.887,107.133,35.268,35.349,100.0,120.1102,33.8536,33.8526,26.6511,26.6502
SKQ201810S,CS5,B,2018-04-30T02:46:46,-143.8932,59.2732,2805,66,178.25,8,6.0413,6.0398,3.3396,3.3394,0.0119,5,1.3272,1.3359,4.6126,0.0,5.0,1.0796,-0.0496,0.0754,98.1327,0.0,123.47,123.322,40.787,40.736,100.0,120.1119,33.7745,33.7738,26.5791,26.5787
SKQ201810S,CS5,B,2018-04-30T02:48:34,-143.8932,59.2732,2805,66,151.79,9,6.4207,6.4202,3.3651,3.365,0.0125,5,1.3516,1.3626,4.6104,0.0,5.0,1.0801,-0.0358,0.0772,98.0876,0.0,125.459,125.758,41.785,41.884,100.0,120.1131,33.6963,33.6955,26.4689,26.4684
SKQ201810S,CS5,B,2018-04-30T02:50:15,-143.8932,59.2732,2805,66,125.7,10,6.5489,6.5475,3.3571,3.3571,0.012,5,1.4799,1.4935,4.6063,0.0,5.0,1.0801,-0.049,0.0808,97.9996,0.0,145.12,144.598,48.405,48.229,100.0,120.1143,33.4939,33.4955,26.2925,26.294
SKQ201810S,CS5,B,2018-04-30T02:52:39,-143.8932,59.2732,2805,66,101.04,11,6.0218,6.0198,3.2699,3.2697,0.0136,5,1.9136,1.9302,4.6019,0.0,5.0,1.1008,-0.0101,0.0847,97.9057,0.0,210.363,209.22,69.088,68.709,100.0,120.116,33.0496,33.0492,26.0089,26.0088
SKQ201810S,CS5,B,2018-04-30T02:55:15,-143.8932,59.2732,2805,66,76.62,12,5.5078,5.5066,3.1889,3.1887,0.0163,5,2.3353,2.3699,4.5981,0.0,5.0,1.0809,0.0552,0.088,97.8251,0.0,276.876,275.429,89.577,89.106,100.0,120.1178,32.6485,32.648,25.7536,25.7534
SKQ201810S,CS5,B,2018-04-30T02:57:33,-143.8932,59.2732,2805,66,50.39,13,5.6545,5.6502,3.1873,3.187,0.1057,5,2.5076,2.5399,4.4212,0.0,5.0,1.082,2.2003,0.245,94.0591,0.0,301.754,298.737,97.856,96.869,100.0,120.1194,32.5017,32.5028,25.6203,25.6217
SKQ201810S,CS5,B,2018-04-30T02:59:19,-143.8932,59.2732,2805,66,40.1,14,5.7541,5.7505,3.1915,3.1912,0.1977,5,2.5709,2.6027,4.332,0.0,5.0,1.0807,4.4088,0.3265,92.1617,0.0,309.695,306.709,100.634,99.656,100.0,120.1206,32.458,32.4585,25.574,25.5748
SKQ201810S,CS5,B,2018-04-30T03:00:50,-143.8932,59.2732,2805,66,30.37,15,5.7836,5.7821,3.1926,3.1925,0.2268,5,2.6003,2.6391,4.327,0.0,5.0,1.0821,5.1074,0.3311,92.0557,0.0,312.956,311.069,101.756,101.139,100.0,120.1217,32.4476,32.4471,25.5623,25.5621
SKQ201810S,CS5,B,2018-04-30T03:02:10,-143.8932,59.2732,2805,66,20.63,16,5.8048,5.805,3.1938,3.1937,0.2142,5,2.6281,2.6656,4.3154,0.0,5.0,1.0808,4.8042,0.3419,91.8091,0.0,316.524,313.98,102.965,102.137,100.0,120.1226,32.4445,32.4438,25.5572,25.5567
SKQ201810S,CS5,B,2018-04-30T03:03:24,-143.8932,59.2732,2805,66,10.37,17,5.9931,5.9888,3.2076,3.2074,0.2493,5,2.6941,2.7338,4.3034,0.0,5.0,1.0791,5.6468,0.353,91.5524,0.0,324.343,322.152,105.958,105.233,100.0,120.1234,32.4245,32.4259,25.5187,25.5204
SKQ201810S,CS5,B,2018-04-30T03:04:36,-143.8932,59.2732,2805,66,4.39,18,6.0157,6.0169,3.2095,3.2095,0.232,5,2.7071,2.7517,4.294,0.0,5.0,1.0795,5.233,0.3618,91.3531,0.0,325.85,324.015,106.509,105.911,100.0,120.1243,32.4266,32.4255,25.5176,25.5167
SKQ201810S,GAK15,B,2018-04-30T18:31:40,-147.4983,57.7918,4541,67,24.96,1,5.6262,5.624,3.197,3.1968,0.0664,5,2.5654,2.5922,4.4913,1.9758,5.0,1.0863,1.2578,0.1819,95.5529,23.8,307.95,304.319,99.911,98.728,100.0,120.77,32.6518,32.6517,25.7423,25.7425
SKQ201810S,GAK15,B,2018-04-30T18:32:38,-147.4983,57.7918,4541,67,18.56,2,5.6382,5.6366,3.1976,3.1974,0.0656,5,2.5725,2.5977,4.4796,2.2066,5.0,1.082,1.238,0.1925,95.302,40.7,308.83,304.941,100.223,98.957,100.0,120.7707,32.6493,32.649,25.7389,25.7389
SKQ201810S,GAK15,B,2018-04-30T18:34:17,-147.4983,57.7918,4541,67,9.4,3,5.702,5.6983,3.2005,3.2003,0.0978,5,2.5932,2.6221,4.392,2.6239,5.0,1.0804,2.0113,0.2715,93.4392,107.0,311.262,307.917,101.145,100.05,100.0,120.7718,32.6253,32.6261,25.7124,25.7135
SKQ201810S,GAK15,B,2018-04-30T18:35:27,-147.4983,57.7918,4541,67,6.14,4,5.7449,5.7451,3.2027,3.2026,0.1206,5,2.6137,2.6423,4.3014,2.8499,5.0,1.0828,2.5579,0.3549,91.5111,180.0,313.548,310.223,101.979,100.897,100.0,120.7726,32.61,32.6093,25.6952,25.6946
SKQ201810S,GAK15,B,2018-04-30T18:36:13,-147.4983,57.7918,4541,67,4.24,5,5.741,5.7407,3.2025,3.2024,0.098,5,2.6092,2.6443,4.3215,3.0021,5.0,1.0807,2.0167,0.3362,91.938,257.0,312.542,310.395,101.644,100.945,100.0,120.7732,32.6121,32.6116,25.6973,25.6969
SKQ201810S,GAK15,B,2018-04-30T19:35:51,-147.4983,57.7918,4551,68,1519.47,1,2.2975,2.2938,3.1313,3.131,0.0115,5,0.641,0.6336,4.6448,0.0,5.0,1.1505,-0.0609,0.0475,98.8178,0.0,27.14,28.418,8.239,8.626,100.0,120.8126,34.5128,34.5135,27.5573,27.5582
SKQ201810S,GAK15,B,2018-04-30T19:41:55,-147.4983,57.7918,4551,68,1264.62,2,2.5834,2.5819,3.1408,3.1407,0.0116,5,0.5953,0.5867,4.6449,0.0,5.0,1.0814,-0.0579,0.0475,98.8199,0.0,17.405,18.665,5.319,5.704,100.0,120.8168,34.4552,34.4554,27.4871,27.4874
SKQ201810S,GAK15,B,2018-04-30T19:48:08,-147.4983,57.7918,4551,68,1011.73,3,2.9878,2.9871,3.1592,3.1591,0.0118,5,0.5726,0.5643,4.6435,0.0,5.0,1.0822,-0.0538,0.0487,98.7907,0.0,12.569,14.023,3.877,4.326,100.0,120.8211,34.3809,34.3803,27.392,27.3915
SKQ201810S,GAK15,B,2018-04-30T19:54:17,-147.4983,57.7918,4551,68,758.51,4,3.4609,3.4582,3.1813,3.1811,0.0118,5,0.5778,0.5697,4.6419,0.0,5.0,1.0926,-0.0538,0.05,98.7579,0.0,12.935,14.252,4.033,4.444,100.0,120.8254,34.2804,34.2801,27.2675,27.2675
SKQ201810S,GAK15,B,2018-04-30T20:00:16,-147.4983,57.7918,4551,68,505.56,5,3.9191,3.9173,3.1988,3.1986,0.0112,5,0.6227,0.6153,4.6397,0.0,5.0,1.0787,-0.0669,0.0519,98.7091,0.0,19.855,20.967,6.254,6.604,100.0,120.8295,34.1421,34.1415,27.1119,27.1117
SKQ201810S,GAK15,B,2018-04-30T20:06:18,-147.4983,57.7918,4551,68,252.9,6,4.409,4.4082,3.213,3.2129,0.0122,5,0.8465,0.8461,4.6309,0.0,5.0,1.1333,-0.0418,0.0596,98.5219,0.0,54.111,55.278,17.22,17.591,100.0,120.8337,33.9351,33.9342,26.8963,26.8957
SKQ201810S,GAK15,B,2018-04-30T20:08:07,-147.4983,57.7918,4551,68,202.24,7,4.7355,4.7381,3.2338,3.2339,0.0122,5,1.0185,1.0209,4.6259,0.0,5.0,1.0942,-0.0424,0.0639,98.4154,0.0,79.966,80.684,25.635,25.866,100.0,120.835,33.8699,33.8682,26.809,26.8073
SKQ201810S,GAK15,B,2018-04-30T20:09:47,-147.4983,57.7918,4551,68,176.19,8,5.0463,5.0393,3.258,3.2572,0.0122,5,1.1071,1.1107,4.6211,0.0,5.0,1.08,-0.0418,0.068,98.3135,0.0,93.004,93.228,30.03,30.097,100.0,120.8361,33.8464,33.8454,26.7554,26.7554
SKQ201810S,GAK15,B,2018-04-30T20:11:29,-147.4983,57.7918,4551,68,151.33,9,5.2702,5.2663,3.2731,3.2725,0.0123,5,1.2002,1.2053,4.6198,0.002,5.0,1.0796,-0.0412,0.0691,98.2865,0.0,106.317,105.895,34.501,34.36,100.0,120.8373,33.8064,33.8038,26.6978,26.6962
SKQ201810S,GAK15,B,2018-04-30T20:13:03,-147.4983,57.7918,4551,68,124.69,10,5.5541,5.5531,3.2854,3.285,0.0136,5,1.3803,1.3942,4.6174,0.0,5.0,1.0794,-0.0095,0.0712,98.2361,0.0,131.519,132.567,42.923,43.263,100.0,120.8384,33.6756,33.6718,26.5607,26.5578
SKQ201810S,GAK15,B,2018-04-30T20:14:58,-147.4983,57.7918,4551,68,100.69,11,4.9407,4.9377,3.1978,3.1977,0.0149,5,1.8157,1.8366,4.623,0.0,5.0,1.1181,0.0198,0.0664,98.3549,0.0,200.009,199.434,64.156,63.968,100.0,120.8397,33.2975,33.2992,26.3322,26.3339
SKQ201810S,GAK15,B,2018-04-30T20:16:39,-147.4983,57.7918,4551,68,75.64,12,4.5061,4.5074,3.1236,3.1237,0.0257,5,2.4032,2.4378,4.6058,0.0,5.0,1.1491,0.2806,0.0813,97.989,0.0,294.237,292.475,93.119,92.564,100.0,120.8409,32.8846,32.8838,26.0518,26.0511
SKQ201810S,GAK15,B,2018-04-30T20:18:25,-147.4983,57.7918,4551,68,51.53,13,5.1278,5.1269,3.1609,3.1608,0.0465,5,2.481,2.518,4.5619,0.0,5.0,1.1474,0.78,0.1196,97.0546,0.0,300.23,298.79,96.311,95.847,100.0,120.8421,32.7138,32.7131,25.8488,25.8483
SKQ201810S,GAK15,B,2018-04-30T20:18:33,-147.4983,57.7918,4551,68,50.56,14,5.1192,5.1128,3.1603,3.1597,0.05,5,2.4815,2.5171,4.5632,0.0,5.0,1.1497,0.8643,0.1185,97.0827,0.0,300.89,298.547,96.505,95.738,100.0,120.8422,32.7149,32.7152,25.8506,25.8515
SKQ201810S,GAK15,B,2018-04-30T20:20:08,-147.4983,57.7918,4551,68,40.51,15,5.2382,5.2389,3.1678,3.1677,0.0518,5,2.5023,2.5379,4.5537,0.0,5.0,1.08,0.9068,0.1268,96.8802,0.0,302.403,300.55,97.245,96.65,100.0,120.8433,32.6892,32.6882,25.8168,25.816
SKQ201810S,GAK15,B,2018-04-30T20:20:13,-147.4983,57.7918,4551,68,41.24,16,5.2377,5.2386,3.1678,3.1678,0.0484,5,2.4988,2.5356,4.556,0.0,5.0,1.08,0.8272,0.1248,96.9284,0.0,301.754,300.041,97.036,96.486,100.0,120.8434,32.6901,32.6885,25.8176,25.8162
SKQ201810S,GAK15,B,2018-04-30T20:21:48,-147.4983,57.7918,4551,68,30.26,17,5.568,5.5642,3.1929,3.1925,0.06,5,2.5381,2.5751,4.5217,0.0,5.0,1.0815,1.1041,0.155,96.1982,0.0,304.185,302.974,98.56,98.158,100.0,120.8445,32.6592,32.6586,25.755,25.755
SKQ201810S,GAK15,B,2018-04-30T20:21:56,-147.4983,57.7918,4551,68,30.31,18,5.5669,5.565,3.1928,3.1926,0.0594,5,2.5396,2.5771,4.5188,0.0,5.0,1.0881,1.0903,0.1576,96.1372,0.0,305.568,303.206,99.005,98.235,100.0,120.8446,32.6592,32.6584,25.7551,25.7548
SKQ201810S,GAK15,B,2018-04-30T20:23:27,-147.4983,57.7918,4551,68,20.08,19,5.6274,5.6262,3.197,3.1968,0.0688,5,2.5564,2.5913,4.4808,0.0,5.0,1.0821,1.314,0.1914,95.3275,0.0,306.492,304.419,99.441,98.765,100.0,120.8456,32.6525,32.6518,25.7427,25.7424
SKQ201810S,GAK15,B,2018-04-30T20:23:33,-147.4983,57.7918,4551,68,20.63,20,5.6287,5.6276,3.1971,3.197,0.0704,5,2.5517,2.5901,4.4799,0.0,5.0,1.0818,1.354,0.1922,95.3084,0.0,305.88,304.352,99.246,98.747,100.0,120.8457,32.6526,32.652,25.7427,25.7423
SKQ201810S,GAK15,B,2018-04-30T20:24:58,-147.4983,57.7918,4551,68,10.16,21,5.6986,5.7014,3.2007,3.2008,0.0723,5,2.5737,2.6148,4.4069,0.0,5.0,1.0809,1.3995,0.2579,93.7568,0.0,308.817,307.103,100.347,99.795,100.0,120.8467,32.6303,32.6291,25.7168,25.7155
SKQ201810S,GAK15,B,2018-04-30T20:25:04,-147.4983,57.7918,4551,68,9.8,22,5.702,5.7041,3.2009,3.201,0.0734,5,2.5723,2.6142,4.3923,0.0,5.0,1.0788,1.4246,0.2712,93.445,0.0,308.324,306.601,100.194,99.638,100.0,120.8467,32.63,32.6288,25.7161,25.7149
SKQ201810S,GAK15,B,2018-04-30T20:26:28,-147.4983,57.7918,4551,68,3.48,23,5.7075,5.7067,3.2011,3.201,0.0468,5,2.5913,2.614,4.3893,0.0237,5.0,1.0785,0.7884,0.2739,93.3819,0.0,310.267,306.196,100.838,99.513,100.0,120.8477,32.6299,32.6292,25.7154,25.715
SKQ201810S,GAK15,B,2018-04-30T20:26:34,-147.4983,57.7918,4551,68,2.4,24,5.7048,5.7033,3.2008,3.1977,0.0491,5,2.5914,2.6111,4.3321,0.0,5.0,1.0785,0.8422,0.3264,92.1644,0.0,310.882,305.503,101.031,99.255,100.0,120.8478,32.6288,32.5957,25.7149,25.6888
SKQ201810S,GAK14,B,2018-05-01T01:25:07,-147.6488,57.9428,3100,69,1012.49,1,3.0342,3.0322,3.1619,3.1617,0.0107,5,0.58,0.5707,4.6445,0.1241,5.0,1.0783,-0.0795,0.0478,98.8125,0.0,13.686,14.933,4.226,4.611,100.0,121.0557,34.3638,34.3639,27.3741,27.3744
SKQ201810S,GAK14,B,2018-05-01T01:30:44,-147.6488,57.9428,3100,69,757.8,2,3.4187,3.4171,3.177,3.1769,0.0119,5,0.5863,0.578,4.6418,0.1237,5.0,1.1277,-0.0502,0.05,98.7558,0.0,14.282,15.497,4.449,4.827,100.0,121.0596,34.2733,34.2731,27.2659,27.2659
SKQ201810S,GAK14,B,2018-05-01T01:37:02,-147.6488,57.9428,3100,69,506.37,3,3.802,3.8005,3.186,3.1858,0.0118,5,0.6618,0.6553,4.641,0.1245,5.0,1.0801,-0.0526,0.0507,98.7394,0.0,26.209,27.267,8.231,8.562,100.0,121.064,34.1109,34.1107,27.0989,27.0989
SKQ201810S,GAK14,B,2018-05-01T01:43:10,-147.6488,57.9428,3100,69,252.0,4,4.5156,4.5146,3.2171,3.217,0.0124,5,0.9948,0.996,4.6268,0.1245,5.0,1.0821,-0.0376,0.0631,98.436,0.0,77.244,77.85,24.634,24.826,100.0,121.0682,33.8742,33.8737,26.8365,26.8362
SKQ201810S,GAK14,B,2018-05-01T01:45:24,-147.6488,57.9428,3100,69,203.15,5,4.4338,4.4346,3.2014,3.2014,0.0116,5,1.1545,1.1593,4.6279,0.1258,5.0,1.08,-0.0568,0.0621,98.4599,0.0,101.893,102.123,32.413,32.486,100.0,121.0698,33.7997,33.7985,26.7861,26.7851
SKQ201810S,GAK14,B,2018-05-01T01:48:04,-147.6488,57.9428,3100,69,152.21,6,5.4835,5.4826,3.2885,3.2884,0.0117,5,1.3381,1.3479,4.6292,0.1331,5.0,1.0794,-0.0544,0.061,98.4869,0.0,126.094,126.296,41.112,41.177,100.0,121.0716,33.767,33.7668,26.6415,26.6414
SKQ201810S,GAK14,B,2018-05-01T01:49:53,-147.6488,57.9428,3100,69,126.23,7,6.1906,6.189,3.3381,3.3379,0.0124,5,1.4519,1.4656,4.6254,0.1548,5.0,1.0792,-0.0376,0.0643,98.4042,0.0057,140.662,140.649,46.58,46.573,100.0,121.0729,33.6355,33.6345,26.4504,26.4499
SKQ201810S,GAK14,B,2018-05-01T01:52:08,-147.6488,57.9428,3100,69,101.05,8,5.46,5.4573,3.2265,3.2264,0.0195,5,2.0564,2.0789,4.6127,0.2386,5.0,1.0809,0.1323,0.0753,98.1348,0.0832,236.529,234.338,76.701,75.986,100.0,121.0745,33.1103,33.1118,26.1246,26.1261
SKQ201810S,GAK14,B,2018-05-01T01:54:03,-147.6488,57.9428,3100,69,75.69,9,4.9218,4.9209,3.151,3.1509,0.028,5,2.4185,2.4545,4.5931,0.4205,5.0,1.0806,0.335,0.0923,97.7191,0.313,292.444,291.751,93.409,93.186,100.0,121.0758,32.7898,32.7898,25.9319,25.932
SKQ201810S,GAK14,B,2018-05-01T01:56:47,-147.6488,57.9428,3100,69,50.48,10,5.5734,5.5727,3.1921,3.192,0.0582,5,2.5213,2.5576,4.5227,0.8282,5.0,1.0799,1.0598,0.1541,96.2205,1.36,303.041,301.179,98.183,97.579,100.0,121.0777,32.6343,32.6341,25.7347,25.7346
SKQ201810S,GAK14,B,2018-05-01T01:58:08,-147.6488,57.9428,3100,69,40.45,11,5.577,5.5754,3.1902,3.19,0.0604,5,2.5418,2.5742,4.5258,1.0954,5.0,1.0806,1.1143,0.1514,96.2852,2.82,306.606,303.278,99.332,98.25,100.0,121.0786,32.6145,32.6143,25.7186,25.7187
SKQ201810S,GAK14,B,2018-05-01T01:59:22,-147.6488,57.9428,3100,69,30.76,12,5.7147,5.7132,3.2013,3.2012,0.064,5,2.5663,2.6013,4.4987,1.3764,5.0,1.08,1.201,0.1755,95.7088,5.71,307.898,305.765,100.072,99.375,100.0,121.0795,32.6118,32.6116,25.7003,25.7003
SKQ201810S,GAK14,B,2018-05-01T02:00:50,-147.6488,57.9428,3100,69,20.75,13,5.7668,5.7651,3.205,3.2048,0.0715,5,2.5701,2.608,4.4727,1.7239,5.0,1.1524,1.3809,0.1986,95.1552,13.1,307.521,305.824,100.069,99.512,100.0,121.0805,32.6077,32.6076,25.6908,25.6909
SKQ201810S,GAK14,B,2018-05-01T02:01:48,-147.6488,57.9428,3100,69,10.23,14,5.8108,5.8111,3.2076,3.2075,0.1074,5,2.5909,2.6264,4.3729,2.1479,5.0,1.0823,2.2434,0.2889,93.033,35.5,310.305,307.988,101.072,100.318,100.0,121.0812,32.5995,32.5987,25.6791,25.6784
SKQ201810S,GAK14,B,2018-05-01T02:03:44,-147.6488,57.9428,3100,69,3.92,15,5.9557,5.954,3.2158,3.2156,0.1396,5,2.6476,2.6737,4.2671,2.6766,5.0,1.081,3.0143,0.3869,90.7798,121.0,317.345,313.282,103.682,102.35,100.0,121.0825,32.5546,32.5543,25.6261,25.626
SKQ201810S,GAK13,B,2018-05-01T04:32:07,-147.7953,58.0988,2060,71,1519.48,1,2.3834,2.3807,3.1374,3.1372,0.0113,5,0.6252,0.617,4.6452,0.0,5.0,1.0812,-0.0645,0.0472,98.8268,0.0,23.911,25.107,7.273,7.637,100.0,121.1862,34.4965,34.497,27.5371,27.5377
SKQ201810S,GAK13,B,2018-05-01T04:38:25,-147.7953,58.0988,2060,71,1266.39,2,2.7413,2.7384,3.152,3.1518,0.0112,5,0.5874,0.5792,4.6433,0.0,5.0,1.1436,-0.0663,0.0489,98.7854,0.0,15.816,17.272,4.851,5.297,100.0,121.1906,34.4232,34.4235,27.4478,27.4483
SKQ201810S,GAK13,B,2018-05-01T04:44:19,-147.7953,58.0988,2060,71,1011.84,3,3.1302,3.1289,3.1686,3.1684,0.0123,5,0.5788,0.5708,4.6404,0.0,5.0,1.0819,-0.0394,0.0513,98.7261,0.0,13.57,15.139,4.2,4.685,100.0,121.1947,34.3437,34.3431,27.3492,27.3489
SKQ201810S,GAK13,B,2018-05-01T04:50:00,-147.7953,58.0988,2060,71,758.74,4,3.5356,3.5344,3.1851,3.185,0.0124,5,0.5893,0.5804,4.6396,0.0,5.0,1.0805,-0.0388,0.052,98.7081,0.0,14.92,16.083,4.66,5.023,100.0,121.1986,34.2475,34.2475,27.2341,27.2342
SKQ201810S,GAK13,B,2018-05-01T04:56:11,-147.7953,58.0988,2060,71,505.27,5,4.0563,4.0552,3.2057,3.2055,0.012,5,0.6653,0.6586,4.6377,0.0,5.0,1.0796,-0.0484,0.0537,98.6667,0.0,26.75,27.745,8.45,8.764,100.0,121.2029,34.0816,34.0806,27.0498,27.0491
SKQ201810S,GAK13,B,2018-05-01T05:01:49,-147.7953,58.0988,2060,71,253.12,6,4.5536,4.5533,3.2196,3.2194,0.0118,5,1.0093,1.0116,4.6252,0.0,5.0,1.0795,-0.0538,0.0645,98.401,0.0,79.327,80.136,25.319,25.577,100.0,121.2068,33.8635,33.8622,26.8238,26.8229
SKQ201810S,GAK13,B,2018-05-01T05:04:14,-147.7953,58.0988,2060,71,201.18,7,5.4436,5.4456,3.2932,3.2932,0.0125,5,1.1908,1.1963,4.612,0.0,5.0,1.0801,-0.0352,0.0758,98.1215,0.0,104.718,105.227,34.128,34.296,100.0,121.2085,33.836,33.8345,26.7008,26.6994
SKQ201810S,GAK13,B,2018-05-01T05:06:54,-147.7953,58.0988,2060,71,151.34,8,5.9543,5.9586,3.3205,3.3207,0.0129,5,1.4312,1.4421,4.6145,0.0,5.0,1.0817,-0.0251,0.0737,98.1746,0.0,139.271,138.844,45.875,45.738,100.0,121.2103,33.6593,33.6574,26.4989,26.4969
SKQ201810S,GAK13,B,2018-05-01T05:08:37,-147.7953,58.0988,2060,71,127.24,9,6.0722,6.0663,3.305,3.3045,0.0138,5,1.6436,1.6594,4.6105,0.0,5.0,1.1489,-0.0047,0.0772,98.0881,0.0,170.526,169.691,56.208,55.925,100.0,121.2115,33.381,33.3806,26.2644,26.2648
SKQ201810S,GAK13,B,2018-05-01T05:11:11,-147.7953,58.0988,2060,71,101.19,10,5.8856,5.9036,3.26,3.2624,0.014,5,1.8812,1.8955,4.614,0.0,5.0,1.0798,-0.0011,0.0742,98.1634,0.0,206.001,204.072,67.452,66.853,100.0,121.2133,33.0713,33.0806,26.0428,26.048
SKQ201810S,GAK13,B,2018-05-01T05:13:09,-147.7953,58.0988,2060,71,75.88,11,5.1906,5.1903,3.166,3.1658,0.016,5,2.2498,2.2897,4.6056,0.0,5.0,1.1482,0.0468,0.0814,97.9858,0.0,264.935,265.835,85.106,85.393,100.0,121.2147,32.6978,32.6963,25.8291,25.8279
