Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,PWSE,B,2018-04-23T08:28:00,-146.9722,60.404,300,20,41.03,9,5.2976,5.2954,3.1072,3.1072,0.0692,5,2.4383,2.4591,4.245,0.127,5.0,1.0808,1.3241,0.4077,90.311,0.0,293.761,290.102,94.073,92.898,100.0,113.3503,31.9412,31.9428,25.2181,25.2195
SKQ201810S,PWSE,B,2018-04-23T08:29:05,-146.9722,60.404,300,20,29.44,10,5.2493,5.2419,3.1006,3.0999,0.0745,5,2.439,2.4596,4.2551,0.1276,5.0,1.1144,1.4533,0.3981,90.5264,0.0,294.174,289.951,94.081,92.714,100.0,113.3511,31.9181,31.917,25.2052,25.2052
SKQ201810S,PWSE,B,2018-04-23T08:30:07,-146.9722,60.404,300,20,19.89,11,5.1854,5.1844,3.0917,3.0919,0.0746,5,2.4471,2.4717,4.2678,0.1343,5.0,1.0811,1.4557,0.3862,90.7957,0.0,295.049,292.08,94.193,93.245,100.0,113.3518,31.8824,31.8848,25.184,25.1861
SKQ201810S,PWSE,B,2018-04-23T08:31:22,-146.9722,60.404,300,20,10.36,12,5.1692,5.1676,3.0887,3.0887,0.0867,5,2.4567,2.4798,4.2638,0.2005,5.0,1.1516,1.7452,0.39,90.7104,0.0461,296.292,293.009,94.543,93.494,100.0,113.3526,31.8676,31.8698,25.1741,25.176
SKQ201810S,PWSE,B,2018-04-23T08:32:17,-146.9722,60.404,300,20,7.06,13,5.17,5.1681,3.0884,3.0884,0.0886,5,2.464,2.4845,4.2429,0.3024,5.0,1.0802,1.79,0.4097,90.266,0.153,297.295,293.611,94.864,93.685,100.0,113.3533,31.8657,31.8673,25.1725,25.174
SKQ201810S,PWS3,B,2018-04-23T16:06:36,-147.6677,60.6675,742,21,739.17,1,6.1944,6.1924,3.3183,3.3183,0.0115,5,1.2367,1.2361,3.986,0.127,0.2214,1.1516,-0.0597,0.6596,84.7988,0.0,117.835,116.832,38.875,38.542,4.43,113.6684,33.116,33.1176,26.0398,26.0414
SKQ201810S,PWS3,B,2018-04-23T16:12:09,-147.6677,60.6675,742,21,505.48,2,6.1338,6.1312,3.297,3.2969,0.0109,5,1.4949,1.5005,4.4504,0.1271,5.0,1.0808,-0.0741,0.2186,94.6816,0.0,155.261,154.05,51.124,50.723,100.0,113.6722,33.0484,33.0497,25.994,25.9954
SKQ201810S,PWS3,B,2018-04-23T16:18:52,-147.6677,60.6675,742,21,252.48,3,6.0105,6.0086,3.242,3.242,0.0115,5,1.894,1.9026,4.4694,0.127,5.0,1.0786,-0.0609,0.2016,95.0862,0.0,211.868,209.144,69.371,68.477,100.0,113.6769,32.6752,32.6767,25.7146,25.716
SKQ201810S,PWS3,B,2018-04-23T16:21:22,-147.6677,60.6675,742,21,202.09,4,6.1813,6.1808,3.2453,3.2452,0.0121,5,1.8303,1.8395,4.5208,0.127,5.0,1.0794,-0.0448,0.1558,96.1797,0.0,200.369,198.017,65.818,65.044,100.0,113.6786,32.5723,32.5715,25.6123,25.6117
SKQ201810S,PWS3,B,2018-04-23T16:23:58,-147.6677,60.6675,742,21,151.66,5,5.6591,5.6576,3.172,3.172,0.0157,5,2.0586,2.0687,4.4551,0.127,5.0,1.0815,0.0396,0.2144,94.7818,0.0,236.726,233.359,76.648,75.556,100.0,113.6804,32.2748,32.2766,25.4404,25.442
SKQ201810S,PWS3,B,2018-04-23T16:25:54,-147.6677,60.6675,742,21,126.41,6,5.4459,5.4466,3.1453,3.1456,0.0183,5,2.1526,2.1621,4.432,0.127,5.0,1.0825,0.103,0.2352,94.2897,0.0,251.941,247.989,81.114,79.845,100.0,113.6818,32.1898,32.1925,25.3979,25.3999
SKQ201810S,PWS3,B,2018-04-23T16:27:54,-147.6677,60.6675,742,21,100.53,7,5.1137,5.115,3.1051,3.1055,0.0223,5,2.3069,2.3187,4.4364,0.127,5.0,1.0814,0.2005,0.2313,94.3836,0.0,276.799,272.788,88.336,87.061,100.0,113.6832,32.0639,32.0673,25.3356,25.3382
SKQ201810S,PWS3,B,2018-04-23T16:29:42,-147.6677,60.6675,742,21,75.6,8,5.205,5.2032,3.0995,3.0995,0.0243,5,2.3043,2.3146,4.428,0.1266,5.0,1.0796,0.2471,0.2388,94.2044,0.0,275.673,270.777,88.076,86.51,100.0,113.6844,31.925,31.9268,25.2155,25.2172
SKQ201810S,PWS3,B,2018-04-23T16:31:30,-147.6677,60.6675,742,21,50.07,9,5.1664,5.1583,3.0772,3.0755,0.1137,5,2.4898,2.5008,4.2938,0.127,5.0,1.1454,2.3923,0.3619,91.3504,0.0,303.576,297.909,96.755,94.921,100.0,113.6857,31.72,31.7081,25.0575,25.049
SKQ201810S,PWS3,B,2018-04-23T16:32:45,-147.6677,60.6675,742,21,39.98,10,5.2415,5.2386,3.0743,3.0743,0.3271,5,2.6567,2.6733,3.9825,0.1319,5.0,1.0823,7.5151,0.6631,84.724,0.0,328.54,323.196,104.82,103.111,100.0,113.6865,31.6207,31.6236,24.9706,24.9733
SKQ201810S,PWS3,B,2018-04-23T16:34:23,-147.6677,60.6675,742,21,30.02,11,5.2886,5.2868,3.0751,3.075,0.4248,5,2.7271,2.7448,3.8804,0.1886,5.0,1.0797,9.8594,0.767,82.5515,0.0352,338.264,332.585,108.018,106.202,100.0,113.6877,31.5896,31.5913,24.9408,24.9424
SKQ201810S,PWS3,B,2018-04-23T16:35:24,-147.6677,60.6675,742,21,19.89,12,5.2884,5.2864,3.0715,3.0714,0.4055,5,2.7391,2.7636,3.8328,0.6734,5.0,1.0813,9.3959,0.8164,81.5386,0.843,339.234,335.147,108.299,106.99,100.0,113.6884,31.5543,31.5556,24.9129,24.9142
SKQ201810S,PWS3,B,2018-04-23T16:36:40,-147.6677,60.6675,742,21,9.74,13,5.2795,5.2698,3.0645,3.0653,0.4475,5,2.7554,2.7803,3.8369,1.9204,5.0,1.0809,10.403,0.8122,81.6256,20.9,341.675,337.414,109.001,107.632,100.0,113.6893,31.4877,31.5064,24.8612,24.8771
SKQ201810S,PWS3,B,2018-04-23T16:37:54,-147.6677,60.6675,742,21,3.34,14,5.2791,5.2777,3.065,3.0647,0.3654,5,2.7579,2.7832,3.8359,2.9233,5.0,1.0859,8.4319,0.8131,81.606,214.0,342.178,337.514,109.168,107.675,100.0,113.6901,31.497,31.4957,24.8686,24.8677
SKQ201810S,PWS2,B,2018-04-23T18:29:43,-147.8027,60.536,728,22,21.45,1,5.0124,5.0104,3.0248,3.0248,0.1784,5,2.6467,2.6697,4.2159,1.3154,5.0,1.0806,3.946,0.4352,89.6917,4.91,328.663,323.893,104.026,102.513,100.0,113.7681,31.281,31.2831,24.7267,24.7286
SKQ201810S,PWS2,B,2018-04-23T18:31:07,-147.8027,60.536,728,22,14.3,2,5.015,5.012,3.0246,3.0246,0.1876,5,2.6565,2.6724,4.2055,1.9289,5.0,1.0808,4.166,0.4451,89.4705,21.3,329.189,323.856,104.198,102.504,100.0,113.769,31.2801,31.2826,24.7257,24.728
SKQ201810S,PWS2,B,2018-04-23T18:32:56,-147.8027,60.536,728,22,11.06,3,5.0093,5.0072,3.0197,3.0197,0.1965,5,2.6702,2.6864,4.1802,2.2445,5.0,1.0819,4.3802,0.4692,88.9318,44.4,331.905,326.182,105.005,103.191,100.0,113.7703,31.2308,31.2333,24.6872,24.6894
SKQ201810S,PWS2,B,2018-04-23T18:34:21,-147.8027,60.536,728,22,6.0,4,5.0075,5.0051,3.0178,3.0178,0.1543,5,2.6657,2.6882,4.2004,2.7645,5.0,1.1498,3.3683,0.45,89.3608,148.0,330.771,326.467,104.628,103.262,100.0,113.7713,31.2135,31.2153,24.6737,24.6754
SKQ201810S,PWS2,B,2018-04-23T18:35:46,-147.8027,60.536,728,22,2.98,5,5.0211,5.0192,3.0179,3.0179,0.1084,5,2.6637,2.6922,4.1831,3.1277,5.0,1.0957,2.2661,0.4664,88.9944,342.0,330.486,326.585,104.564,103.327,100.0,113.7723,31.2034,31.2054,24.6643,24.6661
SKQ201810S,PWS2,B,2018-04-23T18:37:25,-147.8027,60.536,728,22,2.56,6,5.0279,5.0254,3.0185,3.0185,0.1066,5,2.6673,2.6967,4.1817,3.4862,5.0,1.0789,2.2218,0.4678,88.9641,801.0,330.912,327.38,104.716,103.594,100.0,113.7734,31.204,31.2062,24.664,24.666
SKQ201810S,PWS2,B,2018-04-23T19:23:56,-147.8027,60.536,738,23,730.87,1,6.1947,6.1926,3.3183,3.3182,0.0116,5,1.22,1.2198,3.6934,0.127,0.1858,1.081,-0.0585,0.9646,78.5717,0.0,115.171,114.184,37.997,37.67,3.72,113.8054,33.1191,33.1207,26.0423,26.0438
SKQ201810S,PWS2,B,2018-04-23T19:29:56,-147.8027,60.536,738,23,505.12,2,6.1496,6.1474,3.2988,3.2987,0.0117,5,1.4609,1.4652,4.4742,0.1272,5.0,1.082,-0.0544,0.1972,95.1891,0.0,149.796,148.637,49.344,48.96,100.0,113.8095,33.053,33.0544,25.9957,25.9971
SKQ201810S,PWS2,B,2018-04-23T19:37:07,-147.8027,60.536,738,23,252.55,3,6.1104,6.1087,3.2551,3.255,0.0129,5,1.7876,1.7977,4.5112,0.1271,5.0,1.0809,-0.0269,0.1643,95.9766,0.0,195.627,193.26,64.226,63.447,100.0,113.8145,32.7246,32.7258,25.7413,25.7425
SKQ201810S,PWS2,B,2018-04-23T19:40:24,-147.8027,60.536,738,23,202.22,4,6.1522,6.1453,3.2477,3.2475,0.0127,5,1.8206,1.833,4.4954,0.1277,5.0,1.08,-0.0322,0.1784,95.6383,0.0,198.708,197.006,65.254,64.686,100.0,113.8168,32.6267,32.6306,25.6589,25.6628
SKQ201810S,PWS2,B,2018-04-23T19:42:52,-147.8027,60.536,738,23,151.42,5,6.2235,6.222,3.2357,3.2354,0.0126,5,1.8694,1.8848,4.5153,0.1274,5.0,1.1497,-0.0328,0.1607,96.0625,0.0,204.732,203.283,67.256,66.776,100.0,113.8185,32.4495,32.4474,25.5101,25.5087
SKQ201810S,PWS2,B,2018-04-23T19:45:51,-147.8027,60.536,738,23,125.68,6,6.2104,6.2083,3.2255,3.2255,0.0131,5,1.9292,1.9385,4.5284,0.1278,5.0,1.0915,-0.0209,0.1491,96.3409,0.0,213.544,210.383,70.083,69.043,100.0,113.8206,32.3607,32.3625,25.4417,25.4434
SKQ201810S,PWS2,B,2018-04-23T19:47:42,-147.8027,60.536,738,23,100.95,7,5.9527,5.9523,3.187,3.1888,0.0205,5,2.0315,2.0479,4.5177,0.1293,5.0,1.1491,0.155,0.1585,96.1139,0.0,229.972,227.164,74.927,74.022,100.0,113.8219,32.1884,32.2082,25.3372,25.3529
SKQ201810S,PWS2,B,2018-04-23T19:50:07,-147.8027,60.536,738,23,75.61,8,5.4189,5.4239,3.1181,3.1186,0.0196,5,2.1936,2.205,4.4751,0.1414,5.0,1.0791,0.1341,0.1965,95.2066,0.0,257.129,252.852,82.573,81.21,100.0,113.8236,31.932,31.9334,25.197,25.1976
SKQ201810S,PWS2,B,2018-04-23T19:52:37,-147.8027,60.536,738,23,50.2,9,5.0004,4.9986,3.0583,3.0583,0.053,5,2.4293,2.45,4.4538,0.2653,5.0,1.1475,0.9355,0.2156,94.7543,0.111,295.924,292.113,93.903,92.691,100.0,113.8253,31.6622,31.664,25.0298,25.0315
SKQ201810S,PWS2,B,2018-04-23T19:54:55,-147.8027,60.536,738,23,40.62,10,4.9981,4.996,3.0518,3.0517,0.0615,5,2.4773,2.4998,4.4109,0.4356,5.0,1.0808,1.1406,0.2543,93.8411,0.337,303.077,299.399,96.119,94.949,100.0,113.8269,31.5942,31.5956,24.9763,24.9776
SKQ201810S,PWS2,B,2018-04-23T19:55:07,-147.8027,60.536,738,23,40.62,11,4.9981,4.996,3.0517,3.0517,0.0664,5,2.4726,2.4988,4.4111,0.4353,5.0,1.0816,1.2572,0.2542,93.8448,0.336,302.505,299.176,95.937,94.878,100.0,113.827,31.5935,31.595,24.9757,24.9772
SKQ201810S,PWS2,B,2018-04-23T19:56:42,-147.8027,60.536,738,23,30.4,12,4.9993,4.9976,3.0452,3.0452,0.0899,5,2.5529,2.5737,4.3863,0.7934,5.0,1.0811,1.8229,0.2767,93.3172,1.23,314.289,309.882,99.624,98.225,100.0,113.8281,31.5222,31.5241,24.9191,24.9208
SKQ201810S,PWS2,B,2018-04-23T19:56:53,-147.8027,60.536,738,23,30.4,13,4.9988,4.9972,3.0451,3.0451,0.0721,5,2.5495,2.5739,4.3866,0.7912,5.0,1.0788,1.3947,0.2764,93.3241,1.22,314.049,309.757,99.547,98.184,100.0,113.8283,31.5223,31.5239,24.9192,24.9206
SKQ201810S,PWS2,B,2018-04-23T19:58:46,-147.8027,60.536,738,23,20.32,14,5.1181,5.1282,3.0374,3.0381,0.1984,5,2.6569,2.6923,4.1494,1.4238,5.0,1.081,4.425,0.4988,88.2758,6.41,329.045,326.529,104.444,103.67,100.0,113.8296,31.326,31.3247,24.7509,24.7488
SKQ201810S,PWS2,B,2018-04-23T19:58:52,-147.8027,60.536,738,23,20.26,15,5.1206,5.123,3.0372,3.0374,0.2027,5,2.6653,2.6938,4.1741,1.4281,5.0,1.0813,4.5291,0.4751,88.8003,6.47,330.726,326.965,104.981,103.793,100.0,113.8296,31.3223,31.3213,24.7477,24.7467
SKQ201810S,PWS2,B,2018-04-23T19:58:59,-147.8027,60.536,738,23,20.3,16,5.122,5.1264,3.0373,3.0377,0.184,5,2.667,2.6909,4.144,1.4222,5.0,1.0817,4.0787,0.5041,88.1613,6.38,330.754,326.289,104.993,103.587,100.0,113.8297,31.3213,31.3219,24.7468,24.7468
SKQ201810S,PWS2,B,2018-04-23T20:00:36,-147.8027,60.536,738,23,10.22,17,5.2231,5.2254,3.0366,3.0371,0.2443,5,2.729,2.7542,4.0961,2.4034,5.0,1.0821,5.5278,0.5506,87.1416,64.2,338.597,334.316,107.663,106.31,100.0,113.8308,31.2238,31.2274,24.6585,24.6612
SKQ201810S,PWS2,B,2018-04-23T20:00:43,-147.8027,60.536,738,23,10.19,18,5.2258,5.2272,3.0369,3.0373,0.2316,5,2.7313,2.7559,4.0895,2.4083,5.0,1.0804,5.2222,0.557,87.0021,64.9,339.147,334.816,107.846,106.474,100.0,113.8309,31.225,31.2278,24.6592,24.6613
SKQ201810S,PWS2,B,2018-04-23T20:00:50,-147.8027,60.536,738,23,10.22,19,5.2289,5.2266,3.0372,3.0373,0.2309,5,2.7342,2.755,4.0721,2.4043,5.0,1.1017,5.2067,0.574,86.6314,64.3,340.167,334.264,108.178,106.297,100.0,113.831,31.2251,31.2285,24.659,24.6619
SKQ201810S,PWS2,B,2018-04-23T20:02:39,-147.8027,60.536,738,23,3.15,20,5.1811,5.1783,3.0286,3.0285,0.1014,5,2.702,2.7316,4.1424,3.2272,4.7638,1.0788,2.098,0.5055,88.1273,430.0,335.05,331.409,106.39,105.228,95.28,113.8323,31.1752,31.1769,24.6247,24.6263
SKQ201810S,PWS2,B,2018-04-23T20:02:53,-147.8027,60.536,738,23,3.14,21,5.1729,5.1776,3.028,3.0285,0.0906,5,2.7018,2.7324,4.1136,3.2338,4.7734,1.0793,1.8391,0.5335,87.5138,437.0,335.265,331.4,106.439,105.224,95.47,113.8324,31.1762,31.1773,24.6263,24.6267
SKQ201810S,PWS1,B,2018-04-24T00:10:12,-147.9357,60.3802,348,24,344.54,1,6.1513,6.1494,3.2732,3.2731,0.0125,5,1.6513,1.6525,4.436,0.127,0.3343,1.0794,-0.0352,0.2316,94.3762,0.0,176.373,173.174,58.011,56.956,6.69,114.0043,32.8425,32.8434,25.8293,25.8303
SKQ201810S,PWS1,B,2018-04-24T00:14:07,-147.9357,60.3802,348,24,252.63,2,6.1275,6.1246,3.2515,3.2512,0.0129,5,1.7632,1.7647,4.3532,0.127,4.8731,1.1531,-0.0269,0.3086,92.6125,0.0,191.634,188.137,62.914,61.762,97.46,114.007,32.668,32.6681,25.6946,25.6949
SKQ201810S,PWS1,B,2018-04-24T00:16:34,-147.9357,60.3802,348,24,202.4,3,6.1461,6.1448,3.2392,3.2392,0.0126,5,1.8262,1.8287,4.5072,0.127,2.3928,1.1495,-0.034,0.1678,95.8907,0.0,199.733,196.326,65.538,64.418,47.86,114.0087,32.5379,32.5383,25.5895,25.59
SKQ201810S,PWS1,B,2018-04-24T00:19:00,-147.9357,60.3802,348,24,151.48,4,5.5647,5.5535,3.1692,3.168,0.0173,5,2.0828,2.0937,4.4673,0.127,4.4737,1.0788,0.0797,0.2035,95.0406,0.0,241.037,237.65,77.905,76.788,89.47,114.0104,32.3349,32.3316,25.499,25.4977
SKQ201810S,PWS1,B,2018-04-24T00:20:43,-147.9357,60.3802,348,24,126.33,5,5.502,5.4877,3.1563,3.1554,0.0192,5,2.1333,2.1394,4.472,0.127,5.0,1.1316,0.1245,0.1992,95.1408,0.0,248.073,244.326,80.017,78.784,100.0,114.0116,32.2613,32.265,25.448,25.4526
SKQ201810S,PWS1,B,2018-04-24T00:22:36,-147.9357,60.3802,348,24,101.36,6,5.16,5.1584,3.1094,3.1095,0.0258,5,2.3106,2.316,4.4635,0.127,5.0,1.0819,0.2824,0.2069,94.9595,0.0,277.402,271.773,88.629,86.829,100.0,114.0129,32.0688,32.0712,25.3344,25.3365
SKQ201810S,PWS1,B,2018-04-24T00:24:04,-147.9357,60.3802,348,24,75.96,7,5.2255,5.2243,3.1016,3.1016,0.0314,5,2.3124,2.3159,4.4572,0.1285,5.0,1.1499,0.4169,0.2125,94.8264,0.0,276.612,270.202,88.422,86.372,100.0,114.014,31.9289,31.9307,25.2163,25.2179
SKQ201810S,PWS1,B,2018-04-24T00:25:35,-147.9357,60.3802,348,24,50.68,8,5.0927,5.0967,3.0705,3.0713,0.0532,5,2.4498,2.4484,4.413,0.1685,5.0,1.0824,0.9414,0.2524,93.8851,0.0173,298.164,291.484,94.858,92.746,100.0,114.015,31.7128,31.7188,25.0599,25.0643
SKQ201810S,PWS1,B,2018-04-24T00:27:03,-147.9357,60.3802,348,24,40.51,9,5.0714,5.0786,3.0613,3.0621,0.0486,5,2.4341,2.4443,4.3896,0.2613,4.9945,1.0822,0.8308,0.2743,93.3872,0.107,295.643,290.273,93.953,92.264,99.89,114.016,31.6337,31.6362,24.9996,25.0008
SKQ201810S,PWS1,B,2018-04-24T00:28:18,-147.9357,60.3802,348,24,30.45,10,5.0258,5.0242,3.0501,3.05,0.0564,5,2.4996,2.513,4.4232,0.5207,4.6726,1.0818,1.018,0.2432,94.102,0.487,304.811,300.709,96.703,95.399,93.45,114.0169,31.5531,31.5537,24.9407,24.9414
SKQ201810S,PWS1,B,2018-04-24T00:29:24,-147.9357,60.3802,348,24,20.4,11,4.967,4.9666,3.033,3.0331,0.1118,5,2.5954,2.6083,4.3387,1.1184,5.0,1.0817,2.3462,0.3203,92.3044,2.99,320.615,314.784,101.473,99.627,100.0,114.0177,31.4187,31.42,24.8406,24.8416
SKQ201810S,PWS1,B,2018-04-24T00:30:34,-147.9357,60.3802,348,24,10.41,12,4.9642,4.9642,3.0296,3.0296,0.2888,5,2.6629,2.695,4.1424,1.9657,5.0,1.0812,6.5959,0.5057,88.1263,23.2,325.247,324.155,102.907,102.562,100.0,114.0185,31.3866,31.3866,24.8155,24.8154
SKQ201810S,PWS1,B,2018-04-24T00:32:18,-147.9357,60.3802,348,24,3.53,13,5.1707,5.1687,3.0361,3.0362,0.2175,5,2.7475,2.7618,4.141,2.8204,5.0,1.0799,4.8831,0.507,88.0961,168.0,341.77,335.408,108.574,106.55,100.0,114.0197,31.2706,31.2732,24.7013,24.7036
SKQ201810S,KIP2,B,2018-04-24T02:13:31,-147.9868,60.2787,588,25,581.51,1,6.1834,6.1815,3.2873,3.2873,0.0129,5,1.6053,1.6099,4.2127,0.1272,0.9226,1.1503,-0.0275,0.4382,89.6233,0.0,174.033,171.988,57.29,56.615,18.45,114.0894,32.8569,32.8583,25.8367,25.8381
SKQ201810S,KIP2,B,2018-04-24T02:17:26,-147.9868,60.2787,588,25,505.7,2,6.1712,6.1693,3.2816,3.2816,0.0114,5,1.6209,1.629,4.4347,0.127,3.9805,1.0791,-0.0621,0.2328,94.347,0.0,174.945,173.485,57.567,57.085,79.61,114.0921,32.841,32.8423,25.8256,25.8269
SKQ201810S,KIP2,B,2018-04-24T02:23:36,-147.9868,60.2787,588,25,252.45,3,6.1306,6.1287,3.258,3.2579,0.0117,5,1.7144,1.7201,4.4705,0.1278,5.0,1.1478,-0.0556,0.2006,95.1101,0.0,183.946,181.63,60.426,59.663,100.0,114.0964,32.7377,32.739,25.7491,25.7504
SKQ201810S,KIP2,B,2018-04-24T02:26:17,-147.9868,60.2787,588,25,202.13,4,6.0629,6.0619,3.2417,3.2418,0.0134,5,1.7822,1.7923,4.4881,0.1277,5.0,1.1223,-0.0137,0.1849,95.4829,0.0,193.667,191.649,63.475,62.813,100.0,114.0983,32.6452,32.647,25.6845,25.6861
SKQ201810S,KIP2,B,2018-04-24T02:28:20,-147.9868,60.2787,588,25,151.2,5,5.7651,5.7633,3.1943,3.1942,0.0165,5,1.9764,1.9871,4.4761,0.1275,5.0,1.0799,0.0599,0.1956,95.2284,0.0,223.324,220.65,72.569,71.698,100.0,114.0997,32.4246,32.4261,25.5463,25.5477
SKQ201810S,KIP2,B,2018-04-24T02:30:04,-147.9868,60.2787,588,25,126.25,6,5.4317,5.4157,3.1511,3.1491,0.0188,5,2.1415,2.1714,4.4511,0.1276,5.0,1.0824,0.115,0.218,94.697,0.0,251.049,252.289,80.848,81.212,100.0,114.1009,32.269,32.2618,25.4622,25.4583
SKQ201810S,KIP2,B,2018-04-24T02:31:43,-147.9868,60.2787,588,25,101.02,7,5.1978,5.1955,3.1143,3.1142,0.0245,5,2.3022,2.3145,4.4339,0.127,5.0,1.0816,0.2531,0.2335,94.33,0.0,276.064,271.573,88.293,86.853,100.0,114.102,32.0878,32.0895,25.3452,25.3468
SKQ201810S,KIP2,B,2018-04-24T02:33:34,-147.9868,60.2787,588,25,75.82,8,5.1037,5.0958,3.0885,3.0873,0.0404,5,2.4034,2.4208,4.4248,0.127,5.0,1.1358,0.6346,0.2417,94.1365,0.0,291.27,287.304,92.816,91.531,100.0,114.1033,31.8961,31.8902,25.2039,25.2
SKQ201810S,KIP2,B,2018-04-24T02:35:32,-147.9868,60.2787,588,25,50.63,9,5.1256,5.1245,3.0613,3.0606,0.1458,5,2.5944,2.6095,4.2498,0.1288,5.0,1.0796,3.1632,0.4033,90.4129,0.0,319.601,315.275,101.655,100.271,100.0,114.1047,31.5768,31.57,24.9487,24.9434
SKQ201810S,KIP2,B,2018-04-24T02:37:03,-147.9868,60.2787,588,25,40.45,10,5.1457,5.1452,3.0562,3.0561,0.1483,5,2.6156,2.6312,4.2707,0.1368,5.0,1.0815,3.2217,0.3835,90.8583,0.0,322.981,318.051,102.724,101.154,100.0,114.1057,31.505,31.5045,24.8897,24.8893
SKQ201810S,KIP2,B,2018-04-24T02:38:39,-147.9868,60.2787,588,25,30.65,11,5.2401,5.2381,3.0544,3.0543,0.218,5,2.7515,2.7644,4.1734,0.1807,5.0,1.0802,4.8968,0.4757,88.7875,0.028,342.86,335.99,109.206,107.013,100.0,114.1068,31.4003,31.4012,24.7964,24.7973
SKQ201810S,KIP2,B,2018-04-24T02:40:02,-147.9868,60.2787,588,25,20.34,12,5.345,5.3431,3.0526,3.0527,0.3902,5,2.8949,2.9125,3.9575,0.5277,5.0,1.0924,9.0281,0.6883,84.1916,0.501,362.975,356.66,115.803,113.785,100.0,114.1078,31.287,31.289,24.6951,24.6969
SKQ201810S,KIP2,B,2018-04-24T02:41:22,-147.9868,60.2787,588,25,10.24,13,5.5781,5.5722,3.0437,3.0436,0.3991,5,2.9616,2.9814,3.9197,1.5533,5.0,1.148,9.2416,0.7271,83.3872,8.76,371.667,365.414,118.955,116.941,100.0,114.1087,30.975,30.9786,24.4223,24.4258
SKQ201810S,KIP2,B,2018-04-24T02:42:53,-147.9868,60.2787,588,25,3.61,14,5.6139,5.6144,3.0453,3.0454,0.3238,5,2.9548,2.9845,3.8612,2.4399,5.0,1.2093,7.435,0.7871,82.1421,69.9,370.442,364.767,118.653,116.837,100.0,114.1098,30.9633,30.9639,24.409,24.4094
SKQ201810S,IB2,B,2018-04-24T05:25:47,-148.3502,60.2472,166,26,163.56,1,5.0192,5.0172,3.0611,3.061,0.014,5,2.0819,2.0865,3.9798,0.1258,0.2437,1.0827,-0.0005,0.6658,84.6667,0.0,245.525,241.34,77.922,76.59,4.87,114.2247,31.6206,31.6215,24.9949,24.9958
SKQ201810S,IB2,B,2018-04-24T05:27:08,-148.3502,60.2472,166,26,151.61,2,5.0193,5.0175,3.0608,3.0608,0.0152,5,2.0787,2.079,3.9789,0.1258,0.8246,1.0817,0.03,0.6668,84.6466,0.0,244.924,239.679,77.733,76.065,16.49,114.2256,31.6234,31.6247,24.9971,24.9984
SKQ201810S,IB2,B,2018-04-24T05:28:40,-148.3502,60.2472,166,26,126.06,3,4.9927,4.9894,3.053,3.0527,0.018,5,2.1939,2.1981,4.1809,0.1258,2.09,1.0803,0.0952,0.4686,88.9461,0.0,260.727,256.783,82.664,81.406,41.8,114.2267,31.5714,31.5708,24.9588,24.9587
SKQ201810S,IB2,B,2018-04-24T05:30:16,-148.3502,60.2472,166,26,100.95,4,4.9639,4.962,3.0444,3.0443,0.0187,5,2.3262,2.3301,4.2694,0.126,3.3295,1.0788,0.1138,0.3847,90.8297,0.0,281.83,276.273,89.254,87.49,66.59,114.2278,31.5125,31.5134,24.9152,24.9162
SKQ201810S,IB2,B,2018-04-24T05:31:55,-148.3502,60.2472,166,26,75.58,5,4.9599,4.9582,3.0415,3.0415,0.0221,5,2.3432,2.3479,4.2734,0.1265,4.5306,1.1534,0.1945,0.381,90.914,0.0,283.809,277.981,89.86,88.012,90.61,114.2289,31.4952,31.4966,24.902,24.9032
SKQ201810S,IB2,B,2018-04-24T05:33:27,-148.3502,60.2472,166,26,50.07,6,4.9669,4.9652,3.0385,3.0385,0.0215,5,2.3098,2.3221,4.3114,0.1265,4.9163,1.0793,0.1801,0.3455,91.7243,0.0,277.579,273.613,87.883,86.625,98.33,114.23,31.4664,31.4679,24.8784,24.8798
SKQ201810S,IB2,B,2018-04-24T05:34:26,-148.3502,60.2472,166,26,40.27,7,4.9676,4.9557,3.0341,3.0323,0.0277,5,2.2902,2.3056,4.3012,0.1265,5.0,1.1495,0.3302,0.3551,91.5058,0.0,274.45,271.273,86.864,85.829,100.0,114.2307,31.4209,31.4116,24.8422,24.8362
SKQ201810S,IB2,B,2018-04-24T05:35:12,-148.3502,60.2472,166,26,30.16,8,4.8934,4.8878,3.0221,3.0217,0.0324,5,2.2862,2.3,4.3023,0.127,5.0,1.0821,0.4426,0.354,91.5302,0.0,274.235,270.386,86.602,85.376,100.0,114.2312,31.3576,31.3583,24.8,24.8011
